Time,Fluorescence_Corrected_Z,Speed,Events,UV,Fluorescence,Fluorescence_Debleached,UV_Debleached,Fluorescence_Corrected,UV_Fitted_to_Fluo
100.096933,-1.3949235657455241,,,348.543,323.314,-6.519758023495058,-0.5588706569583906,-6.135689452243394,-0.3840685712516635
100.196932,-1.9814752428591356,,,348.066,322.293,-7.536143683069383,-1.0328420885079481,-6.826351022361765,-0.7097926607076184
100.29692600000001,-1.6518128590761787,,,348.586,323.036,-6.788531919930676,-0.5098153758360127,-6.438175268244194,-0.3503566516864824
100.396924,-0.5800415480376472,,,347.817,323.767,-6.052922317666912,-1.2757902451759264,-5.176170085457343,-0.8767522322095682
100.496923,7.322984310968014,,,348.016,333.207,3.391684986547773,-1.0737667860910847,4.12960204245986,-0.7379170559120869
100.59692,8.033800277575265,,,348.075,334.082,4.271289855819816,-1.0117450879419039,4.9665841716015375,-0.6952943157817216
100.696912,6.080934590336092,,,348.919,332.36,2.553892153536083,-0.16472523988585408,2.6670949119064353,-0.1132027583703526
100.796913,3.159660097123268,,,349.599,329.385,-0.41650747478053063,0.5182931821045145,-0.7726907147542454,0.35618323997371487
100.89691099999999,0.7878232390289436,,,348.108,325.565,-4.231909580089905,-0.9696901830148477,-3.565516364042693,-0.6663932160472118
100.996911,0.2151660159500369,,,347.613,324.548,-5.244313931168563,-1.4616751830690191,-4.239817286303453,-1.0044966448651096
101.096908,-0.6739923837318438,,,347.832,323.649,-6.1387207564757205,-1.2396619674688054,-5.286796709208209,-0.8519240472675114
101.196903,-2.563711928108457,,,347.945,321.499,-8.284130008615364,-1.123650504641489,-7.5119317118479225,-0.7721982967674414
101.296897,-2.376844743280726,,,347.774,321.599,-8.179541640286004,-1.291640763083251,-7.291896566927995,-0.8876450733580094
101.396895,-2.2622477868759496,,,347.705,321.684,-8.089955420874446,-1.3576325910635205,-7.156959242682685,-0.932996178191761
101.49689599999999,-2.0329880907451967,,,346.565,321.168,-8.601371395203216,-2.4946260175323687,-6.887007134671141,-1.7143642605320761
101.59688700000001,-3.1620840260596674,,,347.166,320.249,-9.51579015766032,-1.8906214318546404,-8.216511766447201,-1.2992783912131178
101.696888,-3.001270514511724,,,347.271,320.508,-9.25221079063175,-1.7826182317516555,-8.027154687240627,-1.2250561033911231
101.79688800000001,-2.270121175800346,,,347.624,321.609,-8.1466337968738,-1.4266167464929822,-7.166230117473182,-0.9804036794006182
101.89688199999999,-1.9447257250355483,,,347.447,321.868,-7.8830594037092965,-1.6006171246706913,-6.783078654944741,-1.0999807487645556
101.996883,-0.5550244043744775,,,347.146,323.295,-6.451487015184455,-1.8986189750310132,-5.146712528013628,-1.304774487170826
102.096874,-0.6973816767823309,,,347.785,323.564,-6.177917407211794,-1.2566228058753381,-5.314337480963737,-0.8635799262480567
