Time,Events,CH1-410,CH1-470
0,,880.016,866.833
99.997,,874.625,871.841
199.998,,872.095,858.937
299.995,,868.156,848.936
399.998,,867.217,860.492
500.001,,865.322,852.397
599.999,,864.486,855.297
699.997,,861.738,844
799.997,,861.212,843.497
899.999,,863.325,824.539
999.999,,859.541,808.297
1099.999,,858.441,801.451
1199.999,,857.872,789.249
1299.997,,851.862,777.363
1399.996,,848.423,775.069
1499.995,,849.638,791.326
1599.996,,849.606,796.509
1700,,847.718,798.641
1799.996,,852.391,801.593
1899.996,,849.029,803.04
1999.999,,850.272,795.529
2099.998,,848.417,809.849
2199.999,,849.136,807.539
2300,,848.418,799.755
2400,,847.557,818.452
2500,,848.854,848.973
2600.001,,849.816,848.606
2699.995,,847.12,830.112
2799.996,,848.356,817.41
2899.996,,847.169,816.758
3000,,845.371,817.148
3099.997,,844.265,825.138
3200.001,,843.305,833.324
3299.995,,843.504,842.397
3399.997,,843.27,850.401
3500,,843.05,875.076
3599.997,,842.76,888.768
3700,,844.258,898.482
3799.998,,842.16,892.901
3899.996,,843.45,871.527
4000.001,,842.761,851.395
4099.996,,844.384,844.224
4199.999,,844.545,846.562
4299.998,,843.324,869.544
4399.998,,842.671,875.145
4499.996,,843.196,871.222
4599.995,,843.14,877.15
4699.997,,842.009,865.75
4799.994,,841.753,856.6
4899.997,,841.48,835.955
4999.997,,841.803,825.722
5099.996,,841.799,818.216
5200,,842.148,819.066
5299.998,,842.582,834.568
5399.997,,842.088,835.984
5499.996,,843.877,819.378
5599.998,,842.831,795.327
5699.998,,840.837,789.33
5800.001,,841.703,803.932
5899.996,,841.742,834.926
5999.994,,836.952,835.9
6099.999,,837.409,866.756
6199.996,,837.95,864.986
6300,,839.021,838.029
6399.998,,838.864,832.381
6499.996,,840.351,812.038
6599.996,,836.882,793.804
6699.999,,836.829,784.197
6799.999,,838.262,786.903
6899.999,,837.429,798.933
6999.996,,837.502,812.582
7100.001,,836.532,807.6
7199.996,,837.941,803.489
7300,,837.52,838.361
7399.998,,840.976,858.868
7500,,838.229,858.698
7599.999,,840.263,843.108
7699.997,,842.976,835.832
7799.999,,840.034,832.808
7900,,840.361,816.918
7999.995,,840.55,819.476
8099.997,,836.961,811.322
8199.996,,835.741,816.239
8300.001,,833.89,808.855
8399.996,,835.004,803.418
8499.997,,836.732,803.849
8599.998,,837.166,811.926
8699.999,,838.57,830.934
8799.999,,837.934,817.574
8899.996,,838.357,808.868
9000,,839.59,803.747
9099.999,,840.472,793.325
9199.996,,839.812,783.478
9299.998,,839.7,778.288
9400,,839.324,772.2
9500,,838.332,777.591
9599.997,,839.704,784.969
9699.999,,841.001,785.709
9800.001,,837.187,781.768
9899.999,,836.597,771.816
10000.001,,839.533,788.428
10099.995,,836.282,796.649
10199.997,,839.927,796.762
10300.001,,837.11,789.722
10400.001,,838.036,786.571
10500.001,,838.872,778.716
10600.001,,836.819,771.474
10699.998,,836.958,774.084
10799.999,,838.317,789.381
10899.999,,836.06,796.126
11000,,836.623,792.246
11100,,834.578,781.157
11200,,830.787,807.369
11300.001,,832.168,807.826
11400.001,,830.714,797.479
11499.999,,833.236,796.385
11599.997,,839.132,783.189
11699.998,,840.234,785.247
11799.995,,834.566,782.087
11899.996,,840.307,786.823
12000,,839.645,786.883
12099.995,,834.829,851.994
12199.999,,842.087,856.204
12300,,837.609,830.627
12399.997,,843.13,812.314
12500,,843.151,796.976
12600.001,,835.414,784.619
12699.998,,835.546,775.423
12799.998,,839.289,776.378
12899.997,,835.28,782.83
13000.001,,831.164,799.145
13100,,830.651,805.372
13200.001,,837.319,805.737
13300,,838.32,801.302
13399.995,,835.813,809.918
13499.998,,833.879,812.818
13599.998,,838.002,813.158
13699.997,,838.53,808.928
13799.999,,843.882,852.802
13900,,844.622,851.792
13999.997,,847.374,855.233
14100,,849.517,851.567
14199.998,,849.903,825.188
14299.995,,844.094,813.656
14399.999,,844.07,801.57
14499.998,,838.211,794.054
14599.999,,836.508,802.455
14699.997,,837.558,801.142
14799.995,,833.447,799.534
14899.998,,833.237,813.322
14999.996,,838.059,816.546
15099.998,,836.036,821.495
15199.997,,837.441,827.677
15299.999,,836.253,822.617
15399.997,,837.393,814.876
15499.997,,839.192,806.831
15600,,839.674,802.081
15700,,842.027,802.91
15799.999,,842.905,802.462
15900,,836.627,808.067
15999.987,,845.479,836.213
16099.975,,845.668,828.074
16199.964,,846.322,832.997
16299.95,,850.072,821.389
16399.935,,842.806,810.98
16499.917,,841.694,804.406
16599.906,,844.337,805.902
16699.894,,846.197,827.618
16799.881,,841.106,824.43
16899.871,,833.657,819.252
16999.855,,832.318,813.255
17099.837,,836.641,797.502
17199.829,,833.295,786.815
17299.808,,837.348,785.439
17399.801,,832.08,775.607
17499.781,,840.614,773.034
17599.768,,834.027,769.891
17699.754,,835.389,792.518
17799.74,,838.514,807.792
17899.722,,840.253,819.799
17999.709,,841.039,824.31
18099.694,,838.284,845.716
18199.678,,837.086,842.047
18299.658,,839.632,830.211
18399.645,,837.301,817.084
18499.63,,840.494,799.836
18599.611,,842.465,787.263
18699.596,,836.814,771.077
18799.578,,841.003,768.859
18899.558,,835.981,777.139
18999.546,,839.817,775.312
19099.529,,836.649,771.696
19199.512,,834.232,768.495
19299.49,,839.702,771.918
19399.474,,836.859,808.836
19499.456,,837.835,819.573
19599.44,,839.858,809.353
19699.419,,841.655,803.12
19799.402,,840.143,789.958
19899.386,,838.46,778.325
19999.367,,839.878,783.356
20099.348,,843.301,812.111
20199.33,,842.971,798.81
20299.307,,839.783,785.156
20399.288,,841.929,774.796
20499.27,,841.957,773.468
20599.252,,843.389,779.432
20699.23,,841.29,786.615
20799.21,,837.796,780.776
20899.191,,841.15,773.423
20999.177,,843.297,766.225
21099.154,,840.87,777.259
21199.13,,843.798,775.794
21299.115,,837.965,769.401
21399.095,,839.696,778.848
21499.069,,839.222,776.705
21599.052,,842.859,785.882
21699.027,,845.267,777.361
21799.009,,842.275,781.677
21898.988,,834.605,769.056
21998.966,,833.244,767.15
22098.943,,835.062,759.607
22198.922,,839.619,759.757
22298.901,,843.254,764.821
22398.88,,839.578,769.516
22498.858,,834.457,782.144
22598.835,,842.021,817.599
22698.807,,841.786,820.863
22798.784,,837.589,824.714
22898.765,,842.919,821.267
22998.74,,838.934,806.16
23098.716,,840.99,811.041
23198.695,,844.924,818.095
23298.668,,840.582,817.436
23398.646,,842.951,878.551
23498.627,,841.55,919.987
23598.6,,839.275,923.747
23698.573,,843.822,883.825
23798.554,,840.471,860.262
23898.527,,842.227,847.258
23998.524,,839.942,823.156
24098.521,,840.215,820.004
24198.514,,843.33,815.155
24298.516,,837.827,796.25
24398.509,,835.81,785.309
24498.512,,836.769,781.722
24598.508,,836.679,797.919
24698.502,,838.383,803.427
24798.498,,837.551,805.244
24898.5,,839.725,798.511
24998.492,,842.546,788.311
25098.491,,836.636,781.158
25198.488,,836.824,777.899
25298.482,,838.321,780.241
25398.484,,836.184,789.701
25498.477,,838.768,792.488
25598.478,,839.483,800.354
25698.474,,834.51,798.338
25798.469,,839.197,795.851
25898.47,,835.361,792.92
25998.466,,839.322,798.584
26098.466,,842.712,801.127
26198.463,,840.231,793.762
26298.461,,836.241,792.06
26398.454,,838.144,799.812
26498.457,,835.127,789.361
26598.452,,833.252,782.054
26698.451,,829.463,770.741
26798.447,,832.749,766.34
26898.446,,840.297,772.328
26998.44,,837.611,769.507
27098.439,,833.956,764.314
27198.436,,835.047,764.864
27298.437,,837.599,766.187
27398.431,,836.935,771.333
27498.433,,835.571,773.053
27598.428,,831.621,779.525
27698.424,,831.79,794.018
27798.427,,836.934,804.4
27898.421,,836.822,804.373
27998.417,,831.11,787.279
28098.42,,818.325,785.932
28198.414,,833.254,790.879
28298.415,,833.251,789.971
28398.414,,834.236,786.648
28498.407,,833.091,781.327
28598.407,,829.058,778.147
28698.408,,821.996,780.8
28798.401,,820.42,792.216
28898.404,,840.989,786.565
28998.403,,840.868,775.073
29098.398,,840.467,771.853
29198.396,,839.579,775.343
29298.395,,835.889,777.537
29398.396,,834.631,780.171
29498.394,,833.116,784.903
29598.393,,834.485,791.302
29698.386,,839.107,782.048
29798.384,,841.347,789.965
29898.385,,840.285,790.205
29998.385,,838.092,779.495
30098.379,,837.288,772.903
30198.382,,840.997,782.028
30298.377,,841.317,794.644
30398.379,,842.435,801.634
30498.373,,842.355,814.522
30598.375,,841.207,802.678
30698.369,,838.187,789.313
30798.371,,835.179,781.475
30898.37,,839.288,770.855
30998.367,,838.103,766.063
31098.367,,838.67,766.812
31198.363,,840.497,761.976
31298.361,,837.26,767.278
31398.36,,836.348,780.692
31498.36,,835.871,779.322
31598.359,,834.901,778.477
31698.356,,832.159,779.659
31798.356,,835.134,777.978
31898.354,,834.726,771.868
31998.353,,836.03,770.634
32098.353,,838.625,779.246
32198.347,,839.017,785.816
32298.349,,837.44,789.304
32398.342,,836.567,835.315
32498.339,,836.087,856.844
32598.338,,835.72,885.224
32698.334,,835.764,896.117
32798.337,,837.684,881.695
32898.33,,838.547,875.463
32998.327,,838.036,871.326
33098.329,,837.172,859.253
33198.325,,837.107,848.097
33298.32,,836.199,849.678
33398.322,,834.955,850.767
33498.32,,834.106,840.664
33598.315,,834.568,815.904
33698.314,,834.426,795.698
33798.31,,834.624,795.366
33898.311,,834.652,786.988
33998.302,,832.471,780.84
34098.301,,834.619,774.271
34198.303,,834.266,764.688
34298.296,,833.645,773.972
34398.298,,831.425,776.939
34498.296,,831.988,795.363
34598.293,,834.991,811.107
34698.29,,834.865,811.4
34798.287,,832.816,813.048
34898.288,,837.155,811.995
34998.283,,841.234,799.622
35098.28,,838.144,794.16
35198.279,,839.234,787.935
35298.28,,838.825,793.59
35398.277,,837.868,785.49
35498.271,,839.968,782.764
35598.271,,840.714,789.029
35698.27,,840.71,807.073
35798.267,,840.374,801.748
35898.265,,840.112,803.842
35998.266,,840.947,823.599
36098.261,,840.439,817.763
36198.256,,840.868,805.942
36298.26,,840.601,808.14
36398.258,,839.704,803.82
36498.256,,838.893,799.993
36598.254,,838.556,802.396
36698.248,,837.226,803.551
36798.244,,838.506,812.391
36898.243,,836.749,811.666
36998.241,,837.617,803.236
37098.241,,838.397,792.532
37198.242,,838.029,789.191
37298.236,,838.087,823.694
37398.233,,837.313,834.879
37498.233,,839.417,848.64
37598.234,,840.239,856.914
37698.228,,838.21,835.728
37798.232,,833.956,814.115
37898.226,,833.316,802.113
37998.225,,836.09,803.01
38098.226,,837.452,817.04
38198.22,,839.208,814.16
38298.221,,838.424,803.556
38398.223,,837.644,796.734
38498.219,,838.298,794.171
38598.219,,832.336,785.881
38698.218,,830.796,783.185
38798.213,,829.78,783.082
38898.213,,827.587,798.859
38998.208,,829.503,798.693
39098.206,,830.247,788.123
39198.208,,832.771,791.596
39298.208,,830.467,786.3
39398.207,,830.442,776.377
39498.2,,829.954,770.228
39598.203,,825.497,763.437
39698.199,,825.149,767.923
39798.198,,824.142,768.546
39898.201,,822.986,774.513
39998.194,,821.187,789.497
40098.193,,824.109,811.007
40198.189,,827.171,823.957
40298.19,,832.139,829.904
40398.186,,827.287,821.013
40498.186,,824.338,815.598
40598.181,,826.356,799.621
40698.183,,822.815,800.325
40798.18,,827.948,810.683
40898.176,,829.925,837.57
40998.178,,828.513,832.679
41098.17,,830.687,827.328
41198.169,,831.559,817.271
41298.168,,835.428,807.222
41398.167,,836.205,794.192
41498.163,,833.056,841.086
41598.162,,837.064,889.595
41698.161,,834.318,895.519
41798.161,,834.205,871.814
41898.16,,834.623,871.065
41998.156,,832.917,858.352
42098.153,,833.942,874.565
42198.154,,832.378,871.612
42298.146,,832.247,871.986
42398.149,,832.315,855.657
42498.149,,832.876,845.408
42598.146,,832.402,828.988
42698.144,,831.167,815.136
42798.143,,831.352,800.908
42898.138,,832.484,786.453
42998.14,,833.155,774.126
43098.138,,832.466,766.815
43198.134,,833.053,758.708
43298.129,,830.836,752.451
43398.13,,829.58,746.554
43498.129,,826.64,752.596
43598.124,,826.673,764.113
43698.127,,827.731,773.061
43798.126,,826.573,782.206
43898.121,,826.285,788.951
43998.122,,831.906,787.186
44098.12,,826.739,788.635
44198.116,,832.223,792.226
44298.114,,831.521,775.503
44398.114,,828.601,769.344
44498.112,,829.97,765.531
44598.112,,829.216,772.505
44698.11,,828.866,777.64
44798.111,,827.253,786.943
44898.103,,827.181,777.157
44998.107,,827.719,777.413
45098.099,,826.983,792.164
45198.1,,826.858,800.113
45298.102,,827.142,793.844
45398.101,,826.429,789.682
45498.094,,826.34,773.452
45598.093,,824.526,769.791
45698.093,,829.575,771.63
45798.091,,830.082,760.704
45898.088,,829.467,777.843
45998.087,,832.409,795.788
46098.086,,832.608,789.476
46198.088,,831.577,791.695
46298.088,,833.434,782.852
46398.083,,830.983,777.535
46498.084,,831.681,775.592
46598.079,,835.896,770.948
46698.08,,836.437,767.565
46798.082,,832.998,770.355
46898.077,,834.751,788.387
46998.074,,836.491,858.205
47098.072,,830.265,854.871
47198.074,,829.841,837.362
47298.071,,832.56,867.212
47398.071,,834.353,845.67
47498.073,,835.035,819.707
47598.065,,835.909,801.739
47698.069,,834.207,792.706
47798.065,,833.38,781.158
47898.062,,831.207,779.586
47998.06,,832.154,781.553
48098.056,,833.469,772.741
48198.051,,831.542,764.949
48298.052,,830.624,773.213
48398.047,,831.135,787.95
48498.044,,828.401,788.453
48598.043,,827.341,777.741
48698.034,,824.38,781.504
48798.03,,827.215,784.857
48898.027,,831.566,779.352
48998.027,,833.357,778.212
49098.024,,833.859,779.769
49198.022,,832.894,776.204
49298.015,,831.041,768.978
49398.011,,830.237,769.194
49498.012,,828.776,765.71
49598.008,,829.571,761.455
49698.003,,829.685,753.025
49797.998,,826.933,747.448
49897.997,,825.766,757.635
49997.989,,826.684,771.243
50097.99,,826.16,783.076
50197.987,,828.632,776.784
50297.98,,829.728,779.188
50397.976,,829.303,767.237
50497.97,,827.717,766.063
50597.973,,827.766,771.645
50697.967,,828.892,770.325
50797.964,,828.84,773.588
50897.96,,824.09,776.442
50997.957,,823.42,772.492
51097.952,,824.204,770.159
51197.951,,826.648,777.092
51297.945,,828.631,777.217
51397.943,,825.466,772.613
51497.939,,827.978,777.623
51597.935,,827.765,778.001
51697.933,,828.373,772.542
51797.931,,828.343,772.326
51897.927,,827.227,779.89
51997.921,,828.16,789.186
52097.921,,828.12,796.557
52197.916,,828.649,813.01
52297.91,,828.911,817.573
52397.908,,824.167,802.184
52497.902,,826.777,798.036
52597.897,,831.914,786.21
52697.898,,826.945,777.283
52797.896,,830.498,783.615
52897.89,,827.257,784.135
52997.886,,821.063,793.103
53097.885,,826.792,787.263
53197.881,,829.231,777.217
53297.879,,825.62,779.095
53397.875,,831.008,801.006
53497.871,,830.899,794.544
53597.869,,826.228,780.613
53697.86,,827.336,782.963
53797.859,,826.399,781.459
53897.853,,825.301,785.13
53997.854,,826.245,790.265
54097.846,,823.677,799.344
54197.844,,827.31,800.68
54297.84,,829.583,810.521
54397.836,,831.035,802.48
54497.834,,831.238,792.594
54597.829,,828.989,786.325
54697.829,,825.463,780.38
54797.822,,828.802,788.299
54897.819,,834.087,802.96
54997.817,,832.438,803.584
55097.813,,827.859,792.793
55197.808,,830.295,792.581
55297.808,,828.889,797.33
55397.801,,831.741,806.53
55497.803,,834.627,813.582
55597.799,,835.104,815.195
55697.791,,834.478,811.676
55797.79,,836.683,819.224
55897.783,,833.698,815.539
55997.782,,834.49,796.798
56097.781,,828.613,785.973
56197.776,,829.535,777.662
56297.779,,829.282,777.847
56397.777,,830.411,795.741
56497.769,,831.467,799.263
