Time,Position
0,513;981
33,517;980
67,522;981
100,523;981
134.009,523;981
167,523;981
200,522;981
234.005,522;980
267.081,523;981
300,524;981
334,523;980
366.608,524;980
400.528,524;979
433.528,525;979
466.528,525;978
499.721,525;978
533.712,525;978
566.712,525;979
600.794,525;978
633.832,525;979
666.752,525;978
700.753,525;979
733.837,525;979
766.844,525;979
799.84,525;979
833.753,525;979
866.753,525;979
900.752,525;979
933.753,525;980
966.752,525;979
1000.752,525;980
1033.834,524;980
1066.757,525;980
1100.758,525;979
1133.753,525;980
1166.757,525;979
1200.758,525;979
1233.752,525;980
1266.752,525;979
1300.753,525;980
1333.757,525;980
1366.752,529;978
1400.757,535;975
1433.752,536;970
1466.752,538;965
1500.126,540;961
1534.311,541;958
1567.311,541;954
1600.311,546;950
1633.429,543;946
1667.429,544;943
1700.429,545;939
1733.773,544;935
1766.849,545;932
1800.854,544;929
1833.769,546;924
1866.855,544;920
1900.849,551;902
1933.848,555;896
1966.855,557;891
2000.769,558;888
2033.769,559;885
2066.769,559;880
2100.769,559;875
2133.768,561;871
2166.769,562;870
2200.769,561;870
2233.769,560;868
2266.856,560;866
2300.769,560;867
2333.768,559;867
2366.768,560;867
2400.768,560;866
2433.773,561;866
2467.768,563;862
2500.768,565;858
2533.769,564;853
2567.769,563;847
2602.769,560;843
2635.769,557;841
2668.768,555;840
2702.769,557;839
2735.77,561;838
2767.969,564;839
2801.97,569;840
2834.97,569;839
2867.969,569;838
2901.974,569;838
2934.969,569;836
2968.969,569;835
3001.97,568;837
3034.97,568;840
3067.97,568;841
3100.969,568;841
3133.969,568;842
3166.969,567;844
3201.969,567;845
3233.969,567;845
3266.969,567;844
3301.969,566;844
3333.969,566;844
3366.975,566;844
3401.969,566;844
3433.977,566;844
3467.968,566;844
3500.968,566;844
3533.97,566;844
3566.969,566;845
3600.968,566;844
3633.968,566;844
3667.968,566;844
3700.969,566;844
3735.271,566;844
3767.1,566;845
3801.1,566;844
3834.1,566;845
3867.1,566;844
3902.099,566;844
3934.099,566;844
3968.1,566;844
4001.099,566;844
4035.099,566;844
4068.099,566;844
4101.1,566;843
4134.099,567;842
4168.099,568;839
4201.099,568;837
4235.146,569;837
4267.655,569;837
4301.655,569;836
4334.659,568;836
4369.663,567;836
4401.656,567;835
4434.66,569;835
4467.655,568;835
4500.661,569;834
4534.654,568;833
4567.655,568;834
4601.656,567;835
4634.654,568;834
4667.654,568;835
4701.654,568;836
4734.655,568;834
4768.655,567;834
4800.654,566;835
4834.662,566;835
4867.655,567;835
4900.654,567;835
4934.662,567;836
4968.655,567;836
5001.441,566;837
5034.36,566;838
5070.364,566;838
5102.357,566;838
5134.908,566;838
5168.025,566;839
5201.033,567;839
5235.032,565;839
5268.04,565;839
5301.122,566;839
5335.048,566;839
5370.042,566;839
5401.041,566;839
5435.049,565;839
5470.041,566;839
5502.04,566;839
5534.04,565;839
5568.04,565;839
5600.926,565;839
5633.926,566;838
5667.925,565;838
5700.926,565;837
5733.926,566;837
5770.074,565;837
5802.067,564;837
5835.663,565;836
5868.661,565;836
5900.661,564;836
5934.676,563;835
5968.707,563;836
6000.715,561;837
6035.716,561;836
6068.707,561;837
6100.707,562;837
6134.715,561;836
6170.708,561;836
6201.708,562;836
6234.717,562;837
6268.707,562;837
6301.792,562;837
6335.715,561;837
6368.715,562;837
6401.708,562;837
6434.707,562;837
6467.707,565;837
6501.707,567;837
6535.707,567;838
6567.708,567;838
6601.707,567;838
6634.708,567;836
6668.707,567;836
6700.715,567;836
6735.707,568;836
6767.791,568;835
6801.707,568;833
6834.715,568;833
6867.707,568;832
6901.707,568;832
6934.798,568;832
6968.205,568;831
7001.214,568;831
7035.246,567;831
7068.204,568;831
7101.206,568;832
7134.205,567;832
7168.204,567;832
7202.205,567;832
7234.205,567;832
7268.205,567;832
7302.205,567;832
7335.205,567;832
7368.205,567;832
7402.205,567;832
7434.205,567;832
7468.205,567;832
7502.204,567;832
7535.209,566;832
7568.205,567;832
7601.205,566;832
7635.212,567;832
7669.204,568;832
7702.204,568;832
7735.205,567;832
7768.205,567;832
7802.205,566;832
7835.213,567;832
7868.212,567;832
7902.205,566;832
7934.218,567;832
7968.214,567;832
8001.215,566;832
8034.204,567;832
8068.212,567;832
8101.204,567;832
8134.213,566;832
8168.217,567;832
8201.286,567;835
8234.213,567;838
8269.212,567;839
8301.204,568;837
8335.191,569;837
8371.19,570;836
8402.182,569;836
8435.182,569;835
8468.182,568;836
8501.191,568;836
8534.19,569;835
8568.19,568;836
8602.182,568;835
8635.181,568;836
8669.183,568;836
8701.191,569;835
