time,zscore,fluorescence,isobestic,ToneStart,PelletGrab
0.0,7.666124292031301,365.583,385.554,0,0
0.100002,6.883626225158742,363.622,383.744,0,0
0.19999799999999998,7.8977423056867,362.802,380.509,0,0
0.3,6.590125159579044,360.494,379.093,0,0
0.399997,8.586025082713979,360.846,375.993,0,0
0.5000020000000001,9.218498175830213,361.048,375.167,0,0
0.6000019999999999,12.048438333443311,363.627,374.233,0,0
0.699997,15.64554793607006,366.46,372.302,0,0
0.800001,13.462272428778558,363.664,371.694,0,0
0.8999969999999999,11.35412668707049,360.769,370.782,0,0
1.0,9.592900641636465,358.05,369.521,0,0
1.100001,9.190143571949825,357.406,369.202,0,0
1.199996,8.69967682225727,356.796,369.102,0,0
1.3000019999999999,6.979450896454317,354.628,368.683,0,0
1.3999970000000002,4.968479938111998,352.296,368.529,0,0
1.499998,2.026930630592663,348.631,367.877,0,0
1.5999960000000002,4.169011903752602,349.891,366.019,0,0
1.700002,6.057214670004589,351.953,365.967,0,0
1.799997,8.811224305249938,355.216,366.313,0,0
1.899999,11.3386904492718,357.663,365.719,0,0
2.000002,12.628989331339534,359.036,365.626,0,0
2.1,11.638006057546502,357.796,365.403,0,0
2.1999969999999998,9.664352895831936,355.769,365.688,0,0
2.299997,7.700524442473652,353.927,366.263,0,0
2.399998,10.338292553562123,356.128,365.055,0,0
2.500002,12.23696741891934,358.105,364.842,0,0
2.5999980000000003,9.995180589176618,356.091,365.645,0,0
2.700002,8.227305938037503,354.151,365.694,0,0
2.799998,5.758357685456187,351.076,365.15,0,0
2.899997,4.877034212579523,349.824,364.704,0,0
3.000001,4.3085460691944215,348.443,363.464,0,0
3.0999969999999997,4.634969591418372,349.697,364.957,0,0
3.1999989999999996,6.155041648071592,351.458,365.085,0,0
3.3,5.885654175683864,350.91,364.679,0,0
3.399997,6.1338695290382725,351.017,364.406,0,0
3.500002,7.126011220151803,352.689,365.363,0,0
3.599996,8.880550260479806,354.402,364.977,0,0
3.6999969999999998,9.25081356635608,355.021,365.331,0,0
3.799998,8.889069230652535,354.416,365.001,0,0
3.8999989999999998,9.073357149967606,354.943,365.546,0,0
4.0,7.574225396331562,352.786,364.736,0,0
4.100001,7.100156212133468,352.082,364.449,0,0
4.2000020000000005,6.790626564548095,351.906,364.737,0,0
4.2999979999999995,6.936138162913602,352.142,364.869,0,0
4.399999,9.019787009875287,354.399,364.78,0,0
4.499998,9.65162584958319,355.58,365.586,0,0
4.599997999999999,8.684764482456886,355.149,366.666,0,0
4.700001,9.002562132634388,355.047,365.916,0,0
4.799996,4.934664329157898,350.903,366.551,0,0
4.9,2.0882544730148562,347.435,366.051,0,0
5.000001,1.5176171276923305,347.254,366.814,0,0
5.100001,0.876219856106399,346.627,366.965,0,0
5.1999960000000005,-1.7166404652976475,343.55,366.647,0,0
5.299999,-2.889943546040867,342.018,366.275,0,0
5.399997,-2.354496969561506,342.455,366.02,0,0
5.500002,-0.7409441481088992,344.102,365.785,0,0
5.600003,0.32065765924832224,345.407,366.002,0,0
5.6999960000000005,2.478122329796041,345.959,362.936,0,0
5.799999,2.1487366342445005,345.432,362.676,0,0
5.899997,0.5195595885331435,343.735,362.873,0,0
5.999996,1.6374621899723236,345.174,363.209,0,0
6.099997,2.4262716608210626,346.434,363.856,0,0
6.199999,4.456251331122075,348.24,363.115,0,0
6.3,4.525658600709309,348.272,363.048,0,0
6.400003,3.224840379146493,347.198,363.675,0,0
6.5,1.4728570855988559,344.631,362.65,0,0
6.599997,0.9358532024111047,344.928,364.147,0,0
6.7000020000000005,4.833241710287275,349.503,364.562,0,0
6.799999,7.366297691670773,351.811,363.726,0,0
6.9000010000000005,8.622475212601618,352.846,363.133,0,0
6.999999,12.9798791903696,358.413,364.349,0,0
7.1,19.62073665133252,364.01,361.388,0,0
7.200003,17.76515215801329,362.846,362.892,0,0
7.300002,18.670811854371983,364.536,364.039,0,0
7.4,16.840650944504354,362.01,363.227,0,0
7.4999970000000005,15.731138387477369,360.738,363.17,0,0
7.600001,15.45405543242475,359.544,361.702,0,0
7.700001,13.636612534397774,357.594,361.826,0,0
7.8,10.417262462621707,354.938,363.369,0,0
7.9,13.1872739300015,356.831,361.403,0,0
7.999996,10.495374115029762,355.386,363.987,0,0
8.099997,7.78705526279519,352.314,363.891,0,0
8.2,4.474819860342211,348.724,364.05,0,0
8.300003,1.9630704741118754,345.805,363.845,0,0
8.399996,0.10122416547510742,343.661,363.728,0,0
8.500001000000001,0.401748546417874,344.28,364.211,0,0
8.600003000000001,0.08143549656742904,344.367,364.957,0,0
8.700001,2.516802622024939,346.414,363.867,0,0
8.8,1.9733083196715093,347.097,366.019,0,0
8.899999,1.958438795071109,346.644,365.3,0,0
8.999996,3.531150512055595,348.116,364.849,0,0
9.100002,3.242617506464723,347.557,364.46,0,0
9.199997,2.093796184879263,345.94,363.901,0,0
9.299999,2.19175283201474,346.511,364.679,0,0
9.399998,0.822830563556434,345.871,366.155,0,0
9.500002,-0.17549028029716068,343.911,364.746,0,0
9.599999,-0.12601066763869054,343.287,363.623,0,0
9.699999,-0.05719074540306957,343.765,364.3,0,0
9.800001,-0.9275336839556152,341.919,362.844,0,0
9.9,-0.11030413244966814,342.725,362.682,0,0
9.999998,1.4697060595639906,344.369,362.504,0,0
10.099997,3.3745606949603277,346.44,362.436,0,0
10.200003,5.936704096449287,349.281,362.434,0,0
10.3,8.963956471303712,352.146,361.611,0,0
10.400001,9.18662771659515,352.861,362.398,0,0
10.499996999999999,10.070514447981434,353.576,361.961,0,0
10.599997,10.058374577013328,353.434,361.755,0,0
10.700001,11.824994391599938,354.924,360.975,0,0
10.8,11.609090135885769,355.025,361.551,0,0
10.899996,11.934622553613307,355.628,361.961,0,0
10.999986999999999,9.951065231922556,353.799,362.594,0,0
11.1,9.123578825017823,352.769,362.418,0,0
11.2,11.959353971518318,356.183,362.864,0,0
11.300001,11.348720289243138,355.457,362.793,0,0
11.399996999999999,10.477077266076643,354.51,362.837,0,0
11.500001000000001,8.984139322119205,352.411,362.112,0,0
11.600002,8.319984637930649,352.197,362.993,0,0
11.700003,6.813835133244968,350.249,362.544,0,0
11.799997,5.181836790496385,348.25,362.243,0,0
11.899998,4.009396395271226,347.054,362.429,0,0
11.999996999999999,1.563088370084367,344.703,363.049,0,0
12.099999,-0.9734901689371399,342.906,364.759,0,0
12.199995999999999,2.1579759419410265,346.253,364.546,0,0
12.299997,4.457860352285942,348.365,363.815,0,0
12.4,3.5852395162402066,347.573,364.119,0,0
12.500002,3.7404082860792407,347.321,363.42,0,0
12.600001,2.264650953603074,345.866,363.736,0,0
12.7,2.1970830783472297,346.01,364.109,0,0
12.8,2.0212837085908175,345.748,364.006,0,0
12.899999,3.335446462771803,347.461,364.435,0,0
12.999998999999999,7.10089849857011,351.306,363.878,0,0
13.100001,7.614067923418397,351.411,363.111,0,0
13.200002,7.639655277812835,351.401,363.055,0,0
13.299999,6.178950096508486,349.674,362.89,0,0
13.399996,4.0696092455772055,348.0,364.014,0,0
13.5,4.214632691819261,347.864,363.527,0,0
13.600001,3.6127247717856874,347.302,363.713,0,0
13.699997,3.7947136693842296,347.464,363.654,0,0
13.800001,5.268762242194302,348.764,363.099,0,0
13.9,5.15389125958973,348.742,363.283,0,0
13.999998999999999,3.923432917744651,347.568,363.613,0,0
14.099998,1.8241346874105708,345.12,363.429,0,0
14.199995999999999,1.1818239533383255,344.273,363.215,0,0
14.299999,2.3935617975845203,345.437,362.919,0,0
14.400002,1.1672721454976427,345.464,365.242,0,0
14.500001000000001,0.4432029285402119,344.624,365.191,0,0
14.599995999999999,0.7977246735678932,344.698,364.666,0,0
14.699997,2.130649717217332,345.424,363.416,0,0
14.800002000000001,2.5844348765112124,346.238,363.94,0,0
14.899999,2.9132071098778813,346.302,363.446,0,0
14.999996999999999,5.208906208446642,348.437,362.761,0,0
15.099995999999999,5.784235546943289,348.823,362.347,0,0
15.200002,4.730896271927919,347.353,361.856,0,0
15.3,3.823295235469498,346.159,361.555,0,0
15.400002,3.150152222232017,345.797,362.206,0,0
15.499998999999999,1.2578331253762385,343.546,361.967,0,0
15.600001,1.4533071466382717,343.699,361.868,0,0
15.699997999999999,5.961684189937614,348.417,361.39,0,0
15.799999,7.058320471312183,350.048,362.085,0,0
15.9,7.315457229903925,350.431,362.255,0,0
15.999996999999999,9.306142334879228,352.903,362.696,0,0
16.099991,6.40305683106365,349.862,363.012,0,0
16.199986,3.669951878183232,346.831,363.03,0,0
16.299979999999998,0.7571220006791372,343.407,362.726,0,0
16.399977,-0.03565736945649116,342.328,362.404,0,0
16.499973,1.1503227935543163,343.868,362.782,0,0
16.599972,3.90140702475032,345.982,361.219,0,0
16.699963,4.6223250198383194,348.228,363.634,0,0
16.799958999999998,4.485253810416814,347.814,363.206,0,0
16.899956,4.744127889581683,348.741,364.279,0,0
16.999947,5.849061307851719,348.599,362.005,0,0
17.099948,4.625706602487405,347.565,362.555,0,0
17.199938999999997,2.7370741594628427,345.485,362.594,0,0
17.299936000000002,1.031775578529625,344.2,363.618,0,0
17.399932,2.6293658289583783,345.357,362.596,0,0
17.499924999999998,2.3449732114638797,344.978,362.499,0,0
17.599922,5.688665825865155,347.065,359.794,0,0
17.699916,7.019442516735013,349.796,361.888,0,0
17.799914,12.711842163818242,355.152,360.281,0,0
17.899905999999998,11.920566084598448,355.154,361.757,0,0
17.999901,15.063855114596954,358.471,361.472,0,0
18.099894,14.404378297348218,357.644,361.323,0,0
18.199889,11.534936080648697,354.608,361.585,0,0
18.299883,8.51238815850534,351.678,362.307,0,0
18.399879000000002,7.60886356568527,350.967,362.803,0,0
18.499869999999998,7.947773812257523,351.642,363.308,0,0
18.599867999999997,9.376634843725638,352.77,362.55,0,0
18.699859,7.241701270730129,350.561,362.83,0,0
18.799857,4.595738042783843,347.903,363.308,0,0
18.899853999999998,2.053639717025415,344.9,363.019,0,0
18.999846,0.5149110257976676,343.123,362.915,0,0
19.099836,0.39971350335835804,342.86,362.698,0,0
19.199832999999998,1.1585343138824062,343.543,362.439,0,0
19.299825000000002,2.314292718969587,345.349,363.316,0,0
19.39982,8.479240304400204,351.4,361.992,0,0
19.499813,8.854631001681799,351.792,361.958,0,0
19.599808,11.010421632496552,352.918,359.851,0,0
19.6998,9.953645455189264,352.619,361.317,0,0
19.799795999999997,8.103702003040679,350.944,361.959,0,0
19.899793000000003,8.538469872568484,351.432,361.975,0,0
19.999787,8.08873301860727,351.068,362.209,0,0
20.099775,9.045324004728096,351.595,361.324,0,0
20.199769,9.791057256147996,353.386,362.935,0,0
