time,zscore,fluorescence,isobestic,ToneStart,PelletGrab
0.0,4.191426404084239,749.529,924.745,0,0
0.099998,3.5260486713745127,744.513,916.104,0,0
0.19999799999999998,3.0678590553956773,741.065,910.14,0,0
0.3,2.7295675487944386,736.913,907.775,0,0
0.39999799999999996,2.24037288747745,731.447,903.679,0,0
0.499997,2.246702399420963,732.17,902.883,0,0
0.5999990000000001,2.161179246354451,731.86,901.33,0,0
0.699998,2.0578285442837414,732.649,897.977,0,0
0.7999959999999999,1.9367126805841006,731.738,896.386,0,0
0.899999,1.6233639625650687,728.918,892.889,0,0
0.999999,1.5354049488957338,727.741,892.384,0,0
1.099999,1.4105780309855975,726.155,891.568,0,0
1.199999,1.2401750582971975,724.857,889.358,0,0
1.2999990000000001,1.1577628556282586,724.702,887.678,0,0
1.399998,1.169997770384172,725.841,886.486,0,0
1.499999,1.1381735727987834,725.365,886.355,0,0
1.600002,1.1339005037631882,726.551,884.731,0,0
1.699997,1.0321969356280813,725.04,884.341,0,0
1.7999960000000002,0.8884491561885451,723.676,882.816,0,0
1.900002,0.736282738069021,722.026,881.465,0,0
1.999996,0.6549918309312529,721.376,880.44,0,0
2.100002,0.7263465892325531,722.721,880.319,0,0
2.199996,0.8018487302860993,722.811,881.888,0,0
2.299997,0.6881246464867483,720.745,881.933,0,0
2.3999989999999998,0.6565586212969947,721.643,880.06,0,0
2.499997,0.5779241548174197,720.118,880.208,0,0
2.6,0.5289896125859426,719.687,879.634,0,0
2.7,0.5675750036518766,720.654,879.255,0,0
2.799998,0.5349420273875163,720.034,879.289,0,0
2.8999989999999998,0.4847131950075696,719.154,879.257,0,0
3.0,0.6117544576040024,719.906,881.146,0,0
3.099999,0.5725166272746894,719.867,880.292,0,0
3.1999969999999998,0.6245003905541301,720.636,880.467,0,0
3.299996,0.62054691627656,720.952,879.957,0,0
3.399998,0.6424195688093672,721.758,879.406,0,0
3.500001,0.6243369631295846,721.256,879.618,0,0
3.6000010000000002,0.6686508222722137,721.904,879.774,0,0
3.700002,0.6983944930101809,721.94,880.38,0,0
3.799997,0.5306628968822668,720.963,877.822,0,0
3.9,0.45541671434833525,720.443,876.768,0,0
4.0,0.4208289314137998,718.86,877.983,0,0
4.099996,0.33801831440040075,717.919,877.294,0,0
4.199999,0.4514271916340104,718.045,879.672,0,0
4.299999,0.4922110814266674,719.154,879.162,0,0
4.399995,0.5069311858540871,719.033,879.629,0,0
4.500002,0.3093142106856165,716.627,878.215,0,0
4.599996,0.37227554986509215,717.343,878.705,0,0
4.699997000000001,0.409365312715282,718.892,877.552,0,0
4.8,0.4601217517451679,718.898,878.67,0,0
4.9,0.42574427600183684,718.527,878.348,0,0
4.9999970000000005,0.5310440697873796,720.506,878.186,0,0
5.1,0.6437774494730326,721.37,879.61,0,0
5.2000020000000005,0.6424562231969406,721.151,879.84,0,0
5.3,0.717066134656002,722.52,879.762,0,0
5.399997,0.8621570366316008,724.871,880.024,0,0
5.499999,0.9071278861498714,725.978,879.611,0,0
5.600001,0.9694043783220937,726.755,880.008,0,0
5.7,0.8464407995177379,725.133,879.28,0,0
5.800001,0.8097934644510714,723.839,880.081,0,0
5.899995,0.8312581062366314,724.652,879.512,0,0
6.0,0.7674087371636253,724.757,877.92,0,0
6.1,0.9659436231261004,726.704,879.901,0,0
6.199999,1.5190830773134048,737.389,878.762,0,0
6.299995,1.9467381939075683,745.103,878.573,0,0
6.4000010000000005,2.2895340444410652,750.989,878.796,0,0
6.499998,2.4011894447782356,752.532,879.332,0,0
6.6,2.287877097934669,750.6,879.216,0,0
6.7000020000000005,2.1186055495141476,749.573,876.687,0,0
6.7999979999999995,2.0860901602402495,748.956,876.72,0,0
6.899997,2.3476289675587907,751.769,879.02,0,0
6.9999970000000005,2.597304890420812,756.201,878.993,0,0
7.0999989999999995,2.565687406902109,756.184,878.283,0,0
7.2,2.0583224066325387,749.228,875.673,0,0
7.2999979999999995,2.0831289161162214,749.539,875.818,0,0
7.399997999999999,2.0765734608019404,748.203,877.351,0,0
7.4999970000000005,2.034960469511773,747.174,877.703,0,0
7.5999989999999995,2.131163507219763,748.157,878.603,0,0
7.699998,2.3085776141243004,750.504,879.599,0,0
7.7999979999999995,2.306987094824929,750.23,879.893,0,0
7.899997,2.1364085949002694,747.566,879.417,0,0
7.999996,1.8130534375875227,743.543,877.225,0,0
8.100001,1.6158166844135473,741.147,875.807,0,0
8.199997999999999,1.545202294688953,739.512,876.276,0,0
8.3,1.6424817740544615,740.452,877.255,0,0
8.399999,1.6796147291407162,740.796,877.636,0,0
8.499998,1.5984939945729841,738.114,879.2,0,0
8.599998,1.5663797991862913,738.747,877.652,0,0
8.699997,1.565310813066581,738.939,877.365,0,0
8.799995999999998,1.5859064189435654,739.357,877.279,0,0
8.899999,1.6333672167467055,739.3,878.403,0,0
8.999998999999999,1.6651258500175052,740.033,878.168,0,0
9.099995999999999,1.6614881904647496,739.494,878.753,0,0
9.199997999999999,1.6804271738594827,739.727,878.865,0,0
9.300002000000001,1.7550303862522192,740.791,879.175,0,0
9.399999,1.7836933985616785,742.043,878.21,0,0
9.500001000000001,1.7716918402548405,742.553,877.272,0,0
9.599998,1.7093668714993002,740.973,877.858,0,0
9.699995999999999,1.6950537395865466,741.229,877.191,0,0
9.799998,1.643362351901925,740.442,877.008,0,0
9.899998,1.5685026813240457,738.834,877.347,0,0
10.0,1.5393215721939881,738.446,877.164,0,0
10.1,1.473641358401139,737.437,876.948,0,0
10.199997,1.5300961980189651,737.905,877.607,0,0
10.299998,1.405389120590483,736.481,876.588,0,0
10.399996,1.3571484619102012,735.098,877.241,0,0
10.5,1.3069978756195304,734.244,877.178,0,0
10.599995999999999,1.4747267169157232,734.995,879.986,0,0
10.699999,1.2929941365454642,732.8,878.662,0,0
10.800002000000001,1.2441975546164263,732.095,878.44,0,0
10.899998,1.1340481974712189,730.819,877.561,0,0
10.999996999999999,1.1315173897122466,730.802,877.507,0,0
11.099999,1.11037314416499,730.437,877.476,0,0
11.199997999999999,1.0975102744225131,730.784,876.726,0,0
11.3,1.0780730446252909,730.351,876.82,0,0
11.399996999999999,1.0513983319751075,729.491,877.294,0,0
11.5,1.0951843828917052,731.199,876.09,0,0
11.599997,0.8925784680376198,729.395,873.798,0,0
11.7,0.8353698408607304,727.541,874.848,0,0
11.799998,0.8607653797682023,728.269,874.476,0,0
11.900001,0.7900200280580773,726.756,874.787,0,0
12.0,0.7705588963710949,725.836,875.5,0,0
12.099995999999999,0.8195998428477704,726.447,875.81,0,0
12.199999,1.563390794094141,739.69,875.716,0,0
12.300001,1.8546170724601656,744.42,876.247,0,0
12.399996,1.9551885013573773,745.457,877.177,0,0
12.500001000000001,1.967833971408989,745.474,877.422,0,0
12.599999,1.807571232265042,743.864,875.838,0,0
12.700002,1.7228660907085924,742.069,876.193,0,0
12.799995999999998,1.6888068235664178,741.2,876.512,0,0
12.899999,1.6591082871089793,741.251,875.759,0,0
13.000001000000001,1.6354632192545384,740.804,875.776,0,0
13.099999,1.6369964668593688,740.367,876.348,0,0
13.2,1.5551186882068326,739.365,875.758,0,0
13.299997,1.6369517090558807,740.29,876.408,0,0
13.399996,1.6654799186158433,739.194,878.427,0,0
13.500001000000001,1.6052083618214041,738.619,877.781,0,0
13.599997,1.4986520612412941,737.722,876.501,0,0
13.699999,1.574293934685999,738.417,877.304,0,0
13.800002000000001,1.6685969566207595,740.335,876.972,0,0
13.899996,1.759412994721231,741.218,877.878,0,0
13.999996999999999,1.720296825110356,741.029,877.218,0,0
14.099997,1.6315347095021768,740.041,876.455,0,0
14.200001,1.618671937946701,739.477,876.864,0,0
14.300001,1.6327939356466004,739.635,876.963,0,0
14.399999,1.3495840653081679,735.768,875.478,0,0
14.5,1.2403714083701003,735.081,873.871,0,0
14.600001,1.067805342729078,731.555,874.447,0,0
14.699997,0.9867163843688489,730.795,873.567,0,0
14.799995999999998,1.0398054740652303,731.661,873.644,0,0
14.899996999999999,1.1635375066540892,732.192,875.74,0,0
15.000002,1.1665249261146242,731.828,876.252,0,0
15.100002,1.333807747449204,733.535,877.834,0,0
15.199995999999999,1.3061169218570332,732.437,878.588,0,0
15.299999,1.3335456260643253,732.474,879.141,0,0
15.399996,1.1369877724261854,730.275,877.488,0,0
15.499998999999999,0.7305850684531767,726.92,872.574,0,0
