Time,Events,UV,Fluorescence,TimeStampAdjusted,Fluorescence_Corrected,Fluorescence_Corrected_Z,Time_sec,Speed,DFF,Fluorescence_filt,UV_filt
120.095856,,958.203,862.072,120.095856,-9.923695456253329,-0.6180434266997142,240.191574,0.0,-0.10032425279403213,-8.905717351517756,-0.4558030403410151
120.19584899999998,,958.947,861.238,120.19584899999998,-10.744586058097934,-0.6545419162779827,240.291567,2.904531815,-0.10189197108912165,-9.750930587707357,-0.4262906581565071
120.295847,,957.757,860.256,120.295847,-11.444713595516731,-0.6856710308890135,240.391565,7.05390889,-0.10180139638760143,-10.505452106289946,-1.2111202050735377
120.395837,,955.753,859.24,120.395837,-12.69656669026265,-0.7413310019368442,240.491555,4.239247065,-0.10098111122852874,-11.776174110810365,-1.432690075627546
120.495834,,958.581,857.971,120.495834,-14.455272229934623,-0.8195266782751046,240.591552,1.531470253,-0.1049572232289186,-13.469393042299236,-0.2995150952870462
120.595826,,961.327,856.889,120.595826,-14.755140500249333,-0.8328594401733905,240.691544,1.484645763,-0.10863941197948251,-13.672562890397693,0.9658409167636396
120.695823,,959.55,859.644,120.695823,-12.233586620039649,-0.7207459529303031,240.791541,2.904443799,-0.10411755510395493,-10.941365362986922,2.385534291923918
120.795816,,963.227,864.217,120.795816,-9.035999825961923,-0.5785746477441983,240.891534,8.63817106,-0.10278989272518316,-7.266722645155578,5.519293798674091
120.895808,,969.728,864.488,120.895808,-8.617067370090327,-0.5599480465378144,240.991526,8.985623003,-0.10852527719112978,-6.383611419534918,9.27584294253226
120.995804,,967.905,862.054,120.995804,-11.253877774183286,-0.6771860765961422,241.091522,4.59326637,-0.10936093934838646,-9.034599698094208,10.16141582931312
121.095797,,965.958,858.142,121.095797,-14.09135344627962,-0.8033460984235122,241.191515,1.597444089,-0.11161561889854416,-12.259619828087011,7.429633956347193
121.195784,,962.092,857.512,121.195784,-15.202450805874731,-0.8527477791206686,241.291502,1.44910413,-0.10870062322522175,-13.709195557270071,3.925708096266933
121.29578999999998,,961.181,856.739,121.29578999999998,-15.412196946599575,-0.8620735252238954,241.391508,1.484735747,-0.1086600754696566,-14.152040663832905,1.7490735411241611
121.39578,,957.903,856.576,121.39578,-15.794580934007094,-0.8790751061263065,241.491498,1.577972668,-0.10578002156794582,-14.802107755627048,0.3037423364974635
121.495779,,957.757,855.601,121.495779,-15.546928266306375,-0.8680639576361255,241.591497,1.905922874,-0.10666171064267863,-14.800198031776578,-1.3031878765664802
