Time,Events,UV,Fluorescence,TimeStampAdjusted,Fluorescence_Corrected,Fluorescence_Corrected_Z,Time_sec,Speed,DFF,Fluorescence_filt,UV_filt
379.287534,,1089.908,1089.801,379.287534,21.101217423644968,0.3843201181475347,379.287534,6.532666049646346,-9.817342381189138e-05,13.743178120249292,1.4659238461196284
379.38753,,1091.292,1087.888,379.38753,26.45453128656837,0.521314311350383,379.38753,6.980643828646138,-0.0031192384806266304,19.08760183253316,1.470268150467619
379.487528,,1091.998,1093.737,379.487528,27.84169366277469,0.5568125457965052,379.487528,14.863423809282434,0.001592493759146109,20.39061057886349,2.8386482757568494
379.58753,,1093.714,1090.723,379.58753,24.87338180646536,0.4808518421385503,379.58753,6.396858953293658,-0.0027347185827373385,17.330561190080704,4.228175561069183
379.687527,,1093.926,1081.983,379.687527,17.555267401534927,0.29357734183079,379.687527,2.0119366529628016,-0.01091755749474826,10.077119282260414,4.253854179616974
379.787524,,1092.066,1073.228,379.787524,8.918925433746189,0.0725686861837961,379.787524,7.929738217012904,-0.017249873176163312,1.409166415799984,3.342316825426076
379.887522,,1092.481,1067.769,379.887522,2.277790688044438,-0.0973815389916769,379.887522,1.5646664974153657,-0.02262007302644164,-5.337346229912241,2.647634031182971
379.987519,,1091.186,1062.57,379.987519,-2.426812033498206,-0.2177748637024572,379.987519,6.140032719107245,-0.026224676636247155,-9.933595050426012,2.232766366779156
380.087511,,1091.272,1057.292,380.087511,-7.267493183497535,-0.3416505088966015,380.087511,18.397000839148777,-0.031137974767060844,-14.637542965187883,1.597171487880621
380.187508,,1090.694,1052.461,380.187508,-13.221489156402724,-0.4940164817364094,380.187508,0.910829931840315,-0.035053828113109586,-20.69425252677228,1.305766701577821
380.287511,,1091.106,1045.467,380.287511,-19.04717756302802,-0.6430989946531824,380.287511,3.73073749800772,-0.04182820000989812,-26.693117504203173,2.401143641347069
380.387502,,1093.836,1042.325,380.387502,-22.48345357166063,-0.7310351537275274,380.387502,4.920857532014599,-0.04709206864648811,-30.150235452507467,4.319049321329185
380.4875,,1095.216,1042.428,380.4875,-22.67204712904273,-0.7358613647247483,380.4875,0.0,-0.048198711487048934,-30.293507814757724,5.265569609856183
380.587503,,1093.378,1043.244,380.587503,-21.14240634657093,-0.6967170309063565,380.587503,1.5628173460996233,-0.0458523950545923,-28.811086897587487,4.906584910042404
380.687501,,1094.16,1046.046,380.687501,-19.856620290506616,-0.6638130712484015,380.687501,0.0,-0.04397345909190615,-27.56000870223314,4.7821101488408
380.787496,,1095.326,1045.219,380.787496,-19.00912856019878,-0.6421253001196214,380.787496,0.0,-0.04574619793559175,-26.681747346965224,5.763544457640996
380.887493,,1095.916,1045.556,380.887493,-18.24633600682708,-0.6226050266766534,380.887493,0.0,-0.04595242701082921,-26.052419859464507,6.93167702103384
380.987492,,1096.668,1047.784,380.987492,-18.94824047002009,-0.6405671410048603,380.987492,0.0,-0.04457502179328638,-26.900036923508267,7.296273903687869
381.087485,,1096.362,1041.418,381.087485,-22.52440957670936,-0.7320832400180253,381.087485,0.0,-0.05011483433391543,-30.254366537823824,7.095263934270518
381.187486,,1095.674,1035.894,381.187486,-28.065107428138443,-0.8738726906972303,381.187486,0.3121507813132732,-0.054560024240786924,-35.61646432189405,6.953357203245594
381.287481,,1096.902,1031.851,381.287481,-34.11637244187825,-1.0287278308292909,381.287481,0.3036375781865378,-0.05930429518771953,-42.069570692023326,6.876425819542105
381.387478,,1095.088,1024.948,381.387478,-39.87666790674911,-1.1761369030463034,381.387478,0.2862868594334158,-0.06404964715164432,-48.17210125390369,6.677929414823992
381.487477,,1096.423,1020.192,381.487477,-44.30782677768512,-1.2895326519266093,381.487477,3.642092799945215,-0.06952699824793898,-52.12824362350896,6.602624001301804
381.58747,,1095.302,1014.008,381.58747,-48.90171077513732,-1.4070926246861295,381.58747,4.107148305500518,-0.07422062590956638,-56.21465153153624,6.783868902963741
381.687469,,1096.201,1008.847,381.687469,-57.98392331104472,-1.6395113489964537,381.687469,43.6270597596536,-0.07968794044157963,-65.68079061703014,6.630833351183815
381.787465,,1094.993,1002.31,381.787465,-66.79404358080741,-1.8649670852527065,381.787465,4.1070238502397975,-0.08464255022634848,-75.02570595961217,5.445501120767908
381.887465,,1091.093,1001.078,381.887465,-56.20479555173809,-1.5939825086870785,381.887465,12.78274023129278,-0.08249984190165283,-64.37004850717753,3.285097649173937
381.98746,,1091.594,1049.602,381.98746,-16.041460237076315,-0.566181064823506,381.98746,12.651825748059526,-0.03846851485075949,-23.90244648763421,1.0054779911876222
382.087462,,1088.63,1103.75,382.087462,34.105570159880685,0.7171085286243659,382.087462,5.973136782579241,0.013889016470242313,26.616585551009173,-0.0810448055259401
382.187453,,1089.047,1130.41,382.187453,65.95197330772434,1.5320751861685236,382.187453,1.6489346239104894,0.03798091358775155,58.65158641854941,0.9523382087720694
382.287456,,1094.027,1136.455,382.287456,74.17507833974071,1.7425088854301207,382.287456,7.910921188773541,0.038781492595703654,66.344322512538,3.3878590147962675
382.38745,,1093.263,1136.257,382.38745,71.23675269226302,1.667315545052424,382.38745,4.345744691703443,0.039326310320572586,62.83551198782425,5.149581540446616
382.487449,,1094.01,1130.84,382.487449,64.25442959141981,1.4886341255850313,382.487449,6.610160664361519,0.03366514017239324,56.16163910155585,4.965819154432269
382.587444,,1093.657,1116.357,382.587444,52.150186854172375,1.1788800161528763,382.587444,1.5326189591992143,0.02075605057161436,44.525304119100895,3.590979173296914
382.687445,,1090.138,1100.961,382.687445,36.22289533863082,0.7712920235656752,382.687445,1.4879038623657774,0.00992810084594803,28.43647678953769,2.572861644443979
382.787441,,1092.515,1086.856,382.787441,21.8835140783968,0.4043395120794439,382.787441,6.354512496208747,-0.0051797915818090415,13.880926509385786,2.4208866371391715
382.887436,,1091.524,1078.042,382.887436,13.19151791858097,0.1819066355983396,382.887436,2.990452270452299,-0.012351537849831952,5.266418740007277,2.4925514199458285
382.987434,,1090.588,1076.515,382.987434,11.51958857517442,0.1391210606522316,382.987434,3.177355537356343,-0.012904048091488138,3.574291859147146,2.212235053930931
383.087432,,1091.079,1085.159,383.087432,18.356719913686,0.3140869445000746,383.087432,1.6488846577116067,-0.005425821594953111,10.356719874318518,1.5062171843880705
