Item1,Item2,Item3,Item4,Item5
59318.242623999999,True,508.362579,237.690063,False
59318.736447999996,True,508.362579,237.690063,False
59318.736447999996,True,508.362579,NaN,False
59318.736447999996,True,NaN,NaN,False
59318.736447999996,False,NaN,NaN,False
59319.251583999998,False,NaN,NaN,False
59319.251583999998,False,NaN,NaN,False
59319.251583999998,False,NaN,NaN,False
59319.251583999998,False,NaN,NaN,False
59319.743616,False,NaN,NaN,False
59319.743616,False,NaN,NaN,False
59319.743616,False,NaN,NaN,False
59319.743616,False,NaN,NaN,False
59320.239296,False,NaN,NaN,False
59320.239296,False,NaN,NaN,False
59320.239296,False,NaN,NaN,False
59320.239296,False,NaN,NaN,False
59320.736473599994,False,NaN,NaN,False
59320.736473599994,False,NaN,NaN,False
59320.736473599994,False,NaN,NaN,False
59320.736473599994,False,NaN,NaN,False
59321.248588799994,False,NaN,NaN,False
59321.248588799994,False,NaN,NaN,False
59321.248588799994,False,NaN,NaN,False
59321.248588799994,False,NaN,NaN,False
59322.012710399998,False,NaN,NaN,False
59322.012710399998,False,NaN,NaN,False
59322.012710399998,False,NaN,NaN,False
59322.012710399998,False,NaN,NaN,False
59322.240563200001,False,NaN,NaN,False
59322.240563200001,False,NaN,NaN,False
59322.240563200001,False,NaN,NaN,False
59322.240563200001,False,NaN,NaN,False
59322.736511999996,False,NaN,NaN,False
59322.736511999996,False,NaN,NaN,False
59322.736511999996,False,NaN,NaN,False
59322.736511999996,False,NaN,NaN,False
59323.2483584,False,NaN,NaN,False
59323.2483584,False,NaN,NaN,False
59323.2483584,False,NaN,NaN,False
59323.2483584,False,NaN,NaN,False
59323.743859199996,False,NaN,NaN,False
59323.743859199996,False,NaN,NaN,False
59323.743859199996,False,NaN,NaN,False
59323.743859199996,False,NaN,NaN,False
59324.240166399999,False,NaN,NaN,False
59324.240166399999,False,NaN,NaN,False
59324.240166399999,False,NaN,NaN,False
59324.240166399999,False,NaN,NaN,False
59324.735833599996,False,NaN,NaN,False
59324.735833599996,False,NaN,NaN,False
59324.735833599996,False,NaN,NaN,False
59324.735833599996,False,NaN,NaN,False
59325.247820799996,False,NaN,NaN,False
59325.247820799996,False,NaN,NaN,False
59325.247820799996,False,NaN,NaN,False
59325.247820799996,False,NaN,NaN,False
59325.744614399999,False,NaN,NaN,False
59325.744614399999,False,NaN,NaN,False
59325.744614399999,False,NaN,NaN,False
59325.744614399999,False,NaN,NaN,False
59326.239692799994,False,NaN,NaN,False
59326.239692799994,False,NaN,NaN,False
59326.239692799994,False,NaN,NaN,False
59326.239692799994,False,NaN,NaN,False
59326.736524799999,False,NaN,NaN,False
59326.736524799999,False,NaN,NaN,False
59326.736524799999,False,NaN,NaN,False
59326.736524799999,False,NaN,NaN,False
59327.248255999999,False,NaN,NaN,False
59327.248255999999,False,NaN,NaN,False
59327.248255999999,False,NaN,NaN,False
59327.248255999999,False,NaN,NaN,False
59327.7450752,False,NaN,NaN,False
59327.7450752,False,NaN,NaN,False
59327.7450752,False,NaN,NaN,False
59327.7450752,False,NaN,NaN,False
59328.239692799994,False,NaN,NaN,False
59328.239692799994,False,NaN,NaN,False
59328.239692799994,False,NaN,NaN,False
59328.239692799994,False,NaN,NaN,False
59328.752179199997,False,NaN,NaN,False
59328.752179199997,False,NaN,NaN,False
59328.752179199997,False,NaN,NaN,False
59328.752179199997,False,NaN,NaN,False
59329.249919999995,False,NaN,NaN,False
59329.249919999995,False,NaN,NaN,False
59329.249919999995,False,NaN,NaN,False
59329.249919999995,False,NaN,NaN,False
