Time,Position
0,662;646
32.755,661;645
66.05,663;645
99.938,664;645
132.417,664;645
166.736,664;645
199.986,665;645
233.227,664;645
266.626,664;645
299.893,664;645
333.287,664;644
366.847,664;645
399.316,664;644
433.019,664;644
466.588,664;644
499.484,664;644
532.694,664;645
566.963,664;645
600.291,664;645
632.616,664;645
666.096,664;645
699.895,663;646
733.743,661;647
766.606,661;647
799.495,663;647
833.382,664;648
866.773,664;648
900.292,665;648
932.71,665;649
967.233,665;651
1000.117,666;652
1034.004,667;656
1070.517,667;655
1100.417,666;652
1134.442,666;656
1169.15,666;656
1200.12,666;655
1232.772,666;655
1267.097,666;656
1299.545,666;654
1333.51,667;654
1366.921,667;655
1399.81,666;655
1433.705,666;656
1467.184,666;658
1500.074,666;659
1533.571,667;659
1569.612,667;662
1600.507,669;664
1633.407,672;666
1666.83,675;669
1699.712,677;674
1733.599,679;677
1766.998,682;681
1800.038,684;684
1833.925,681;685
1866.355,683;686
1900.242,685;688
1934.138,688;689
1966.622,691;689
2000.431,694;690
2033.179,697;691
2068.599,701;692
2101.517,704;695
2133.409,707;696
2170.09,710;696
2199.988,712;696
2233.874,714;696
2267.297,714;695
2300.177,715;695
2333.068,716;695
2366.491,718;694
2400.368,720;694
2433.267,734;694
2467.668,734;694
2500.557,722;694
2533.447,722;694
2568.872,722;694
2600.765,721;694
2633.097,721;693
2666.872,723;693
2699.76,724;692
2733.647,727;691
2767.063,729;689
2800.95,732;687
2833.838,735;690
2868.269,738;690
2900.44,739;689
2933.329,739;686
2967.729,739;687
3000.669,739;690
3034.505,739;690
3069.922,739;688
3100.814,739;689
3133.705,739;689
3168.124,741;689
3201.011,740;688
3233.904,740;688
3268.315,740;688
3301.204,739;688
3333.227,739;688
3367.652,739;688
3400.542,739;688
3433.432,740;687
3467.868,739;688
3500.749,740;688
3534.644,740;689
3568.249,740;689
3600.134,741;689
3633.299,743;689
3669.344,745;686
3700.24,747;685
3733.13,748;682
3767.64,750;677
3800.529,751;674
3833.645,753;672
3866.627,754;666
3900.577,754;665
3933.467,755;662
3967.053,755;665
4000.079,755;664
4033.421,756;665
4069.49,756;664
4100.387,756;664
4133.277,756;664
4170.344,756;663
4201.238,756;665
4235.127,756;666
4270.072,756;656
4300.968,756;655
4334.856,756;655
4369.292,756;653
4400.188,756;657
4434.075,756;657
4469.513,756;655
4500.407,756;649
4533.808,756;649
4568.608,756;649
4601.944,756;649
4634.843,756;649
4668.812,756;649
4700.702,756;648
4734.597,756;649
4770.031,756;649
4800.923,756;649
4833.818,756;649
4868.243,756;648
4900.128,756;649
4934.023,756;649
4967.443,756;649
5000.837,756;649
5033.934,756;648
5068.375,756;649
5101.259,756;648
5134.156,756;663
5170.26,756;663
5200.151,756;663
5234.047,756;663
5268.972,756;663
5301.855,756;663
5333.746,756;663
5368.387,756;664
5401.201,756;663
5434.091,756;663
5469.529,756;663
5500.424,756;663
5534.311,756;663
5566.764,756;663
5600.615,756;661
5634.124,756;663
5667.763,756;661
5700.677,756;663
5734.493,756;663
5767.922,756;663
5800.812,756;663
5833.702,756;662
5867.101,756;661
5900.988,756;663
5933.878,756;663
5967.635,756;663
6000.036,756;662
6034.048,756;663
6068.644,756;662
6101.278,756;663
6133.948,756;663
6168.916,756;663
6200.808,756;663
6234.747,756;661
