Time,Position
0,706;495
32.596,706;494
65.688,706;495
99.289,706;495
133.103,706;494
165.931,706;495
198.838,706;495
232.722,705;493
266.607,702;491
298.897,703;485
332.763,702;485
365.805,699;482
399.735,697;481
433.092,696;481
465.99,695;480
498.874,695;481
532.267,695;481
566.154,695;483
599.046,696;486
632.443,696;492
666.33,697;498
699.063,698;505
732.663,696;513
765.857,695;526
798.749,693;531
832.166,693;536
866.053,692;539
898.954,692;542
932.369,691;546
966.256,691;551
999.149,691;553
1032.883,691;555
1066.035,690;558
1098.967,689;559
1132.539,689;560
1165.429,688;564
1199.317,686;567
1233.713,684;572
1266.315,684;576
1299.676,686;579
1333.085,687;577
1368.965,687;576
1399.039,687;574
1434.372,689;571
1467.255,688;571
1499.164,688;568
1534.574,689;568
1567.463,689;567
1599.366,689;564
1632.83,690;562
1668.71,690;560
1699.164,690;559
1735.208,690;559
1767.094,690;558
1799.994,687;558
1835.403,685;559
1866.35,682;561
1900.237,675;562
1933.958,673;563
1966.84,676;564
1999.756,677;564
2035.792,673;564
2066.683,673;563
2099.587,673;563
2133.995,673;563
2167.882,673;563
2199.798,673;563
2235.215,673;563
2268.097,673;564
2299.02,673;564
2335.579,673;564
2367.465,675;564
2399.373,682;564
2433.776,686;562
2467.655,688;557
2499.685,690;553
2536.22,692;550
2567.256,692;550
2599.551,690;550
2633.938,689;550
2665.83,689;548
2699.733,687;548
2733.152,686;547
2767.031,686;547
2799.945,686;547
2836.347,687;548
2867.266,687;548
2899.184,698;546
2932.598,687;548
2966.485,693;546
2999.542,687;548
3033.034,689;548
3066.921,694;546
3099.812,699;545
3133.209,701;545
3166.754,700;545
3199.356,700;545
3233.073,698;545
3267.103,697;546
3300.042,697;546
3333.451,695;549
3368.335,693;549
3399.681,691;550
3434.791,690;551
3466.605,689;553
3499.64,691;554
3536.67,691;555
3566.566,691;555
3599.47,691;555
3634.886,690;555
3667.859,690;555
3699.807,690;555
3733.144,690;555
3767.024,690;555
3799.914,690;555
3834.421,690;555
3866.339,690;555
3899.203,689;555
3934.458,689;555
3967.121,690;555
4000.27,690;555
4033.904,689;555
4068.71,691;555
4099.604,691;556
4133.207,691;556
4168.082,690;556
4199.975,689;556
4233.383,689;555
4266.265,688;554
4301.204,688;555
4334.624,687;555
4367.691,687;555
4399.594,687;555
4434.005,687;555
4467.885,687;556
4499.777,687;555
4536.194,687;556
4567.09,687;556
4600.986,687;554
4635.495,686;555
4667.306,686;556
4700.196,686;554
4733.621,686;556
4767.5,686;554
4800.556,686;556
4836.026,686;556
4866.193,686;556
4899.294,686;555
4933.283,686;556
4966.855,686;556
5000.289,686;555
5033.313,686;556
5066.498,686;556
5100.385,685;556
5132.834,685;556
5166.729,685;557
5199.619,683;558
5236.681,683;556
5267.569,682;558
5300.458,681;558
5336.881,682;558
5367.285,685;558
5400.175,684;559
5434.234,683;560
5467.124,683;560
5501.02,684;560
5535.356,686;559
5566.251,687;558
5601.219,688;557
5635.181,687;557
5667.07,688;555
5699.965,689;554
5733.754,692;554
