Time,Position
0,659;633
47.025,655;625
93,652;621
141.008,653;617
185,657;616
234.008,658;615
280.008,663;607
322.088,668;602
370.008,673;598
415,669;590
462.008,664;588
507.388,661;581
553.397,660;573
601.389,659;568
645.397,656;560
693.388,655;560
737.396,654;559
784.534,650;556
828.699,645;552
877.825,641;541
920.752,643;540
968.854,644;540
1013.845,648;541
1058.853,649;541
1105.845,647;539
1151.845,646;538
1198.845,645;534
1243.853,647;526
1310.845,647;520
1355.784,653;515
1402.707,650;509
1448.707,647;510
1494.716,649;512
1540.716,656;525
1586.708,659;527
1631.894,660;529
1678.895,662;529
1723.894,662;529
1772.204,661;528
1817.69,661;528
1861.689,661;527
1908.785,658;524
1954.432,658;524
2000.677,658;524
2046.687,656;527
2092.685,657;528
2138.758,660;533
2185.808,658;533
2230.807,657;534
2276.807,656;535
2323.807,654;534
2368.807,655;533
2415.808,654;530
2460.897,655;528
2506.889,654;526
2552.902,651;526
2599.888,651;525
2645.897,644;525
2692.889,636;524
2737.026,632;522
2785.991,623;517
2828.991,621;515
2876.999,616;515
2921.08,619;516
2967.996,621;515
3013.167,627;514
3058.998,632;516
3105.177,637;514
3151.667,638;513
3198.079,637;512
3244.469,637;513
3310.461,635;516
3356.461,631;517
3402.461,621;520
3447.87,615;523
3493.869,612;523
3540.037,605;522
3586.385,600;521
3632.452,596;521
3678.148,585;522
3724.408,581;522
3771.341,578;524
3817.333,568;526
3863.339,564;526
3908.331,555;526
3955.34,548;525
4001.333,542;523
4046.34,527;523
4096.332,521;522
4138.487,503;523
4184.496,492;520
4231.508,485;518
4277.487,471;517
4323.487,467;516
4369.486,462;515
4415.486,448;513
4460.495,441;511
4506.486,423;513
4552.487,419;515
4600.486,417;518
4644.498,412;524
4693.49,409;524
4737.495,409;522
4785.488,409;519
4828.486,406;515
4875.486,395;506
4921.486,390;503
4967.486,387;492
5014.175,382;466
5058.758,378;451
5105.493,367;422
5151.51,362;413
5198.898,358;406
5242.905,351;384
5292.898,347;373
5356.897,346;364
5403.227,339;347
5449.228,338;328
5495.396,341;321
5541.034,345;312
5586.345,345;311
5632.345,346;312
5679.483,351;307
5723.469,353;302
5771.478,355;293
5817.47,349;277
5863.479,347;272
5908.476,342;260
5953.478,341;252
6000.472,339;243
6046.478,337;222
6095.47,337;210
6138.471,341;186
6185.472,343;176
6231.481,343;167
6277.605,346;154
6322.797,354;147
6368.708,355;142
6414.958,349;137
6460.966,348;136
6506.958,349;135
6552.7,348;136
6598.481,349;136
6644.489,350;136
6690.48,350;136
6736.488,351;136
6783.49,350;137
6829.553,350;137
6876.664,349;136
6921.656,350;137
6967.665,350;137
7012.656,349;137
7058.656,350;137
7106.655,350;137
7151.736,350;137
7198.657,349;137
7245.66,350;137
7290.664,349;136
7355.657,342;134
7402.656,341;133
7448.656,341;133
7494.656,342;132
7539.664,341;130
7588.851,340;129
7632.726,339;128
7679.003,337;122
7724.003,337;121
7770.003,340;121
7817.095,343;122
7862.011,344;122
7909.002,342;122
7954.011,340;122
8001.003,339;122
8046.011,338;123
8092.21,339;123
8138.667,339;123
8184.69,339;123
8230.63,339;123
8278.63,338;124
8322.629,338;123
8369.638,338;124
8415.755,338;123
8460.763,337;124
8506.753,337;123
8552.754,337;123
8599.881,338;124
8645.18,339;124
8691.178,338;124
8737.187,341;124
8784.188,340;124
8829.178,341;125
8875.187,340;125
8921.178,340;126
8968.178,339;126
9013.178,342;125
9059.178,345;124
9105.178,353;124
9151.186,352;123
9199.361,354;123
9243.356,360;124
9292.439,360;124
9335.437,360;124
9403.438,364;124
9447.446,366;123
9495.438,370;123
9539.519,371;124
9589.568,370;132
9631.772,371;134
9679.759,378;121
9723.767,383;116
9770.759,388;112
9815.758,404;102
9863.759,411;99
9908.758,431;92
9953.514,433;90
10000.781,435;87
10045.785,438;88
10091.776,439;87
10138.062,440;86
10184.986,442;85
10229.985,441;85
10277.978,447;87
10321.977,450;92
10369.071,452;96
10416.074,459;102
10460.08,464;103
10506.071,473;106
10552.071,478;109
10600.072,481;110
10644.079,488;113
10694.22,490;115
10736.219,491;117
10786.227,491;118
10829.219,490;118
10875.227,489;119
10920.218,490;124
10967.299,495;129
11012.831,503;137
11058.661,508;141
11105.159,517;145
11150.394,533;151
11198.398,532;166
11242.403,530;183
11292.402,530;190
11336.393,530;197
11401.975,533;221
11447.556,537;228
11492.703,543;234
11539.202,547;245
11586.202,549;257
11632.201,554;269
11677.201,564;294
11723.386,569;307
11769.263,576;316
11815.262,588;337
11862.801,588;358
11908.902,587;392
11953.902,592;404
11999.902,596;418
12046.921,604;456
12092.921,609;475
12137.134,612;495
12186.143,619;536
12230.134,614;565
12278.139,608;618
12322.642,609;640
12368.706,615;661
12414.236,629;704
12459.993,631;728
12505.751,628;765
12554.751,627;787
12598.751,622;806
12643.759,610;825
12692.759,606;829
12735.997,604;828
12786.006,600;830
12828.998,601;832
12874.006,598;833
12919.998,592;833
12967.438,592;832
13012.519,588;833
13059.533,585;834
13106.533,592;833
13151.172,592;833
13196.6,593;833
13242.712,592;833
13291.106,592;833
13335.188,592;833
13402.36,591;833
13448.27,592;833
13494.371,591;834
13539.333,592;834
13585.667,592;833
13631.339,592;834
13677.024,593;834
13723.782,593;834
13769.725,593;835
13815.976,595;836
13861.049,596;835
13906.976,592;833
13954.984,587;833
14000.977,587;832
14045.218,583;834
14094.423,579;831
14137.642,577;831
14185.644,570;830
14230.642,564;831
14275.643,556;831
14321.642,547;832
14368.369,549;834
14414.369,548;835
14460.377,550;834
14506.369,553;834
14552.381,555;835
14599.122,554;835
14644.04,550;834
14691.568,551;834
14736.56,552;832
14784.568,552;832
14828.56,549;832
14875.651,540;831
14919.769,544;831
14966.77,543;832
15012.578,546;830
15058.299,548;830
15104.928,548;830
15150.927,548;831
15195.927,548;831
15242.927,549;831
15289.044,549;832
15335.054,548;832
