time,zscore,fluorescence,isobestic,ToneStart,PelletGrab
0.0,12.108703919041076,312.917,350.881,0,0
0.100005,11.549668710192966,311.13,347.615,0,0
0.200006,10.323624248670708,308.677,344.949,0,0
0.300005,10.109810074010479,307.715,342.838,0,0
0.400002,10.66912630837928,307.804,340.883,0,0
0.5,10.08260516345947,306.788,340.078,0,0
0.600005,9.448970799480067,305.636,339.044,0,0
0.700003,8.994637402502677,304.826,338.346,0,0
0.800004,8.480351398755436,303.867,337.43,0,0
0.900003,8.80602580249834,304.012,336.568,0,0
1.000001,9.56620765590317,304.852,336.112,0,0
1.100002,12.612713133196651,308.661,335.693,0,0
1.2000009999999999,13.829268731048186,310.142,335.392,0,0
1.3,14.448559433858826,310.824,335.01,0,0
1.4,14.369142579307994,310.721,334.99,0,0
1.500004,14.100267765911804,310.312,334.784,0,0
1.600006,12.671326599323821,308.521,334.939,0,0
1.7000009999999999,12.59374620301991,308.44,334.979,0,0
1.8000019999999999,13.60483158128572,309.627,334.592,0,0
1.9000039999999998,14.700395965991351,311.055,334.607,0,0
2.000004,14.806073332265628,311.209,334.641,0,0
2.100005,15.198025923729807,311.766,334.775,0,0
2.200002,16.859874623563645,313.75,334.252,0,0
2.3,16.0929053498271,312.856,334.532,0,0
2.400006,14.697758043464265,311.183,334.914,0,0
2.500002,14.051042872429194,310.18,334.387,0,0
2.600003,13.666600626775551,309.664,334.311,0,0
2.700002,13.23841980094384,309.214,334.609,0,0
2.8,12.85673499340897,308.792,334.809,0,0
2.900006,12.38996142080449,308.237,334.939,0,0
3.000006,11.989123519989333,307.763,335.056,0,0
3.100006,12.450097309294044,308.417,335.214,0,0
3.200004,13.318988578609853,309.513,335.111,0,0
3.300005,17.091868862593923,314.386,335.073,0,0
3.400001,19.689499264132532,317.585,334.565,0,0
3.500003,20.681629779057342,318.939,334.763,0,0
3.6,19.872682267490394,317.944,334.901,0,0
3.700003,18.666903440705376,316.383,334.878,0,0
3.8000010000000004,17.71751267869337,315.148,334.838,0,0
3.900004,16.44590257714,313.453,334.666,0,0
4.000005,15.075952696442986,311.776,334.937,0,0
4.100004,13.776954834876092,310.176,335.163,0,0
4.2000020000000005,13.755241941553024,310.104,335.011,0,0
4.300002999999999,12.557356731368722,308.463,334.713,0,0
4.4000010000000005,10.848745402012337,306.189,334.499,0,0
4.5,9.61120420575439,304.635,334.623,0,0
4.6000060000000005,8.707124367329557,303.527,334.792,0,0
4.700001,8.09030551405491,302.859,335.17,0,0
4.800006000000001,8.08754030890983,302.915,335.334,0,0
4.9000010000000005,8.111336868123457,303.084,335.738,0,0
5.0,8.488734964979713,303.532,335.598,0,0
5.1,8.742025031181868,303.691,335.066,0,0
5.2000020000000005,9.339225434792937,304.418,334.91,0,0
5.3,10.00572984365508,305.173,334.566,0,0
5.400002000000001,9.410234270695948,304.248,334.076,0,0
5.500001,8.652656037776001,303.272,334.07,0,0
5.600005,8.546138348671416,303.138,334.064,0,0
