Time,Events,CH1-410,CH1-470
0,,1220.314,1021.704
100,,1212.325,1006.4
199.994,,1196.771,998.701
299.995,,1190.673,987.033
399.996,,1184.063,978.506
500,,1174.167,970.284
599.996,,1164.516,967.694
699.994,,1160.835,971.32
799.995,,1160.072,971.123
899.998,,1159.077,978.069
999.997,,1168.623,980.774
1099.994,,1167.602,985.392
1199.995,,1160.996,987.603
1300,,1154.146,985.571
1399.997,,1154.056,988.985
1499.999,,1159.328,982.951
1599.995,,1156.914,983.37
1699.993,,1153.207,978.764
1799.999,,1166.462,985.441
1899.998,,1163.091,986.414
1999.999,,1167.503,987.561
2099.999,,1165.094,984.627
2199.997,,1164.645,981.866
2299.996,,1162.183,982.449
2399.995,,1159.967,980.61
2499.999,,1157.843,980.583
2600,,1157.43,980.92
2699.999,,1155.938,978.598
2799.994,,1157.874,983.202
2899.999,,1155.511,981.468
2999.998,,1155.185,980.242
3099.994,,1154.929,987.285
3200,,1152.929,979.356
3299.999,,1152.554,969.363
3399.995,,1150.142,965.979
3499.998,,1151.971,960.559
3600,,1160.467,961.502
3699.995,,1154.692,961.184
3799.995,,1153.005,962.991
3900,,1154.245,962.371
3999.997,,1153.08,963.564
4099.994,,1153.617,962.067
4200,,1153.707,964.812
4299.996,,1154.978,966.191
4399.995,,1154.783,968.7
4499.993,,1154.607,973.305
4599.999,,1153.382,974.405
4699.996,,1152.428,972.602
4799.995,,1150.866,967.03
4899.994,,1154.113,964.858
5000,,1152.607,954.936
5099.996,,1151.517,953.849
5199.997,,1159.49,956.718
5300,,1159.831,957.096
5399.996,,1154.203,952.696
5500,,1152.308,956.492
5599.999,,1151.826,961.704
5699.998,,1152.901,963.956
5799.993,,1159.145,960.286
5899.994,,1156.368,956.527
5999.997,,1150.721,953.299
6099.999,,1157.93,955.391
6199.995,,1149.62,944.777
6299.998,,1139.081,943.185
6399.997,,1148.556,946.904
6499.997,,1154.905,948.095
6600,,1154.105,957.689
6699.999,,1156.345,960.092
6799.997,,1156.483,960.083
6899.997,,1157.191,959.56
6999.998,,1154.347,968.251
7100,,1154.601,972.441
7199.994,,1152.868,968.165
7299.997,,1150.063,960.744
7399.997,,1140.534,960.414
7500,,1138.369,957.16
7599.998,,1142.886,954.681
7700,,1153.882,963.593
7799.999,,1155.378,959.933
7899.995,,1146.572,953.718
7999.993,,1145.241,953.716
8099.997,,1145.647,953.49
8199.995,,1143.665,945.567
8299.996,,1143.889,956.27
8399.998,,1151.364,960.741
8499.997,,1141.641,953.338
8599.998,,1142.819,955.365
8699.999,,1151.738,960.12
8799.994,,1144.813,964.767
8899.998,,1146.857,966.097
8999.994,,1153.537,973.104
9099.995,,1154.202,969.658
9199.999,,1157.923,968.439
9300,,1158.951,966.475
9399.994,,1153.26,964.409
9499.999,,1142.067,959.585
9599.994,,1136.093,963.807
9699.999,,1143.634,966.64
9800,,1150.778,985.07
9899.997,,1139.45,1012.064
9999.998,,1141.593,1019.441
10099.993,,1142.784,1024.584
10199.994,,1145.252,1019.249
10299.996,,1145.181,1008.129
10400,,1146.627,997.031
10499.994,,1146.538,993.625
10600,,1154.039,995.029
10699.997,,1151.068,997.135
10799.998,,1146.39,992.962
10899.994,,1147.216,986.903
10999.995,,1145.932,993.138
11099.996,,1140.495,986.443
11199.997,,1135.32,976.282
11299.994,,1140.883,973.866
11399.995,,1138.976,963.833
11499.998,,1142.518,960.347
11599.998,,1142.351,958.746
11699.994,,1143.679,960.272
11800,,1143.014,967.239
11899.998,,1157.466,962.333
11999.999,,1153.245,964.273
12100,,1162.371,973.155
12199.995,,1152.37,966.763
12299.997,,1144.832,964.956
12399.995,,1148.925,962
12500,,1147.92,955.26
12600,,1149.043,955.28
12699.996,,1147.439,955.161
12799.998,,1146.08,958.766
12899.999,,1145.227,963.45
12999.995,,1146.945,970.079
13099.993,,1136.133,963.904
13199.995,,1132.248,958.918
