Time,Events,UV,Fluorescence,TimeStampAdjusted,Fluorescence_Corrected,Fluorescence_Corrected_Z,Time_sec,Speed,DFF,Fluorescence_filt,UV_filt,DFF_raw
0.0,,1792.43,1240.269,0.0,8.334158787,0.74586441,0.0,0.0,-0.3080516393945649,22.1901955,44.72791339,-0.308051639
0.099999,,1781.469,1234.72,0.099999,3.508306471,0.491917335,0.099999,7.761937829,-0.30690907335463036,16.15730821,34.89998319,-0.306909073
0.2,,1774.534,1229.123,0.2,0.343520661,0.325379271,0.2,7.329377342,-0.3073544941939687,12.20749971,26.71736873,-0.307354494
0.299997,,1766.935,1227.512,0.299997,-1.365002432,0.235472988,0.299997,1.584536963,-0.305287404460266,9.917953191,20.37578693,-0.305287404
0.399997,,1761.413,1224.912,0.399997,-3.595215623,0.118114213,0.399997,4.519335752,-0.30458557987252277,7.085149726,15.22730997,-0.30458558
0.499998,,1757.304,1220.343,0.499998,-7.07214942,-0.064849772,0.499998,1.700337891,-0.30555953893008836,3.094912616,10.82271697,-0.305559539
0.599997,,1751.964,1216.004,0.599997,-9.852156823,-0.211139941,0.599997,4.942727789,-0.30591952802683164,-0.109675291,6.802741224,-0.305919528
0.7,,1748.881,1215.76,0.7,-10.69572613,-0.255530432,0.7,0.0,-0.3048354919517109,-1.371116583,2.814633361,-0.304835492
0.799997,,1744.068,1214.741,0.799997,-11.44572647,-0.294997117,0.799997,1.679334935,-0.3035013543049927,-2.444479424,-0.90153293,-0.303501354
0.899998,,1740.654,1210.381,0.899998,-14.16622391,-0.43815574,0.899998,0.317299603,-0.304640095044736,-5.389190934,-3.780813285,-0.304640095
0.999999,,1738.409,1206.385,0.999999,-18.31123277,-0.656275319,0.999999,3.401443652,-0.30604075335551073,-9.825502575,-6.161415751,-0.306040753
1.099997,,1735.573,1202.367,1.099997,-22.00903195,-0.850861731,1.099997,4.941492455,-0.307221880036161,-13.90060813,-9.039569364,-0.30722188
1.199998,,1731.303,1199.536,1.199998,-24.16652574,-0.96439385,1.199998,6.389054782,-0.3071484309794415,-16.3591816,-12.27887633,-0.307148431
1.3,,1728.183,1198.219,1.3,-24.83972417,-0.999819048,1.3,7.988496565,-0.3066596535204894,-17.16387032,-14.563467,-0.306659654
1.399995,,1729.013,1198.068,1.399995,-25.07039453,-1.011957434,1.399995,7.989949283,-0.30707981952709434,-17.41961197,-15.39111361,-0.30707982
1.5,,1726.456,1196.751,1.5,-26.31634028,-1.07752187,1.5,4.12919724,-0.3068163914979588,-18.70005938,-15.66709734,-0.306816391
1.599997,,1725.995,1193.777,1.599997,-28.92087298,-1.214578169,1.599997,1.597699313,-0.3083543115710068,-21.38633962,-16.30616575,-0.308354312
1.699999,,1725.593,1190.592,1.699999,-31.54163873,-1.352488688,1.699999,0.316006886,-0.3100389257490034,-24.06619184,-17.31275046,-0.310038926
1.799997,,1723.274,1189.175,1.799997,-32.97131807,-1.427721593,1.799997,11.18500623,-0.3099327210878827,-25.47290263,-18.10312148,-0.309932721
1.9,,1723.124,1188.56,1.9,-33.64891998,-1.463378512,1.9,3.310530932,-0.31022955979952693,-26.11712019,-18.35208897,-0.31022956
2.0,,1722.714,1187.74,2.0,-34.18341788,-1.491504979,2.0,33.5405054,-0.31054138992310965,-26.70327866,-18.59962129,-0.31054139
2.099995,,1721.665,1188.329,2.099995,-33.45974098,-1.453423492,2.099995,6.42222937,-0.3097791963012549,-26.08945758,-19.63474662,-0.309779196
2.199997,,1718.483,1189.718,2.199997,-30.32531845,-1.288483212,2.199997,1.581367143,-0.3076928896008863,-23.06114911,-21.29075199,-0.30769289
2.299995,,1718.166,1195.38,2.299995,-26.64724128,-1.094934615,2.299995,5.111970047,-0.30426978534088084,-19.43193149,-22.58267307,-0.304269785
2.399994,,1716.974,1195.159,2.399994,-25.82156522,-1.051485706,2.399994,33.665404,-0.30391549318743316,-18.56339874,-22.91493416,-0.303915493
2.499994,,1716.746,1191.868,2.499994,-28.2171266,-1.17754547,2.499994,1.597215308,-0.3057400454114937,-20.92878637,-22.62609748,-0.305740045
2.6,,1716.526,1189.315,2.6,-31.05892169,-1.327087045,2.6,9.32674285,-0.3071383713383893,-23.82503234,-22.62391209,-0.307138371
2.699998,,1715.794,1188.206,2.699998,-32.54835183,-1.405464169,2.699998,1.59774773,-0.30748912748266993,-25.34627015,-23.54856427,-0.307489127
2.799999,,1713.36,1186.376,2.799999,-33.36741697,-1.448565198,2.799999,9.792943235,-0.30757342298174345,-26.16079089,-24.94205984,-0.307573423
2.9,,1712.483,1185.027,2.9,-34.53600938,-1.510059128,2.9,31.01478003,-0.30800656123301656,-27.35402279,-25.69744589,-0.308006561
2.999996,,1712.273,1184.828,2.999996,-35.60389091,-1.566253427,2.999996,11.19917115,-0.30803791217872384,-28.45082124,-25.68643755,-0.308037912
3.1,,1711.728,1183.016,3.1,-35.09944485,-1.539708354,3.1,3.116670135,-0.3088761765888038,-28.02783868,-26.03768125,-0.308876177
3.199995,,1709.943,1187.612,3.199995,-32.46542073,-1.40110015,3.199995,6.588450775,-0.30546690737644466,-25.48610335,-27.33223845,-0.305466907
3.299999,,1708.068,1189.792,3.299999,-29.00344222,-1.218923146,3.299999,1.580623145,-0.3034282007507898,-21.9501573,-28.61379931,-0.303428201
3.399996,,1707.847,1191.079,3.399996,-26.68281754,-1.096806718,3.399996,0.615790184,-0.3025844820993918,-19.56068999,-28.88677111,-0.302584482
3.5,,1707.726,1193.526,3.5,-26.21915958,-1.072408005,3.5,12.7815945,-0.3011021674437234,-19.22610626,-28.71466289,-0.301102167
3.599995,,1706.114,1193.087,3.599995,-25.50827777,-1.034999824,3.599995,3.333268282,-0.3006991326488148,-18.63385295,-29.50566045,-0.300699133
3.699999,,1704.403,1194.584,3.699999,-21.23717895,-0.810245111,3.699999,35.67811082,-0.2991188116894889,-14.44420637,-31.56026796,-0.299118812
3.799997,,1701.722,1204.554,3.799997,-14.34252588,-0.447433141,3.799997,0.0,-0.292155828037717,-7.67730235,-33.5095952,-0.292155828
3.899997,,1700.688,1207.648,3.899997,-10.5699811,-0.248913449,3.899997,3.334985837,-0.2899062026662152,-3.861373119,-33.95468703,-0.289906203
3.999996,,1701.494,1203.205,3.999996,-13.01856865,-0.377763569,3.999996,2.820906301,-0.2928538096519882,-6.164450799,-33.27129693,-0.29285381
4.099996,,1701.679,1198.654,4.099996,-18.64101133,-0.673629,4.099996,1.577654142,-0.2956051053106961,-11.85576168,-33.02766422,-0.295605105
4.199995,,1699.656,1193.608,4.199995,-23.49718553,-0.92917168,4.199995,3.242980804,-0.29773554178021905,-16.84042964,-33.84201125,-0.297735542
