Time,Events,UV,Fluorescence,TimeStampAdjusted,Fluorescence_Corrected,Fluorescence_Corrected_Z,Time_sec,Speed,DFF,Fluorescence_filt,UV_filt,Unnamed: 12
962.367887,,1031.981,1042.756,962.367887,16.63408332,0.757715971,962.367887,0.924812954,0.010441083702122511,18.40720021,-10.70785672,
962.467885,,1031.338,1032.111,962.467885,9.357061388,0.598821887,962.467885,1.617428285,0.0007495117992356902,11.04061821,-11.59473218,
962.567878,,1030.544,1027.84,962.567878,7.215343209,0.552057379,962.567878,4.78711159,-0.0026238569144065443,8.647308557,-12.50376803,
962.667877,,1029.547,1039.949,962.667877,12.36918613,0.664591759,962.667877,9.888149917,0.010103472692358914,13.76797757,-12.79614593,
962.767871,,1030.962,1040.175,962.767871,16.85008721,0.762432425,962.767871,6.441192797,0.00893631385055896,18.60378276,-12.07277133,
962.867869,,1031.502,1038.026,962.867869,14.9950107,0.721926751,962.867869,3.058443933,0.006324757489563874,16.79524366,-11.01899304,
962.967867,,1032.54,1033.204,962.967867,8.963735271,0.590233594,962.967867,9.717945003,0.0006430743603153266,10.40420254,-10.75557389,
963.067857,,1030.723,1026.176,963.067857,2.205387501,0.442664782,963.067857,8.100895495,-0.004411466514281748,3.601480871,-11.43522781,
963.167854,,1030.728,1019.281,963.167854,-4.468318899,0.296944118,963.167854,9.284289466,-0.011105742737172285,-2.841671397,-12.15887367,
963.267851,,1031.118,1013.895,963.267851,-10.47833985,0.165715054,963.267851,12.65110802,-0.016703228922392933,-8.882312082,-11.87400806,
963.367849,,1032.792,1009.926,963.367849,-13.62802203,0.096941609,963.367849,41.75940961,-0.022139985592452182,-12.17951454,-9.883331883,
963.467845,,1035.888,1011.613,963.467845,-12.1973389,0.128180636,963.467845,3.253140385,-0.02343400058693591,-10.64313067,-6.419092939,
963.567839,,1039.742,1016.219,963.567839,-8.039300491,0.218971582,963.567839,1.546486136,-0.022623881693727782,-6.241124188,-3.209016612,
963.667832,,1040.898,1019.18,963.667832,-5.626018682,0.271665694,963.667832,0.0,-0.020864676462054844,-3.746766408,-2.156762671,
963.76783,,1039.326,1016.397,963.76783,-7.457894525,0.231666606,963.76783,0.0,-0.022061412877191537,-5.72128988,-3.012390455,
963.867829,,1038.74,1011.615,963.867829,-12.11939762,0.129882487,963.867829,1.569819775,-0.02611336811906733,-10.5324388,-3.870287535,
963.967826,,1038.446,1007.69,963.967826,-17.13489578,0.020368871,963.967826,0.0,-0.02961733205193131,-15.5201537,-4.122722491,
964.067822,,1038.261,1001.226,964.067822,-21.8767098,-0.083168841,964.067822,0.0,-0.03567022164946961,-20.2096823,-4.876662362,
964.167814,,1036.648,998.281,964.167814,-27.01125702,-0.195281899,964.167814,1.545794072,-0.03701063427508659,-25.43558537,-6.278744672,
964.267808,,1034.057,991.229,964.267808,-32.20717016,-0.308734884,964.267808,0.0,-0.04141744604020859,-30.72822869,-6.919141133,
964.367809,,1038.412,987.592,964.367809,-35.90132492,-0.389396911,964.367809,0.0,-0.048940112402399094,-34.40381491,-6.269021539,
964.467803,,1036.244,987.572,964.467803,-37.44278182,-0.423054688,964.467803,4.781899173,-0.04696963263478478,-35.88438524,-5.237406037,
964.567795,,1038.903,986.028,964.567795,-37.55691672,-0.425546828,964.567795,1.545978562,-0.05089503062364821,-35.98457844,-4.091189007,
964.667794,,1040.201,988.127,964.667794,-36.32636086,-0.398677589,964.667794,1.542894155,-0.050061478502712524,-34.7488544,-2.139589549,
964.76779,,1043.31,991.391,964.76779,-32.68808609,-0.319235704,964.76779,0.0,-0.049763732735236876,-30.99322576,0.524962725,
964.867786,,1045.682,997.852,964.867786,-26.40408914,-0.182024362,964.867786,0.0,-0.04574048324442807,-24.60490541,2.937262425,
964.967782,,1047.211,1005.088,964.967782,-19.28636926,-0.026608644,964.967782,3.092141647,-0.04022398542414093,-17.58326759,4.674051478,
965.067779,,1047.861,1011.46,965.067779,-13.76745064,0.093897179,965.067779,4.932111134,-0.03473838610273697,-12.07432396,5.715642618,
965.16777,,1048.234,1012.112,965.16777,-11.21319183,0.149669529,965.16777,4.376507433,-0.03445986296952776,-9.286036363,5.413975189,
965.26777,,1046.72,1011.434,965.26777,-12.64889177,0.11832096,965.26777,7.503978609,-0.03371102109446658,-10.74746167,3.261559662,
965.367766,,1040.949,1007.982,965.367766,-18.02836041,0.000860032,965.367766,4.868249753,-0.03167013945928196,-16.5363873,-0.045797943,
965.467763,,1039.57,1002.229,965.467763,-22.00223424,-0.085909672,965.467763,3.091957124,-0.035919659089815884,-20.78460383,-3.75004364,
965.567759,,1034.947,1003.796,965.567759,-16.59896265,0.032070994,965.567759,0.31911972,-0.030099125848956364,-15.4152923,-7.537055551,
965.667753,,1034.104,1023.559,965.667753,-2.929533542,0.330543562,965.667753,3.085053379,-0.010197233547109451,-1.672351692,-9.554430952,
965.767744,,1032.876,1032.735,965.767744,7.745717189,0.563638117,965.767744,9.281795998,-0.00013651203048582443,9.216484416,-7.254220871,
965.86774,,1041.621,1031.681,965.86774,8.911084095,0.589083953,965.86774,1.54551742,-0.00954281835715683,10.43662611,-2.149916896,
965.967736,,1043.695,1030.319,965.967736,5.978674909,0.525054674,965.967736,0.281264283,-0.012816004675695464,7.281424427,0.659802597,
966.067733,,1042.688,1029.768,966.067733,5.943066348,0.524277159,966.067733,1.572276183,-0.012391050822489634,7.210680844,-0.307846151,
966.167727,,1038.133,1032.528,966.167727,7.96261285,0.568374043,966.167727,1.545794072,-0.00539911552758656,9.424275564,-1.59375453,
966.267725,,1042.346,1031.634,966.267725,7.023059758,0.547858861,966.267725,0.846430147,-0.010276817870457592,8.508613054,-1.894976104,
966.367726,,1040.545,1025.923,966.367726,1.858298272,0.435086074,966.367726,0.307372621,-0.014052251464376908,3.186966667,-3.510245697,
966.46772,,1034.443,1018.042,966.46772,-4.643860885,0.293111151,966.46772,0.299034263,-0.015854909357016243,-3.498573237,-5.987586919,
966.567711,,1035.045,1014.228,966.567711,-10.65554854,0.161845695,966.567711,6.405208057,-0.02011216903612898,-9.601882932,-6.149679243,
966.667711,,1041.342,1009.508,966.667711,-16.02150925,0.044679713,966.667711,1.658475193,-0.03057016810999658,-14.81808932,-4.404023453,
966.767704,,1037.111,1002.134,966.767704,-19.13915281,-0.023394167,966.767704,1.196244152,-0.033725416083717256,-17.79912509,-3.632437898,
966.867704,,1038.765,1006.315,966.867704,-18.82768704,-0.016593299,966.867704,6.439605764,-0.031239019412475432,-17.61489394,-3.331971712,
966.967697,,1041.078,1008.902,966.967697,-16.77020386,0.028331935,966.967697,1.830129706,-0.03090642583937028,-15.59318102,-1.506478111,
967.067696,,1042.794,1009.016,967.067696,-13.6951382,0.095476124,967.067696,3.082559049,-0.03239182427209989,-12.38918672,0.210851477,
967.167691,,1042.458,1015.253,967.167691,-8.229738475,0.214813361,967.167691,1.623049364,-0.0260969746502977,-7.001440776,-0.837788233,
967.267686,,1037.615,1023.352,967.267686,-2.161553885,0.34731243,967.267686,0.0,-0.013745946232465832,-1.042950538,-3.222950655,
967.367682,,1039.148,1023.239,967.367682,-0.423536091,0.385262123,967.367682,0.616238627,-0.015309657527127877,0.794588121,-3.67272705,
967.467674,,1040.791,1019.371,967.467674,-4.512455733,0.295980388,967.467674,0.0,-0.020580500792185905,-3.286892319,-2.131769354,
967.567673,,1041.498,1013.996,967.567673,-10.58929422,0.16329236,967.567673,9.543515762,-0.026406195691206384,-9.499523451,-0.87587539,
967.667668,,1040.71,1009.059,967.667668,-14.19668332,0.084524865,967.667668,8.195886577,-0.03041289119927748,-13.11503962,-0.737764661,
967.767667,,1041.846,1010.491,967.767667,-14.27880056,0.082731832,967.767667,9.932690268,-0.030095618738278037,-13.11670181,-1.042811751,
967.867661,,1041.471,1011.987,967.867661,-12.48470238,0.121906042,967.867661,6.989212266,-0.02830995774246238,-11.31358766,-1.251217893,
967.967656,,1041.151,1012.939,967.967656,-10.39335645,0.16757067,967.967656,3.393850787,-0.02709693406624025,-9.277923909,-0.902117684,
968.067656,,1041.448,1015.383,968.067656,-9.018090903,0.197599652,968.067656,6.39368186,-0.025027653805086814,-7.928854418,0.049874393,
968.167652,,1043.843,1015.03,968.167652,-9.671402621,0.183334563,968.167652,3.220475596,-0.027602810001120952,-8.534129357,0.402615841,
968.267645,,1042.119,1010.408,968.267645,-13.04997529,0.109563284,968.267645,11.52654438,-0.030429346360636263,-11.92638051,-0.671037782,
968.367644,,1038.167,1006.449,968.367644,-18.14353895,-0.001654896,968.367644,1.570030943,-0.03055192469034362,-17.16490807,-2.087618028,
968.467643,,1040.699,1000.522,968.467643,-23.1720686,-0.111453056,968.467643,3.485418102,-0.03860578322838786,-22.28167386,-3.040004642,
968.567638,,1037.718,996.969,968.567638,-27.15233099,-0.198362255,968.567638,3.303304621,-0.039267893589587946,-26.24378266,-4.588424405,
968.667632,,1034.876,993.422,968.667632,-30.42473921,-0.269815428,968.667632,1.653637254,-0.040056973009326674,-29.58858928,-7.146171662,
968.767634,,1032.377,990.18,968.767634,-33.72322018,-0.341837901,968.767634,10.75297316,-0.040873634340943286,-33.03902673,-9.122356351,
968.867626,,1033.788,987.626,968.867626,-36.62417646,-0.405180405,968.867626,6.185759917,-0.04465325579325745,-35.97057144,-9.513286034,
968.967627,,1032.588,985.067,968.967627,-37.7842314,-0.430510254,968.967627,1.619811236,-0.04602125920502655,-37.11202586,-9.245088792,
969.06762,,1032.82,987.086,969.06762,-37.14222227,-0.416491957,969.06762,3.102769208,-0.04428070719002336,-36.53939597,-9.34745659,
969.167619,,1031.949,988.574,969.167619,-36.03924511,-0.392408404,969.167619,12.34984749,-0.04203211592820974,-35.42874771,-9.966481005,
969.267614,,1031.79,988.193,969.267614,-34.59708041,-0.360918676,969.267614,5.014633468,-0.04225375318621036,-33.92672895,-10.90429671,
969.36761,,1030.984,992.009,969.36761,-31.55346191,-0.294461136,969.36761,4.379804366,-0.03780369045494393,-31.0404189,-11.28868963,
969.467606,,1031.906,998.388,969.467606,-26.64895839,-0.187371092,969.467606,1.761201206,-0.0324816407696049,-26.27016848,-9.624611387,
969.567607,,1036.587,1002.113,969.567607,-20.79433594,-0.059535161,969.567607,1.552342925,-0.03325721815920896,-20.14364788,-5.939498472,
969.667598,,1039.411,1008.338,969.667598,-15.49259772,0.056228519,969.667598,1.521025724,-0.029894815429122926,-14.51962656,-2.741005457,
969.7676,,1040.315,1011.182,969.7676,-13.18726447,0.106565569,969.7676,0.303573184,-0.02800401801377471,-12.32006585,-2.153567985,
969.867593,,1038.327,1011.272,969.867593,-14.1719206,0.08506556,969.867593,1.523298392,-0.026056338706399767,-13.58253844,-3.249569497,
969.967589,,1038.495,1009.065,969.967589,-13.2600262,0.104976814,969.967589,1.507339124,-0.028339086851645736,-12.72218951,-3.851972531,
970.067588,,1038.232,1017.285,970.067588,-5.780397828,0.268294818,970.067588,0.294663728,-0.020175644749921024,-5.162346708,-3.919137252,
970.167581,,1036.779,1029.219,970.167581,3.701991138,0.475343186,970.167581,3.091772623,-0.007291814359665797,4.364672766,-5.291076612,
970.267584,,1033.857,1030.461,970.267584,5.937362663,0.524152619,970.267584,0.60738559,-0.003284786967636683,6.564563434,-8.483531473,
970.36758,,1030.176,1021.445,970.36758,-0.847346199,0.376008211,970.36758,0.298909375,-0.008475250830925863,-0.442106241,-11.506303,
970.467576,,1029.912,1013.367,970.467576,-10.35570313,0.168392832,970.467576,0.0,-0.016064479295318505,-10.20863889,-12.3897728,
970.567568,,1030.271,1006.368,970.567568,-17.69763285,0.008081483,970.567568,0.0,-0.023200691856802635,-17.50544529,-11.75085899,
970.667565,,1030.115,1001.219,970.667565,-22.84381024,-0.10428552,970.667565,0.0,-0.028051236997810883,-22.45353062,-11.68908485,
970.767568,,1030.575,996.595,970.767568,-26.53377504,-0.184856059,970.767568,0.0,-0.032971884627513784,-26.19473114,-12.44863439,
970.867563,,1029.008,995.289,970.867563,-28.39841659,-0.225570587,970.867563,1.570485921,-0.03276845272339967,-28.21923325,-11.82743053,
970.967559,,1033.544,995.43,970.967559,-28.67183524,-0.231540695,970.967559,0.0,-0.036876997979766846,-28.3798116,-8.669269474,
971.067556,,1037.712,995.393,971.067556,-28.32362379,-0.223937483,971.067556,0.0,-0.040781064495736735,-27.79605783,-5.301842762,
971.16755,,1035.809,996.802,971.16755,-27.28354431,-0.201227303,971.16755,2.046619345,-0.037658487230753886,-26.79498915,-4.972018978,
971.267549,,1034.845,999.739,971.267549,-23.99600677,-0.129443781,971.267549,5.164838583,-0.03392392097367238,-23.76257823,-7.906231929,
971.367543,,1030.684,1006.439,971.367543,-17.14091736,0.020237389,971.367543,3.85159784,-0.023523213710506814,-17.03444501,-11.27765639,
971.467541,,1028.787,1015.759,971.467541,-7.838479798,0.223356511,971.467541,4.748005678,-0.012663457061568644,-7.682058796,-12.62823103,
971.567541,,1029.994,1023.645,971.567541,0.019778143,0.394941908,971.567541,4.655385504,-0.00616411357736058,0.1891291,-12.34901352,
971.667538,,1029.816,1026.629,971.667538,2.481626042,0.448696462,971.667538,6.163357289,-0.0030947276018241368,2.583810809,-12.43314476,
971.767529,,1028.075,1022.312,971.767529,-1.055823431,0.371456102,971.767529,0.589518155,-0.005605622157916527,-0.993093841,-13.50831163,
971.867527,,1027.342,1015.301,971.867527,-7.711113785,0.226137553,971.867527,0.910719552,-0.01172053707528754,-7.691883588,-14.45769307,
971.967528,,1027.496,1010.568,971.967528,-13.77224015,0.0937926,971.967528,1.473058728,-0.016475003309015423,-13.83257471,-14.64725332,
972.067525,,1027.412,1007.573,972.067525,-16.03270078,0.044435346,972.067525,2.119637407,-0.019309682970415038,-16.12980642,-14.67266793,
972.167517,,1026.866,1010.461,972.167517,-12.30577061,0.125813025,972.167517,0.607219955,-0.015975794310065745,-12.42522621,-14.9186793,
972.267519,,1026.312,1019.696,972.267519,-3.921959636,0.308873896,972.267519,0.294750407,-0.006446382776387563,-4.05417023,-15.0871313,
972.367516,,1027.571,1027.895,972.367516,3.554008154,0.472111972,972.367516,1.46588845,0.0003153066795385128,3.524437851,-14.99645432,
972.46751,,1027.509,1028.226,972.46751,5.024400743,0.504218056,972.46751,9.217874985,0.0006978041068254373,5.051996638,-14.48911592,
972.567507,,1027.671,1023.628,972.567507,0.446305604,0.404255154,972.567507,8.243790626,-0.003934138454816771,0.32036956,-13.25492384,
972.667503,,1030.572,1018.644,972.667503,-6.025805423,0.262936333,972.667503,6.346905728,-0.011574154935317363,-6.216916314,-11.82156173,
972.767497,,1031.003,1012.378,972.767497,-10.1481042,0.172925763,972.767497,0.572524645,-0.018064932885743193,-10.20957298,-11.34430331,
972.867499,,1029.656,1012.113,972.867499,-11.23600821,0.149171333,972.867499,1.552114646,-0.017037729105642947,-11.28763691,-11.61625476,
972.967489,,1030.207,1013.765,972.967489,-12.0463217,0.131478103,972.967489,12.20097977,-0.015959899321204497,-12.14058857,-11.09998148,
973.067491,,1033.81,1006.812,973.067491,-14.60019569,0.075714155,973.067491,7.705064617,-0.026115050154283607,-14.58977877,-9.35285976,
973.167488,,1032.989,1006.452,973.167488,-18.32951728,-0.005715741,973.167488,7.901042008,-0.02568952815567255,-18.2850799,-7.575908616,
973.26748,,1035.767,1001.273,973.26748,-22.3914465,-0.094408139,973.26748,7.449882759,-0.03330285672356816,-22.44069546,-6.639359169,
973.36748,,1035.805,998.389,973.36748,-26.03842854,-0.174040147,973.36748,4.034587736,-0.03612262925936837,-26.06974951,-5.994653411,
973.467476,,1036.691,995.209,973.467476,-27.5876326,-0.207867084,973.467476,9.243000054,-0.040013851764894345,-27.5124741,-4.640039967,
973.567472,,1039.88,997.261,973.567472,-26.81257982,-0.190943773,973.567472,5.984354948,-0.04098453667730905,-26.70366199,-2.501228401,
973.667468,,1040.223,998.152,973.667468,-26.66225295,-0.18766138,973.667468,0.323049943,-0.04044421244290879,-26.53303991,-0.685670533,
973.767464,,1042.542,994.186,973.767464,-29.62319723,-0.252313724,973.767464,1.542251206,-0.046382783619268945,-29.44909688,-0.355604324,
973.867464,,1039.042,988.554,973.867464,-34.65727998,-0.362233136,973.867464,0.910829932,-0.048590913553061325,-34.54652385,-1.53363408,
973.967459,,1039.025,984.564,973.967459,-39.68359968,-0.471983042,973.967459,0.606925714,-0.05241548567166346,-39.70194015,-3.235895735,
974.067459,,1037.529,980.801,974.067459,-43.94620168,-0.565057138,974.067459,3.925135916,-0.05467606206669881,-44.01827562,-4.481778263,
974.167453,,1036.007,975.736,974.167453,-46.76911675,-0.626695609,974.167453,19.08904065,-0.05817624784388529,-46.90429012,-5.097749222,
974.26745,,1035.613,976.777,974.26745,-47.52931756,-0.643294626,974.26745,19.82900195,-0.0568127283068096,-47.70997725,-5.86409663,
974.367449,,1035.611,976.697,974.367449,-47.45816788,-0.64174107,974.367449,30.78877262,-0.056888155880924496,-47.55961489,-7.432711887,
974.467445,,1031.277,974.103,974.467445,-48.62440118,-0.667205824,974.467445,2.959670494,-0.055440003025375426,-48.78706922,-8.918531225,
974.567442,,1033.29,974.739,974.567442,-50.29597308,-0.703704668,974.567442,0.910388571,-0.056664634323374784,-50.67108511,-8.778758528,
974.667439,,1034.839,976.442,974.667439,-47.51445976,-0.642970206,974.667439,1.671348392,-0.05643100037783649,-47.85943122,-7.171002788,
974.767434,,1035.592,984.35,974.767434,-35.91328309,-0.389658018,974.767434,3.048209878,-0.049480876638676306,-36.12817565,-5.974601543,
974.867427,,1034.266,1010.103,974.867427,-18.1689811,-0.002210426,974.867427,1.522716416,-0.023362461881179623,-18.43653841,-6.613118406,
974.967427,,1033.853,1020.357,974.967427,-1.328913778,0.365493163,974.967427,1.52379118,-0.013054080222236714,-1.676536231,-8.848525156,
975.067423,,1029.771,1034.199,975.067423,10.97630494,0.634178139,975.067423,1.814221801,0.004299985142327868,10.55915667,-11.22878294,
975.167419,,1029.058,1042.278,975.167419,18.27201546,0.793480289,975.167419,4.802249109,0.012846700574700384,17.77714675,-12.34174327,
975.267414,,1029.887,1042.935,975.267414,19.25960336,0.815044313,975.267414,1.682586048,0.012669351103567676,18.75496493,-12.05142928,
975.367416,,1030.377,1038.192,975.367416,14.2198486,0.705001053,975.367416,7.873262999,0.007584602528977311,13.69423554,-11.24666723,
975.467412,,1030.915,1031.461,975.467412,7.954654399,0.56820027,975.467412,7.257766452,0.0005296265938511411,7.389426905,-10.4437671,
975.567406,,1031.741,1026.952,975.567406,5.080613927,0.505445474,975.567406,7.639470166,-0.0046416687909077835,4.542434938,-9.595565059,
975.667407,,1033.001,1029.947,975.667407,4.132375436,0.484740646,975.667407,9.147763829,-0.0029564346985144134,3.683487424,-8.942880921,
975.767404,,1032.761,1024.505,975.767404,0.862921272,0.413351975,975.767404,1.526611995,-0.007994105122094907,0.470342572,-8.834363501,
975.867396,,1031.734,1017.877,975.867396,-4.547674444,0.295211386,975.867396,18.51349306,-0.013430787392874493,-5.079393207,-9.09964805,
975.967391,,1032.667,1015.054,975.967391,-8.829557864,0.201716279,975.967391,3.197615734,-0.017055836973583878,-9.545204791,-9.467030895,
976.067391,,1031.455,1012.611,976.067391,-11.76736227,0.137569194,976.067391,17.40401724,-0.01826933797402692,-12.37880986,-9.939001643,
976.167387,,1030.974,1006.828,976.167387,-15.93885589,0.046484453,976.167387,13.52340265,-0.023420571226820425,-16.38517014,-10.33005096,
976.267384,,1031.093,1002.401,976.267384,-22.02279912,-0.086358707,976.267384,14.60345072,-0.027826781871276518,-22.61901489,-10.37159277,
976.367382,,1031.119,995.753,976.367382,-27.44342182,-0.204718235,976.367382,0.0,-0.03429865999947618,-28.26166287,-10.38097106,
976.467381,,1030.861,993.757,976.467381,-29.36703977,-0.246720515,976.467381,0.286188738,-0.03599321344002746,-30.14035088,-10.82642432,
976.567376,,1029.776,995.936,976.567376,-28.22126996,-0.221702583,976.567376,6.125213376,-0.03286151551405357,-28.85183922,-11.40525582,
976.66737,,1029.642,995.625,976.66737,-27.50530942,-0.206069554,976.66737,3.113251749,-0.03303769659745819,-28.19271346,-11.46868635,
976.767369,,1031.287,994.616,976.767369,-29.75716955,-0.255239016,976.767369,4.570835843,-0.03555848178053252,-30.57668916,-10.87381258,
976.867363,,1031.381,989.041,976.867363,-33.87066794,-0.345057429,976.867363,1.570105197,-0.04105175488010738,-34.60295789,-9.651643498,
976.967365,,1033.311,986.062,976.967365,-37.30753379,-0.420101541,976.967365,4.718376254,-0.04572582697755072,-37.88935232,-7.6895302,
977.067359,,1036.587,984.987,977.067359,-39.16442339,-0.460646805,977.067359,7.902717885,-0.04977874505468429,-39.79756505,-5.323473329,
977.167356,,1038.089,986.602,977.167356,-38.76490123,-0.451923222,977.167356,1.93073996,-0.04959786684956682,-39.45358929,-3.144323041,
977.26735,,1040.484,986.495,977.26735,-34.23964073,-0.353113965,977.26735,1.760942335,-0.05188835195928041,-34.80241899,-1.16631424,
977.367347,,1040.612,998.606,977.367347,-26.99675331,-0.194965209,977.367347,0.667735578,-0.0403666304059535,-27.40828674,0.365216018,
977.467347,,1042.423,1000.705,977.467347,-23.68152264,-0.122577006,977.467347,0.589136881,-0.04002022211712516,-24.07320488,0.148272611,
977.567345,,1040.002,995.614,977.567345,-27.95242885,-0.215832426,977.567345,1.535532451,-0.042680687152524634,-28.47001172,-1.980011172,
977.667339,,1036.263,990.573,977.667339,-33.88981042,-0.345475406,977.667339,3.524267542,-0.0440911235854218,-34.59546242,-3.47703994,
977.767334,,1039.254,988.03,977.767334,-32.74598742,-0.320499982,977.767334,5.141932112,-0.04928920167735697,-33.57408784,-2.62097398,
977.867336,,1039.861,1004.473,977.867336,-23.14288572,-0.110815846,977.867336,6.311899135,-0.03403147151398134,-23.88087245,-1.570556548,
977.96733,,1039.624,1012.087,977.96733,-10.22501975,0.171246309,977.96733,4.796132996,-0.02648746085123086,-10.75558154,-2.613150834,
978.067331,,1035.479,1023.881,978.067331,1.263722708,0.422103491,978.067331,3.959989443,-0.011200613435907508,0.668945795,-4.041711291,
978.167321,,1038.265,1034.347,978.167321,8.619910934,0.582726175,978.167321,2.641142674,-0.003773603078212325,7.778583147,-3.348814939,
978.267318,,1040.996,1033.764,978.267318,10.69357285,0.628004671,978.267318,9.465428835,-0.006947192880664477,9.881276905,-1.577405864,
978.36732,,1039.021,1032.797,978.36732,9.102933813,0.593273,978.36732,4.35243743,-0.005990254287449371,8.452492876,-1.096091256,
978.467315,,1039.187,1029.772,978.467315,6.298194363,0.532031395,978.467315,1.587436951,-0.00905996707041174,5.589333597,-1.862202936,
978.567313,,1039.299,1027.185,978.567313,2.545546155,0.450092161,978.567313,1.736440582,-0.011655933470541233,1.713328428,-2.471706217,
978.66731,,1038.861,1021.623,978.66731,-2.215351185,0.346137764,978.66731,1.983652163,-0.01659317271511786,-3.028617049,-2.419730616,
978.767304,,1038.812,1016.99,978.767304,-6.015557804,0.26316009,978.767304,3.147745907,-0.02100668840945223,-6.800962457,-1.821961151,
978.867303,,1040.553,1016.465,978.867303,-7.520700738,0.23029523,978.867303,1.599098542,-0.0231492293040336,-8.355278077,-0.878390473,
978.967297,,1041.188,1016.058,978.967297,-8.511634077,0.208658158,978.967297,0.294698394,-0.024135890924597773,-9.315753597,-0.121619332,
979.067297,,1041.255,1012.73,979.067297,-11.06459558,0.152914135,979.067297,1.552160296,-0.027394826435407357,-11.78025501,0.14782351,
979.167292,,1041.328,1008.052,979.167292,-14.82967523,0.07070346,979.167292,1.570010045,-0.03195534932317191,-15.61429896,0.401092566,
979.267288,,1042.166,1006.219,979.267288,-18.74592868,-0.014808101,979.267288,0.303702,-0.03449258563415031,-19.62943017,0.978504863,
979.367285,,1042.734,1001.465,979.367285,-22.47087883,-0.096142547,979.367285,1.758587426,-0.03957768711867062,-23.27422047,1.374320789,
979.467284,,1042.029,997.389,979.467284,-25.52342532,-0.16279503,979.467284,0.0,-0.04283949870876913,-26.30433935,1.129667682,
979.567281,,1041.708,997.083,979.567281,-27.67972644,-0.209877957,979.567281,1.507942111,-0.042838300176249115,-28.59712072,0.704950442,
979.667275,,1042.214,994.259,979.667275,-29.69964775,-0.253983025,979.667275,0.0,-0.04601262312730392,-30.60978067,0.854884978,
979.767275,,1042.471,990.758,979.767275,-32.35308069,-0.311920846,979.767275,0.88425122,-0.0496061760950664,-33.1502985,1.551178586,
979.86727,,1042.64,988.696,979.86727,-35.90267148,-0.389426313,979.86727,2.429468727,-0.051737896109874996,-36.75789007,2.019889183,
979.967264,,1044.108,983.972,979.967264,-40.0690704,-0.480399811,979.967264,5.201469809,-0.05759557440418038,-41.03522816,1.931825378,
980.067263,,1042.048,980.045,980.067263,-43.51018663,-0.555536731,980.067263,4.947586649,-0.05950109783810347,-44.45045054,2.022475633,
980.167263,,1043.747,978.542,980.167263,-45.03680148,-0.588870431,980.167263,1.814991377,-0.06247203584776774,-45.912889,2.777227957,
980.267259,,1044.985,979.244,980.267259,-45.44166135,-0.597710564,980.267259,2.334315832,-0.06291095087489282,-46.3192645,3.201516964,
980.367254,,1042.844,978.05,980.367254,-45.95104319,-0.608832938,980.367254,1.542865097,-0.06213201591033759,-46.90629915,2.201702237,
980.467249,,1041.074,977.285,980.467249,-45.78426732,-0.60519138,980.467249,1.552114646,-0.061272301488655076,-46.87252794,0.307225638,
980.567249,,1039.49,980.786,980.567249,-43.67167478,-0.559062832,980.567249,0.607054409,-0.05647384775226319,-44.83610083,-1.297631775,
980.667245,,1039.807,982.32,980.667245,-40.77159691,-0.495739508,980.667245,0.312940444,-0.05528622138531474,-41.91967221,-2.344652499,
980.767239,,1036.213,984.749,980.767239,-39.80881479,-0.474717119,980.767239,9.250945481,-0.04966546453287108,-40.96737584,-3.213687091,
980.867241,,1037.378,982.002,980.867241,-41.50696966,-0.511796403,980.867241,4.239399492,-0.05338073489123538,-42.75663536,-4.266695651,
980.967234,,1035.692,979.464,980.967234,-43.56942109,-0.556830118,980.967234,1.175474685,-0.05429027162515492,-44.94742378,-5.663584524,
981.067229,,1033.222,980.559,981.067229,-43.55283776,-0.55646802,981.067229,6.251096975,-0.05096968512091304,-45.01538401,-7.032574108,
981.167227,,1033.058,982.416,981.167227,-41.1564207,-0.504142151,981.167227,2.334521819,-0.049021448940911296,-42.60590857,-7.807805509,
981.267223,,1033.307,985.844,981.267223,-37.40165625,-0.422156709,981.267223,15.30672956,-0.045933106037218334,-38.83100434,-8.013975651,
981.367219,,1033.351,990.414,981.367219,-33.43673199,-0.335582419,981.367219,12.65302497,-0.04155122509195822,-34.90817454,-7.754637722,
981.467219,,1033.268,993.001,981.467219,-30.38339075,-0.268912583,981.467219,6.12197176,-0.038970528459218765,-31.86944859,-6.631238829,
981.567217,,1036.562,995.018,981.567217,-28.90888244,-0.236716631,981.567217,4.581670056,-0.040078644596271015,-30.33824366,-4.866001876,
981.667213,,1037.688,994.669,981.667213,-28.7616192,-0.233501131,981.667213,12.57284591,-0.041456584252684926,-30.14791505,-3.809829371,
981.767206,,1035.111,994.438,981.767206,-29.3044755,-0.245354422,981.767206,1.63355515,-0.03929337046944734,-30.73598446,-4.263979379,
981.867207,,1036.758,993.282,981.867207,-30.36151822,-0.268434995,981.867207,10.67060802,-0.041934569108702316,-31.90040874,-5.372556788,
981.967203,,1034.589,991.398,981.967203,-32.26259726,-0.309945137,981.967203,1.634227909,-0.04174701258180777,-33.83849837,-5.735575708,
982.067199,,1035.378,988.157,982.067199,-35.34775381,-0.377309662,982.067199,6.101745649,-0.04560749793795106,-36.80323385,-4.938491808,
982.167197,,1037.961,984.148,982.167197,-39.55834472,-0.469248094,982.167197,5.013074935,-0.051844915175040286,-40.92483344,-3.806581761,
982.267191,,1036.558,980.112,982.267191,-43.90411655,-0.564138208,982.267191,4.521371665,-0.05445522585325667,-45.46061649,-3.382830089,
