Time,Events,UV,Fluorescence,TimeStampAdjusted,Fluorescence_Corrected,Fluorescence_Corrected_Z,Time_sec,Speed,DFF,Fluorescence_filt,UV_filt,Unnamed: 12
0.0,,1179.696,1239.706,0.0,0.833634069,0.412712487,0.0,0.303591579,0.05086903744693548,-2.1634055,8.756002256,
0.100001,,1177.012,1237.43,0.100001,-1.020435552,0.372228798,0.100001,0.884121184,0.051331677162170075,-3.938003838,5.45414371,
0.2,,1172.869,1232.738,0.2,-5.286955317,0.279069157,0.2,1.599195457,0.05104491635468253,-8.317216291,2.532537236,
0.299999,,1171.231,1224.61,0.299999,-14.10542758,0.086517438,0.299999,1.552160296,0.0455751256583884,-17.26031461,0.677492652,
0.400002,,1170.754,1212.557,0.400002,-26.38689918,-0.181649018,0.400002,1.815211376,0.0357060492639787,-29.39860358,-0.179271873,
0.500004,,1169.688,1197.6,0.500004,-37.55716604,-0.425552272,0.500004,1.552160296,0.02386277366272015,-40.44509329,-1.128023206,
0.600004,,1167.293,1194.186,0.600004,-44.85579981,-0.584918252,0.600004,0.0,0.023038774326582984,-47.90564676,-2.848403654,
0.700006,,1165.592,1189.826,0.700006,-49.33570704,-0.682737218,0.700006,0.0,0.020791151620807212,-52.4295504,-4.885578941,
0.800003,,1164.384,1181.779,0.800003,-51.97019291,-0.740261329,0.800003,0.600397872,0.01493922966993705,-54.86724476,-6.46005887,
0.900006,,1162.682,1184.758,0.900006,-53.94088756,-0.783291531,0.900006,0.313077334,0.018987134917372094,-56.74892957,-7.216861316,
1.000003,,1162.91,1177.996,1.000003,-59.28058623,-0.899884079,1.000003,0.0,0.012972629008263762,-62.10530573,-7.388333387,
1.100001,,1162.84,1166.248,1.100001,-70.07051103,-1.135482548,1.100001,0.294023888,0.0029307557359569067,-72.86893933,-7.598791963,
1.200005,,1161.923,1155.341,1.200005,-81.46427521,-1.384265876,1.200005,1.570533524,-0.005664747147616587,-84.20675615,-8.089403699,
1.300003,,1161.831,1147.716,1.300003,-87.10957301,-1.507531194,1.300003,0.30910785,-0.012148926995406397,-89.79748335,-8.223884633,
1.400004,,1162.435,1150.56,1.400004,-86.82652101,-1.501350741,1.400004,0.0,-0.010215624959675165,-89.43058053,-7.490153758,
1.500001,,1163.309,1153.542,1.500001,-84.23918793,-1.444856213,1.500001,11.33632245,-0.008395877621509035,-86.66024652,-6.822998078,
1.600004,,1161.453,1152.708,1.600004,-80.12762458,-1.355080052,1.600004,0.0,-0.007529361928549748,-82.47401082,-7.852775839,
1.700001,,1160.486,1162.539,1.700001,-74.20887072,-1.225843809,1.700001,4.950136024,0.001769086400008172,-76.71889154,-10.41248853,
1.800005,,1156.945,1167.525,1.800005,-69.63367973,-1.125944318,1.800005,6.271828835,0.009144773519916811,-72.12272475,-11.95904907,
1.900002,,1158.461,1164.321,1.900002,-69.22698643,-1.117064153,1.900002,8.208400745,0.005058435286125213,-71.41637335,-10.73448767,
2.000003,,1162.262,1164.603,2.000003,-71.36182247,-1.163678388,2.000003,9.312687875,0.002014175805455329,-73.43552213,-8.29716157,
2.100004,,1162.639,1161.641,2.100004,-73.41421011,-1.20849236,2.100004,9.427237246,-0.000858391985818315,-75.55867256,-7.060734717,
2.199999,,1161.364,1160.71,2.199999,-74.83908848,-1.23960464,2.199999,0.294707061,-0.0005631309391370805,-76.87851209,-6.94944106,
2.300003,,1163.055,1159.198,2.300003,-75.65609566,-1.257444027,2.300003,1.587391592,-0.0033162662126898306,-77.46607892,-6.760830143,
2.400005,,1163.325,1157.366,2.400005,-76.30005063,-1.271504811,2.400005,1.507855941,-0.005122386263511968,-78.04309341,-6.757202603,
2.500005,,1161.022,1157.08,2.500005,-79.15056085,-1.333745824,2.500005,1.523925632,-0.003395284499346272,-80.93774905,-7.528522343,
2.600006,,1160.566,1147.656,2.600006,-86.38204344,-1.491645555,2.600006,0.0,-0.011123882657255238,-88.09336698,-8.314261443,
2.700006,,1161.727,1137.155,2.700006,-96.63557037,-1.715531753,2.700006,0.0,-0.021151268757634206,-98.21345272,-8.29685067,
2.799999,,1160.373,1127.57,2.799999,-106.7744227,-1.936914027,2.799999,0.0,-0.028269358214987862,-108.3144199,-7.953995755,
2.900002,,1161.101,1119.079,2.900002,-115.2892421,-2.122835473,2.900002,0.0,-0.03619151133277825,-116.807764,-8.105818446,
3.000004,,1160.374,1112.638,3.000004,-121.485941,-2.258140656,3.000004,0.0,-0.041138460530828945,-122.9149769,-8.666300381,
3.100006,,1159.898,1108.628,3.100006,-124.1356179,-2.315996464,3.100006,0.303683591,-0.04420216260395309,-125.4627785,-8.845868498,
3.200003,,1160.32,1110.401,3.200003,-123.6950032,-2.306375624,3.200003,0.294707061,-0.0430217526199668,-124.9364323,-8.259475478,
3.300003,,1161.448,1110.326,3.300003,-123.4071897,-2.300091205,3.300003,0.0,-0.044015745862061896,-124.5570871,-7.526114995,
3.400003,,1161.209,1107.612,3.400003,-125.8300565,-2.352994604,3.400003,0.0,-0.0461562044386497,-126.8876888,-7.456874767,
3.5,,1160.429,1102.418,3.5,-130.1524582,-2.447374429,3.5,0.0,-0.04999099470971528,-131.1184537,-7.870312111,
3.6,,1160.939,1099.114,3.6,-134.2532996,-2.536916477,3.6,0.0,-0.05325430535109945,-135.151154,-7.898385347,
3.700003,,1160.626,1095.955,3.700003,-137.0289637,-2.59752322,3.700003,1.524284288,-0.05572079205532191,-137.912896,-7.382708495,
3.800005,,1161.653,1095.816,3.800005,-137.4425416,-2.606553712,3.800005,0.303637578,-0.05667527221984533,-138.2730265,-7.153910647,
3.900006,,1160.319,1097.277,3.900006,-134.3617579,-2.539284668,3.900006,0.0,-0.05433161053124177,-135.0432764,-7.693740969,
4.000002,,1160.316,1102.452,4.000002,-129.7138869,-2.437798206,4.000002,0.0,-0.049869173569958555,-130.2727283,-8.25895991,
4.100002,,1159.499,1105.641,4.100002,-128.5368149,-2.41209679,4.100002,1.523970455,-0.04644937166828082,-129.0260518,-7.970013899,
4.200006,,1161.607,1098.579,4.200006,-132.7075554,-2.503165086,4.200006,1.552571271,-0.05425931489737925,-133.1362888,-7.21705918,
4.3,,1160.655,1093.16,4.3,-138.1785485,-2.622624455,4.3,0.286295039,-0.05815250871275262,-138.5997932,-7.036772628,
4.400005,,1160.582,1091.136,4.400005,-141.2619747,-2.689951197,4.400005,0.0,-0.059837219601889514,-141.6289964,-7.470382371,
4.500002,,1160.041,1088.948,4.500002,-143.2406387,-2.733155409,4.500002,0.0,-0.06128490286119185,-143.4100554,-7.651704299,
4.599999,,1160.684,1085.222,4.599999,-146.2863344,-2.799658305,4.599999,1.570533524,-0.06501511177891656,-146.3122892,-7.330147784,
4.700006,,1160.534,1082.249,4.700006,-148.9948245,-2.858798303,4.700006,1.649376487,-0.06745601593749091,-149.0392944,-7.190745446,
4.800001,,1160.002,1083.252,4.800001,-148.155015,-2.840461026,4.800001,1.570485921,-0.0661636790281396,-148.1831269,-7.578892274,
4.900006,,1160.022,1089.052,4.900006,-142.1457706,-2.709248918,4.900006,0.0,-0.06117987417480016,-142.0420412,-7.856215924,
5.000004,,1159.615,1100.729,5.000004,-131.2852406,-2.472108782,5.000004,3.234850413,-0.05078064702509019,-131.1391785,-7.513536848,
5.1,,1160.335,1110.919,5.1,-117.5991086,-2.173271506,5.1,0.0,-0.04258770096566934,-117.4769248,-7.295585912,
5.2,,1159.445,1128.072,5.2,-105.5408944,-1.909979883,5.2,18.84427989,-0.02705863581282428,-105.1366012,-8.240213165,
5.300006,,1157.402,1128.843,5.300006,-99.92047911,-1.787257876,5.300006,3.062786884,-0.024675091282026444,-99.20281657,-9.764544705,
5.4,,1156.959,1129.749,5.4,-100.894046,-1.80851575,5.4,4.750596206,-0.023518551651355003,-100.4703042,-10.05557564,
5.500004,,1158.75,1131.774,5.500004,-101.1074242,-1.813174872,5.500004,3.155047329,-0.023280258899676474,-100.975418,-8.714771982,
5.600006,,1159.482,1136.685,5.600006,-90.10315945,-1.572896282,5.600006,1.579665052,-0.019661366023793408,-89.52785686,-7.610931698,
5.700004,,1158.612,1162.654,5.700004,-66.33885049,-1.054001581,5.700004,1.815211376,0.0034886571173092596,-65.35771953,-8.295587803,
5.800006,,1158.035,1193.376,5.800006,-41.67555635,-0.5154775,5.800006,1.595617406,0.03051807587853553,-40.83816279,-9.787523408,
5.900001,,1154.942,1200.997,5.900001,-26.25998627,-0.17887787,5.900001,4.722700291,0.039876461328794056,-25.50380464,-10.23827662,
6.000005,,1158.622,1211.941,6.000005,-16.76353035,0.028477651,6.000005,1.711631723,0.0460193229543371,-15.88409099,-9.834604129,
6.100001,,1156.278,1218.801,6.100001,-8.740289353,0.203665461,6.100001,1.679280078,0.05407263651128873,-7.784645135,-10.09148205,
6.199999,,1155.561,1227.714,6.199999,-7.534988691,0.229983252,6.199999,0.0,0.06243980196631768,-6.410056257,-10.95578241,
6.300001,,1155.379,1208.872,6.300001,-16.12411296,0.042439357,6.300001,1.633987574,0.04629909319798972,-14.86575389,-11.05609505,
6.4,,1156.666,1203.878,6.4,-25.82226496,-0.169320206,6.4,0.303637578,0.04081731459211215,-24.72465616,-10.36004932,
6.500001,,1156.359,1198.289,6.500001,-29.28352068,-0.244896872,6.500001,0.303729617,0.03626036550932718,-28.20209691,-10.10855586,
6.599999,,1155.907,1200.047,6.599999,-31.454163,-0.29229294,6.599999,0.303720411,0.03818646309780986,-29.9463019,-10.48012583,
6.700004,,1155.391,1187.656,6.700004,-39.95102957,-0.477822385,6.700004,0.293352463,0.02792561132984407,-38.17767044,-10.44784073,
6.800005,,1157.686,1174.483,6.800005,-53.4871598,-0.773384366,6.800005,1.552023353,0.014509115597839161,-51.94401533,-9.596199597,
6.900003,,1157.082,1162.586,6.900003,-65.73968869,-1.040918858,6.900003,1.761563753,0.004756793381972846,-64.28640916,-8.484906181,
7.000004,,1158.507,1154.99,7.000004,-74.20625078,-1.225786602,7.000004,0.597319826,-0.00303580384063286,-72.36030534,-7.611162262,
7.099999,,1159.533,1146.922,7.099999,-80.57439332,-1.364835266,7.099999,0.3029857,-0.01087593022363303,-78.48426462,-7.039680653,
7.2,,1159.039,1141.895,7.2,-86.44013327,-1.492913949,7.2,0.0,-0.014791564390844489,-84.5015817,-6.70226559,
7.300005,,1159.068,1136.358,7.300005,-92.03804287,-1.615144544,7.300005,0.303692795,-0.01959332843284435,-90.02420157,-6.545103619,
7.400004,,1160.245,1128.52,7.400004,-97.77755458,-1.740467027,7.400004,1.683810006,-0.027343362824231013,-95.41372295,-6.455657857,
7.5,,1159.033,1124.661,7.5,-104.5783931,-1.888963626,7.5,0.0,-0.029655756134639694,-102.1728581,-6.205955577,
7.600002,,1159.777,1117.462,7.600002,-110.5268397,-2.018848212,7.600002,0.0,-0.0364854622914578,-108.2718309,-5.847062127,
7.7,,1160.04,1117.009,7.7,-109.1621687,-1.989050562,7.7,0.626428688,-0.03709441053756763,-106.8170697,-6.052079834,
7.800002,,1158.371,1129.525,7.800002,-96.7492518,-1.718013992,7.800002,3.631303068,-0.024902211812968384,-94.24445785,-7.221767782,
7.899999,,1156.767,1149.187,7.899999,-79.76518857,-1.347166246,7.899999,12.9607972,-0.006552745712835994,-77.18587169,-8.539712918,
8.000006,,1156.322,1158.984,8.000006,-68.37505026,-1.09846209,8.000006,7.199272334,0.002302126916205032,-65.63703036,-9.059221704,
8.100003,,1156.499,1160.362,8.100003,-65.00041556,-1.024776797,8.100003,11.1549934,0.0033402536448367496,-62.19714996,-9.173501788,
8.200006,,1155.732,1159.78,8.200006,-65.82030697,-1.042679161,8.200006,10.66779319,0.0035025421118390783,-63.16760569,-9.730404895,
8.300002,,1154.416,1161.808,8.300002,-68.27736128,-1.096329047,8.300002,9.143822731,0.0064032376543638105,-65.54370555,-10.43162052,
8.4,,1154.881,1153.12,8.4,-70.1532022,-1.137288113,8.4,0.286295039,-0.0015248324286226845,-67.11733689,-10.43786994,
8.500003,,1155.448,1159.195,8.500003,-67.3918233,-1.076993287,8.500003,6.309903437,0.0032428979928130416,-64.33740148,-9.829829092,
8.600001,,1155.853,1169.227,8.600001,-58.46288078,-0.882029446,8.600001,9.720678346,0.011570675509775051,-55.48640692,-9.301044176,
8.700005,,1155.427,1177.097,8.700005,-46.6143616,-0.623316524,8.700005,1.871936732,0.018754971105920212,-43.42797688,-9.111851929,
8.799999,,1156.015,1191.867,8.799999,-36.40792366,-0.400458516,8.799999,13.01418816,0.031013438406940964,-32.95405753,-9.173565946,
8.900003,,1155.687,1192.787,8.900003,-30.75945375,-0.277123934,8.900003,7.709823348,0.03210211761489066,-27.27175903,-9.362913265,
9.000002,,1155.253,1196.831,9.000002,-30.14669141,-0.263744242,9.000002,8.217991305,0.035990384790171484,-26.74677053,-9.31745554,
9.100001,,1155.522,1193.491,9.100001,-32.13813856,-0.307227576,9.100001,9.162531583,0.03285874262887254,-28.65665522,-8.839336731,
9.199999,,1156.754,1191.437,9.199999,-32.63604693,-0.318099426,9.199999,3.472338492,0.029983038744625042,-28.93227571,-8.449720628,
9.300004,,1156.032,1195.393,9.300004,-30.01783185,-0.260930588,9.300004,6.630933003,0.03404836544317121,-26.20934043,-8.484469322,
9.400004,,1155.949,1199.942,9.400004,-26.77227688,-0.190063757,9.400004,6.348296084,0.03805790739902879,-22.9252153,-8.248616941,
9.500004,,1156.934,1197.906,9.500004,-25.25998838,-0.157042873,9.500004,3.270553011,0.035414293295901046,-21.29584903,-7.356513758,
9.600005,,1158.001,1200.63,9.600005,-25.17792928,-0.155251109,9.600005,3.298546789,0.03681257615494299,-21.08317896,-6.889587455,
9.700002,,1156.408,1197.22,9.700002,-26.70669578,-0.188631791,9.700002,3.488911859,0.03529204225498278,-22.53762873,-7.69693384,
9.800006,,1155.396,1193.621,9.800006,-31.74487537,-0.298640657,9.800006,1.473968826,0.03308389504550833,-27.53574182,-8.686495842,
9.900001,,1155.551,1184.861,9.900001,-40.05111262,-0.480007702,9.900001,1.178828245,0.025364523071677646,-35.75776401,-8.397528461,
10.000004,,1157.363,1174.732,10.000004,-47.86808815,-0.650691697,10.000004,0.589396787,0.015007391803608647,-43.45724039,-7.199545827,
10.100003,,1157.429,1172.358,10.100003,-52.73188801,-0.756892974,10.100003,1.638324443,0.012898415367162788,-48.22974217,-6.468640846,
10.2,,1157.034,1168.503,10.2,-56.2920561,-0.834629397,10.2,3.155334195,0.009912413982648584,-51.65037341,-6.550710279,
10.300002,,1157.411,1163.17,10.300002,-60.27807733,-0.92166434,10.300002,1.570485921,0.004975760555239249,-55.50698098,-6.791281959,
10.400002,,1156.998,1159.133,10.400002,-63.98558253,-1.002617875,10.400002,9.086101435,0.0018452927317073934,-59.23813329,-6.796518263,
10.5,,1156.818,1156.946,10.5,-67.54728644,-1.080387832,10.5,1.683452834,0.00011064834744958072,-62.74810768,-6.715043596,
10.599999,,1157.089,1150.649,10.599999,-73.05276386,-1.200600166,10.599999,0.294741737,-0.005565691143896498,-67.97505755,-6.757126921,
10.700005,,1156.508,1142.001,10.700005,-80.92798649,-1.372555988,10.700005,3.173494541,-0.012543795633060958,-75.72862173,-6.938387412,
10.8,,1156.707,1135.294,10.8,-88.23852167,-1.532181836,10.8,1.761770989,-0.018512034594759096,-83.18883223,-7.082227189,
10.900003,,1155.971,1132.719,10.900003,-91.03345578,-1.593209342,10.900003,0.884147188,-0.020114691458522706,-85.95478534,-7.005038522,
11.000004,,1157.09,1133.617,11.000004,-87.87383639,-1.524218917,11.000004,1.761822806,-0.02028623529716786,-82.52760174,-6.755765619,
11.100004,,1156.683,1141.731,11.100004,-82.30697434,-1.402666247,11.100004,1.176199094,-0.012926618615471999,-76.81040858,-6.522034773,
11.200005,,1156.525,1142.239,11.200005,-80.72869742,-1.368204503,11.200005,0.0,-0.012352521562439253,-75.16081957,-6.387899885,
11.300005,,1157.264,1136.721,11.300005,-86.008846,-1.483496773,11.300005,4.80337905,-0.017751351463451637,-80.29765495,-6.351005074,
11.400003,,1156.59,1126.493,11.400003,-95.13703539,-1.682811178,11.400003,1.599195457,-0.026022185908576058,-89.41757102,-6.372558908,
11.500001,,1156.38,1119.499,11.500001,-103.6644556,-1.869007762,11.500001,1.762289295,-0.031893495217835036,-98.05207551,-6.382607832,
11.6,,1156.908,1113.257,11.6,-109.3526656,-1.99321007,11.6,4.720521166,-0.03773074436342375,-103.5645065,-6.476453201,
11.700005,,1155.652,1109.129,11.700005,-112.046702,-2.052034471,11.700005,1.570152777,-0.04025692855634753,-105.8999111,-6.928083126,
11.800001,,1155.205,1108.266,11.800001,-113.6462082,-2.086959756,11.800001,1.86726856,-0.04063261499041283,-107.4787076,-7.755422174,
11.900001,,1154.255,1107.087,11.900001,-116.5483844,-2.150328897,11.900001,0.910912735,-0.040864453695240756,-110.5833531,-8.486923154,
12.000001,,1154.041,1101.473,12.000001,-119.3267745,-2.210995165,12.000001,0.589535497,-0.0455512412470614,-113.2974591,-8.613263003,
12.100004,,1154.346,1101.529,12.100004,-118.197144,-2.186329633,12.100004,7.419892028,-0.04575491230532267,-111.8897147,-8.271669332,
12.200004,,1154.112,1108.929,12.200004,-114.4308346,-2.104092107,12.200004,5.051736249,-0.03914957993678256,-107.9177405,-8.304792445,
12.300005,,1153.427,1109.167,12.300005,-113.0124017,-2.073120565,12.300005,1.634660689,-0.03837260615539605,-106.4835648,-9.397973165,
12.400006,,1150.853,1106.714,12.400006,-112.7385208,-2.067140363,12.400006,11.89797454,-0.03835329099372389,-106.3885897,-11.27186267,
12.500001,,1149.084,1115.511,12.500001,-106.2557799,-1.925589438,12.500001,6.507094081,-0.029217185166619752,-99.9715257,-13.01977202,
12.600003,,1148.993,1126.987,12.600003,-91.63202989,-1.606279233,12.600003,1.552205949,-0.01915242303477903,-85.05636976,-13.90286141,
12.700003,,1148.158,1147.847,12.700003,-76.33823179,-1.272338499,12.700003,1.683452834,-0.0002708686435141521,-69.4643163,-13.51002298,
12.800001,,1150.43,1151.719,12.800001,-67.05212355,-1.069575929,12.800001,6.265611162,0.0011204506141181882,-60.21149102,-12.02878906,
12.900005,,1150.487,1158.873,12.900005,-61.80132829,-0.95492459,12.900005,3.06287699,0.007289087143096764,-55.06193871,-10.92680592,
12.999999,,1150.742,1162.956,12.999999,-56.52077731,-0.839623534,12.999999,3.131858771,0.010614021214138306,-49.63645779,-11.95297325,
13.100003,,1147.694,1166.568,13.100003,-53.94633173,-0.783410405,13.100003,6.274067566,0.01644515001385389,-46.82995818,-14.56036739,
13.200003,,1144.249,1162.837,13.200003,-59.22462467,-0.898662156,13.200003,14.16027608,0.016244715966542218,-52.03615495,-16.15421982,
13.300004,,1146.808,1147.897,13.300004,-69.71456988,-1.127710558,13.300004,1.736494859,0.0009495922595586548,-62.61871295,-15.90971597,
13.4,,1145.961,1142.363,13.4,-76.79090855,-1.282222715,13.4,1.552479924,-0.003139722905055195,-69.75558587,-15.90431884,
13.500005,,1144.232,1145.17,13.500005,-76.51204218,-1.276133656,13.500005,1.815706569,0.0008197638241196732,-69.29559794,-17.47623388,
13.600001,,1140.978,1145.64,13.600001,-71.81858353,-1.173651786,13.600001,3.521825191,0.004085968353465215,-64.39832839,-19.55312294,
13.7,,1140.699,1154.752,13.7,-65.90885821,-1.044612681,13.7,6.621656019,0.012319639098482495,-58.5528516,-21.35982075,
13.800004,,1139.252,1158.692,13.800004,-59.39005434,-0.90227432,13.800004,8.083148767,0.017063827844936902,-52.12054942,-23.03933709,
13.900004,,1137.403,1164.586,13.900004,-53.5737758,-0.77527563,13.900004,1.649685842,0.0238991808532244,-46.17787739,-23.09535218,
14.000004,,1141.089,1168.054,14.000004,-52.30666888,-0.747608296,14.000004,0.294819786,0.023630935010327984,-44.62857653,-19.52309948,
14.100005,,1148.405,1160.439,14.100005,-58.07017635,-0.873454728,14.100005,0.0,0.0104788815792339,-50.0278888,-13.94413609,
14.2,,1150.671,1149.89,14.2,-68.18963554,-1.094413552,14.2,1.524329131,-0.000678734408010586,-59.95219075,-10.40815747,
14.300005,,1150.709,1142.013,14.300005,-77.41541954,-1.295858939,14.300005,5.921708792,-0.0075570800263143325,-69.26407125,-9.849147603,
14.400003,,1151.435,1136.844,14.400003,-81.9670848,-1.395244744,14.400003,3.140210394,-0.012672013617789885,-73.7622953,-9.486077954,
14.5,,1153.774,1138.752,14.5,-80.05060637,-1.353398356,14.5,0.0,-0.01301988084321534,-71.47858281,-7.772937884,
14.600001,,1153.487,1143.529,14.600001,-72.90960153,-1.19747421,14.600001,1.552160296,-0.008632953817424975,-64.1315883,-6.713205902,
14.700004,,1152.448,1155.47,14.700004,-65.78302733,-1.041865159,14.700004,4.720092027,0.002622244127283777,-57.10972256,-8.576614101,
14.800005,,1149.222,1154.67,14.800005,-62.73445955,-0.975299551,14.800005,6.544657689,0.004740598422237037,-54.09925539,-12.27789997,
14.900001,,1144.657,1154.784,14.900001,-61.76745106,-0.954184879,14.900001,0.294793765,0.008847191778847446,-53.07758865,-14.55441936,
15.000002,,1146.78,1158.481,15.000002,-59.7827383,-0.910848591,15.000002,0.0,0.010203351994279655,-51.08340051,-14.32033883,
15.100006,,1147.635,1160.136,15.100006,-58.39440333,-0.880534238,15.100006,1.645416708,0.010892836136925047,-49.54562363,-13.73850286,
15.2,,1145.056,1157.461,15.2,-60.18574871,-0.919648341,15.2,7.621645657,0.010833531285806084,-51.13051699,-14.54993851,
15.300002,,1144.111,1151.023,15.300002,-64.31948996,-1.009908757,15.300002,0.0,0.00604137185989804,-55.31264643,-16.02951533,
15.400006,,1143.486,1150.317,15.400006,-69.13095826,-1.114967373,15.400006,0.0,0.005973837895697808,-60.16558504,-17.34243195,
15.5,,1141.279,1142.569,15.5,-73.7293913,-1.215374355,15.5,0.0,0.001130310817950706,-64.55545246,-19.03577214,
15.600005,,1138.354,1140.842,15.600005,-75.51924604,-1.25445591,15.600005,0.0,0.0021856118571200664,-66.33516835,-21.30002644,
15.700006,,1137.325,1146.32,15.700006,-70.67573969,-1.148697742,15.700006,10.99792926,0.007908909062932663,-61.71225226,-23.06754066,
15.800001,,1136.45,1159.377,15.800001,-57.87332531,-0.869156477,15.800001,9.442250295,0.02017422675876625,-48.78681052,-23.54763203,
15.900005,,1136.549,1173.055,15.900005,-40.70473756,-0.494279631,15.900005,4.896950233,0.03212004057898083,-31.2606181,-23.28292364,
16.000001,,1136.706,1192.607,16.000001,-26.76938486,-0.19000061,16.000001,8.800306747,0.04917806363298872,-17.20495897,-23.34459457,
16.099999,,1135.406,1193.442,16.099999,-21.79920967,-0.081476622,16.099999,3.132900293,0.051114755426693234,-12.30010836,-24.07727009,
16.199999,,1135.486,1190.66,16.199999,-24.24977233,-0.134984762,16.199999,4.716977795,0.048590647528899494,-14.79227243,-24.74902344,
16.299993,,1134.795,1188.151,16.299993,-28.89319083,-0.236374004,16.299993,1.599583234,0.04701818390105701,-19.32341365,-24.62837104,
16.399993,,1134.507,1180.479,16.399993,-34.03761288,-0.348702679,16.399993,0.589518155,0.04052156575499312,-24.24021224,-24.53821421,
16.499991,,1134.006,1175.216,16.499991,-41.6098229,-0.514042208,16.499991,3.22203044,0.036340195730886614,-31.7219712,-25.87189514,
16.599988,,1134.12,1163.811,16.599988,-51.86077527,-0.73787219,16.599988,3.155525468,0.02617976933657817,-41.99447379,-26.94848904,
16.699986,,1133.261,1151.573,16.699986,-61.86425958,-0.956298697,16.699986,0.0,0.016158678362707377,-51.83744996,-23.2726973,
16.799983,,1146.266,1147.795,16.799983,-69.65216071,-1.126347851,16.799983,0.0,0.0013338963207492817,-59.19140806,-14.32875283,
16.899981,,1153.172,1139.075,16.899981,-76.234214,-1.270067266,16.899981,0.0,-0.012224542392635252,-65.33382917,-6.547220896,
16.999978,,1153.787,1133.054,16.999978,-82.48120908,-1.40647067,16.999978,0.0,-0.017969521237455394,-71.48904547,-5.365706503,
17.099978,,1150.507,1127.71,17.099978,-87.77067188,-1.521966316,17.099978,0.0,-0.019814742543939345,-76.88363322,-8.052367738,
17.199974,,1149.632,1122.433,17.199974,-92.64419336,-1.628379865,17.199974,1.599583234,-0.02365887518788627,-81.61988155,-9.102320094,
17.299974,,1150.131,1115.809,17.299974,-99.67522855,-1.781902819,17.299974,0.0,-0.029841818018990978,-88.39538114,-9.057510403,
17.39997,,1147.818,1105.135,17.39997,-110.2335751,-2.012444766,17.39997,1.570485921,-0.037186208963441936,-99.0364197,-12.41316054,
17.499966,,1137.797,1092.593,17.499966,-121.6528113,-2.261784276,17.499966,0.0,-0.03972940691529328,-110.8045592,-19.29435391,
17.599964,,1133.97,1084.421,17.599964,-129.4401856,-2.431821928,17.599964,1.786856278,-0.04369515948393694,-118.677602,-25.00092273,
17.699963,,1132.713,1082.261,17.699963,-132.3309688,-2.494942302,17.699963,1.619272189,-0.04454085015356935,-121.2907649,-26.99838114,
17.799962,,1129.857,1080.382,17.799962,-133.3993016,-2.518269394,17.799962,1.570533524,-0.043788727246014236,-122.2763132,-27.73436319,
17.899959,,1128.489,1078.509,17.899959,-135.5952153,-2.566217264,17.899959,1.545425225,-0.04428931075092448,-124.7232334,-30.24463962,
17.999952,,1125.618,1076.517,17.999952,-137.8319092,-2.61505557,17.999952,0.0,-0.043621370660383796,-126.9526176,-33.66612606,
18.099951,,1123.384,1072.688,18.099951,-137.700477,-2.612185743,18.099951,0.302894111,-0.045127934882462195,-126.4985549,-34.06298734,
18.199946,,1128.863,1079.531,18.199946,-136.4072114,-2.583947233,18.199946,1.523925632,-0.043700608488364046,-124.9809055,-29.19652839,
18.299945,,1138.294,1080.196,18.299945,-134.8713406,-2.550411429,18.299945,1.524149772,-0.051039538115812064,-123.1834455,-21.35484492,
18.39994,,1142.275,1084.612,18.39994,-126.4828627,-2.367248655,18.39994,1.523970455,-0.050480838677201205,-114.5102606,-14.70204629,
18.499938,,1147.315,1108.464,18.499938,-104.1717071,-1.88008362,18.499938,0.0,-0.03386253993018492,-92.18555376,-11.11719569,
18.599941,,1148.63,1143.249,18.599941,-73.52037763,-1.210810533,18.599941,0.294715729,-0.004684711351784374,-61.30790532,-9.747997963,
18.699933,,1148.186,1164.111,18.699933,-48.54428503,-0.665456484,18.699933,0.0,0.013869704037499311,-35.69958139,-9.261324807,
18.799932,,1149.053,1174.46,18.799932,-37.21575189,-0.41809748,18.799932,3.104320592,0.02211125161328496,-24.25593439,-9.187103607,
18.899927,,1148.231,1178.634,18.899927,-37.22717634,-0.418346933,18.899927,6.09570253,0.026478121562647255,-24.75569202,-9.582728411,
18.999928,,1147.425,1172.917,18.999928,-39.86661994,-0.475979297,18.999928,0.0,0.02221670261672873,-27.50307556,-10.3196338,
19.09992,,1146.31,1174.331,19.09992,-36.16512883,-0.39515708,19.09992,0.303720411,0.02444452198794389,-23.42245267,-11.05606777,
19.199917,,1146.643,1188.58,19.199917,-26.04115377,-0.174099653,19.199917,1.548380426,0.03657371998084835,-12.97491555,-11.71400016,
19.299916,,1144.183,1193.881,19.299916,-19.35694847,-0.028149745,19.299916,0.0,0.04343535955349808,-6.178969739,-12.61514979,
19.399913,,1143.571,1189.654,19.399913,-22.92954459,-0.106157533,19.399913,1.524239446,0.04029745420266873,-9.873022116,-13.97422108,
19.499914,,1143.263,1180.692,19.499914,-31.50751041,-0.293457783,19.499914,0.0,0.03273874865188508,-18.6324264,-15.18015288,
19.599909,,1140.835,1174.763,19.599909,-36.11736464,-0.394114147,19.599909,0.0,0.029739620541094795,-23.12845644,-15.09913797,
19.699902,,1144.013,1176.77,19.699902,-36.46573858,-0.401720907,19.699902,0.0,0.02863341587901542,-23.10833485,-13.82015388,
19.799904,,1144.279,1174.389,19.799904,-39.26176161,-0.462772189,19.799904,0.303711205,0.026313512701010768,-25.64018906,-13.08836028,
