Time,Position
0,431;926
33.999,418;935
67.073,412;944
100.074,404;950
132.999,400;958
167.038,399;964
200.081,402;966
233.073,399;968
267.08,396;970
300.081,395;972
333.078,391;975
367.076,386;976
399.999,383;977
434.075,383;975
467.073,381;975
500.067,382;974
534.007,373;975
566.184,374;975
600.043,371;976
634.114,371;977
667.321,367;979
700.322,362;980
733.313,359;981
767.312,356;981
800.313,355;981
833.312,352;982
866.32,350;982
900.314,348;983
933.319,347;984
967.238,346;985
999.657,345;986
1033.576,344;987
1066.727,343;987
1100.801,341;988
1133.382,337;989
1167.302,333;991
1200.311,329;991
1233.31,325;992
1267.385,322;991
1300.431,321;991
1333.428,318;990
1367.428,315;989
1400.428,312;989
1433.655,308;990
1467.574,306;992
1500.574,308;993
1534.574,308;990
1568.575,307;989
1601.574,307;985
1634.574,307;983
1668.574,307;977
1702.574,306;972
1733.698,305;965
1767.888,303;960
1802.887,300;954
1834.888,297;945
1867.888,293;936
1901.887,289;932
1934.888,284;931
1967.888,282;930
2000.888,282;931
2033.887,281;928
2066.887,281;923
2100.888,280;917
2133.887,280;913
2167.888,279;910
2200.888,277;906
2233.893,274;898
2266.897,271;894
2300.887,269;889
2333.962,270;881
2367.887,272;874
2401.889,273;867
2434.888,272;859
2466.888,270;849
2501.888,270;840
2534.887,268;832
2567.888,265;828
2600.893,263;824
2634.888,261;820
2666.888,261;814
2700.888,263;806
2733.888,263;802
2767.955,263;799
2800.958,262;793
2833.958,261;802
2866.967,261;797
2900.958,261;791
2933.957,261;788
2966.958,261;786
3001.958,262;784
3033.958,262;779
3067.969,263;774
3100.957,263;768
3133.958,263;763
3168.958,264;756
3201.249,264;751
3235.249,264;749
3267.248,264;746
3301.248,264;740
3335.249,264;734
3367.249,262;729
3401.249,260;725
3435.249,257;723
3467.249,255;720
3502.248,254;717
3535.249,253;716
3567.248,253;718
3601.249,253;717
3634.249,252;717
3668.248,252;716
3701.249,252;716
3734.248,252;716
3768.248,251;715
3801.248,251;700
3834.253,251;692
3868.249,250;688
3901.248,249;687
3935.249,249;686
3967.249,249;685
4002.247,249;681
4035.248,249;677
4067.249,248;676
4101.248,248;681
4134.262,247;685
4167.263,250;686
4201.333,255;685
4234.333,262;679
4269.324,268;666
4301.324,269;650
4334.324,269;642
4368.324,271;639
4401.363,274;633
4435.324,274;633
4469.43,274;637
4501.423,276;641
4534.516,277;643
4568.423,279;644
4601.502,283;644
4634.521,286;645
4667.423,289;647
4702.427,291;650
4735.423,289;655
4767.43,286;662
4801.423,283;666
4834.422,281;670
4868.423,280;671
4901.423,279;671
4934.424,282;672
4968.422,284;672
5001.808,285;671
5034.808,288;672
