Time,Position
0,613;497
32.773,613;497
66.564,614;497
99.566,614;497
133.101,614;497
166.094,614;497
202.202,613;496
233.726,613;496
267.732,613;497
301.741,613;497
334.252,613;497
366.253,613;497
399.278,612;497
434.349,612;497
466.35,612;497
500.36,611;497
534.475,610;496
566.466,610;495
599.644,608;494
633.198,607;491
666.19,606;489
702.207,606;488
733.868,606;487
765.876,605;487
800.878,605;486
833.954,605;486
865.952,605;486
899.964,606;487
935.038,606;488
966.036,605;489
1000.053,604;489
1035.135,605;488
1067.134,605;487
1100.136,605;486
1133.221,605;486
1166.211,605;485
1200.221,605;485
1234.294,605;484
1266.003,605;484
1300.011,605;484
1333.557,605;485
1366.546,606;484
1401.563,605;485
1435.108,605;485
1466.106,605;485
1501.13,606;485
1533.664,606;485
1566.655,606;485
1599.956,606;486
1634.023,606;485
1666.014,606;486
1700.027,606;486
1734.101,606;486
1766.112,606;485
1800.127,606;485
1835.198,606;486
1866.197,606;486
1900.945,606;486
1934.631,606;486
1966.629,606;486
2000.083,606;486
2035.625,606;486
2066.625,606;486
2100.3,606;486
2135.242,606;486
2166.532,607;486
2199.547,607;486
2234.631,606;486
2266.712,607;486
2301.642,607;486
2335.325,607;486
2366.323,607;486
2400.347,607;486
2433.859,607;486
2466.869,607;486
2500.862,607;486
2533.831,607;486
2566.83,607;486
2599.833,607;486
2634.367,607;486
2666.364,607;486
2701.39,607;486
2734.621,607;486
2766.62,607;486
2801.638,607;486
2833.421,607;486
2866.491,607;486
2901.429,607;486
2934.129,607;486
2966.191,607;486
3001.209,607;486
3035.744,607;487
3066.741,607;486
3100.758,607;487
3133.92,607;487
3166.912,607;487
3201.93,607;487
3234.47,607;487
3266.478,607;487
3302.487,607;487
3333.004,607;487
3367.002,607;487
3402.012,607;487
3433.726,607;487
3466.727,607;487
3500.735,607;487
3535.268,607;487
3567.268,607;487
3600.285,607;487
3635.354,607;487
3667.352,607;488
3700.492,604;488
3734.634,602;487
3766.644,601;487
3803.938,600;487
3834.538,600;487
3866.537,600;486
3902.675,600;485
3933.367,600;484
3966.358,599;483
4001.375,598;482
4035.908,598;481
4066.907,598;481
4099.919,598;479
4134.042,598;479
4167.042,597;479
4203.063,597;479
4234.74,597;479
4266.739,597;479
4303.611,597;478
4335.453,597;479
4366.451,597;479
4401.465,598;479
4435.499,598;479
4466.496,598;479
4500.764,597;479
4535.778,597;478
4566.77,597;478
4601.025,597;478
4635.171,597;478
4667.169,597;478
4700.394,597;479
4735.531,596;479
4766.531,595;479
4800.534,595;479
4835.363,594;478
4867.36,593;477
4901.372,592;476
4934.879,592;475
4966.871,591;474
5000.335,591;472
5034.307,590;471
5067.298,590;469
5101.312,589;467
5134.619,589;466
5166.617,588;464
5202.631,588;463
5235.139,587;461
5267.139,587;460
5301.001,586;459
5336.017,586;458
5367.009,585;457
5401.02,585;456
5435.261,585;455
5467.269,584;455
5501.272,584;454
5534.775,584;453
5566.773,584;453
5600.778,584;454
5634.3,584;454
5667.471,584;455
5700.02,585;455
5734.369,585;455
5767.368,584;455
5802.913,585;455
5834.526,584;456
5867.514,585;456
5900.608,585;456
5934.857,585;456
5966.856,584;456
6001.861,584;459
6036.116,583;469
6067.112,585;473
6101.13,587;478
6133.667,588;480
6167.676,589;484
6200.685,590;489
6234.217,593;490
6267.216,595;491
6301.232,595;492
6335.769,594;493
6366.768,593;498
6401.377,592;503
6436.099,593;505
6467.172,594;506
6501.115,595;507
6535.647,598;508
6567.721,601;508
6600.65,605;509
6635.197,609;510
6667.225,611;510
6701.199,612;511
6735.838,614;512
6767.537,614;513
6802.532,616;510
6834.051,616;508
