Time,Events,CH1-410,CH1-470
0,,1828.899,1808.77
99.996,,1821.275,1804.884
199.995,,1815.076,1802.222
299.997,,1809.487,1795.603
400.001,,1803.454,1792.797
499.997,,1794.4,1781.998
599.997,,1775.418,1780.266
699.998,,1781.038,1776.901
799.997,,1779.184,1774.959
900,,1773.509,1772.529
999.995,,1775.578,1773.997
1099.996,,1774.272,1775.633
1199.996,,1776.976,1776.663
1299.996,,1776.442,1774.967
1399.999,,1774.158,1775.568
1499.997,,1772.322,1776.361
1599.997,,1774.602,1773.486
1700,,1771.061,1768.746
1799.997,,1764.926,1773.518
1899.997,,1763.727,1775.037
2000,,1761.168,1774.103
2100,,1764.664,1773.122
2199.997,,1763.5,1771.299
2299.998,,1760.778,1768.917
2400.001,,1761.84,1767.699
2499.999,,1761.651,1763.449
2599.997,,1758.71,1762.709
2699.998,,1759.378,1759.768
2800.001,,1761.597,1759.497
2899.994,,1760.378,1758.58
2999.996,,1759.15,1756.414
3099.996,,1759.924,1753.522
3199.995,,1759.353,1753.616
3299.999,,1760.544,1752.86
3400,,1758.801,1752.417
3499.995,,1758.37,1757.115
3600,,1759.947,1763.692
3699.999,,1760.528,1763.35
3800,,1758.998,1761.254
3900,,1758.852,1760.205
3999.995,,1753.532,1757.346
4100,,1755.579,1754.479
4199.999,,1752.835,1754.157
4299.997,,1754.005,1761.365
4399.998,,1751.179,1761.58
4499.995,,1752.753,1762.116
4600,,1753.189,1759.686
4699.994,,1752.187,1758.549
4799.995,,1751.851,1754.868
4899.996,,1752.845,1751.561
4999.999,,1751.363,1750.799
5099.995,,1748.41,1749.142
5199.995,,1750.872,1747.839
5299.994,,1750.171,1749.784
5399.996,,1754.661,1750.817
5500,,1746.478,1751.755
5599.996,,1756.41,1745.993
5699.996,,1759.903,1752.565
5799.996,,1756.018,1750.268
5899.995,,1753.718,1749.869
5999.994,,1752.709,1753.393
6100.001,,1748.304,1751.124
6199.998,,1748.424,1750.873
6299.999,,1753.241,1758.338
6400.001,,1753.129,1757.472
6500,,1749.516,1754.837
6599.999,,1747.309,1752.427
6699.995,,1745.905,1748.854
6799.995,,1742.973,1747.498
6899.994,,1742.012,1745.311
6999.996,,1742.353,1746.068
7100,,1740.207,1746.744
7199.998,,1744.355,1748.167
7299.997,,1745.487,1746.713
7399.999,,1744.716,1747.379
7499.997,,1749.643,1746.765
7599.995,,1745.023,1742.006
7699.998,,1744.483,1741.285
7799.994,,1744.579,1742.123
7900,,1742.953,1740.684
8000,,1745.42,1739.894
8099.997,,1745.593,1739.461
8199.994,,1744.157,1741.657
8299.999,,1744.052,1740.307
8399.994,,1745.656,1739.909
8500.001,,1742.632,1739.578
8599.996,,1744.278,1737.841
8700,,1743.262,1734.832
8799.999,,1742.717,1735.49
8899.994,,1741.232,1734.126
8999.995,,1743.376,1732.881
9099.994,,1741.539,1733.684
9200,,1740.422,1731.49
9299.997,,1743.431,1733.013
9399.997,,1742.515,1732.067
9499.996,,1743.193,1733.965
9599.999,,1742.403,1731.519
9700.001,,1744.364,1735.379
9799.995,,1741.403,1736.792
9899.994,,1742.345,1739.54
10000.001,,1742.392,1742.375
10099.994,,1739.581,1743.623
10200,,1738.532,1743.073
10300,,1743.815,1741.216
10399.994,,1742.806,1741.477
10499.995,,1743.545,1741.974
10599.996,,1743.826,1738.839
10699.996,,1741.675,1741.264
10799.995,,1743.839,1737.105
10899.995,,1738.967,1735.021
11000,,1736.042,1735.687
11099.994,,1746.27,1743.27
11199.998,,1749.755,1743.868
11299.998,,1748.627,1739.428
11399.996,,1746.724,1737.851
11499.999,,1743.473,1734.669
11599.998,,1738.405,1734.023
11699.995,,1743.352,1732.942
11799.999,,1741.187,1736.255
11900,,1744.263,1740.318
11999.996,,1750.626,1742.203
12100,,1749.464,1737.758
12199.998,,1744.836,1737.836
12299.995,,1740.609,1734.206
12399.997,,1738.985,1733.184
12499.998,,1737.561,1733.354
12599.997,,1737.471,1732.851
12699.998,,1737.971,1734.423
12799.998,,1732.687,1735.12
12900,,1732.562,1736.166
12999.994,,1732.429,1735.345
13099.995,,1737.052,1738.182
13199.994,,1738.474,1738.76
13299.996,,1732.686,1735.104
13399.998,,1735.084,1737.36
13499.995,,1740.359,1736.505
13599.996,,1742.526,1735.313
13699.997,,1739.902,1733.029
13800,,1742.915,1737.715
13899.996,,1742.266,1735.092
13999.999,,1738.747,1736.059
14099.996,,1743.427,1733.841
14199.998,,1740.54,1735.815
14299.996,,1743.728,1737.619
14399.997,,1743.32,1736.513
14500,,1746.874,1739.042
14600,,1743.846,1734.258
14699.996,,1736.082,1731.877
14799.995,,1731.454,1732.805
14899.998,,1737.018,1736.475
14999.997,,1735.138,1737.455
15100.001,,1735.993,1740.474
15199.994,,1736.715,1742.019
15299.997,,1736.596,1743.435
15399.996,,1737.121,1742.447
15499.996,,1736.061,1739.032
15599.999,,1739.365,1737.999
15700,,1740.097,1736.223
15799.999,,1739.699,1736.169
