Time,Fluorescence_Corrected_Z,Speed,Events,UV,Fluorescence,Fluorescence_Debleached,UV_Debleached,Fluorescence_Corrected,UV_Fitted_to_Fluo,Fluorescence_Corrected_BP
100.09728999999999,5.927639318124569,1.924398770349057,,915.909,821.462,-20.321211354808725,7.938400849943832,-22.262616609005892,1.9414052541971683,13.452484097856896
100.197284,6.1662948555285215,10.044748311734937,,913.175,822.092,-19.65859582441442,5.232163012569913,-20.937612471679127,1.2790166472647082,14.960798757542367
100.297281,5.823416737716883,14.443644731674878,,913.993,820.447,-21.271002530122928,6.077907853727993,-22.757026757955142,1.4860242278322142,12.793792296237065
100.397281,5.422185419843392,11.944573897429816,,912.161,817.236,-24.44943145483046,4.273635386697947,-25.493835397313934,1.044403942483475,10.25799075877196
100.497272,5.339705453810981,8.738905749890153,,912.904,817.236,-24.416886485802593,5.044342300708422,-25.649931453134055,1.2330449673314612,9.736713342583315
100.597269,5.468439904369279,2.1094021740439857,,908.907,816.827,-24.79336272065109,1.0750327678742906,-25.0548650631521,0.2615023425010125,10.550321361470278
100.697268,5.108618968795896,2.654363810808987,,914.44,816.264,-25.323861443999363,6.635705693247246,-26.946414297943623,1.6225528539442597,8.276235463901315
100.797263,5.327588724070928,2.864378435162961,,909.744,816.237,-25.318384586120033,1.967359431842283,-25.798296045407323,0.4799114592872917,9.660135018471628
100.89725999999999,6.505075697730463,1.285580124741147,,907.425,823.485,-18.037930178497163,-0.32400434163946557,-17.95699911428885,-0.08093106420831438,17.101910236757146
100.997256,8.125143689644219,2.591941437457872,,908.791,833.78,-7.7104991760414805,1.0696135582595616,-7.970675093105009,0.2601759170635282,27.34081911970786
101.097254,9.578103483093534,4.711858733197266,,909.959,843.639,2.180909412952019,2.265213974665812,1.6280939934271328,0.5528154195248863,36.523596021648146
101.19725,10.11145001791297,4.713677619415947,,910.93,846.953,5.527294311179844,3.263795818356357,4.7300623709724725,0.797231940207372,39.89437218679099
101.297244,9.615706899521559,7.590464734795485,,910.991,844.241,2.847655539073685,3.352359105214532,2.0287465269559326,0.8189090121177522,36.76125145118318
