Time,Fluorescence_Corrected_Z,Speed,Events,UV,Fluorescence,Fluorescence_Debleached,UV_Debleached,Fluorescence_Corrected,UV_Fitted_to_Fluo,Fluorescence_Corrected_BP
100.096294,3.201148327598166,1.924398770349057,,1087.127,925.382,-9.217239678207306,-4.636006091223635,-8.343405200423984,-0.8738344777833228,-6.290574348966841
100.19629499999999,3.664595165990839,10.044748311734937,,1096.844,930.273,-4.316682282582178,5.104691817485218,-5.278654149332766,0.9619718667505878,-3.3161386756634617
100.296289,3.1363481003020093,14.443644731674878,,1098.625,927.144,-7.436127392437584,6.909379024908731,-8.738224397688276,1.3020970052506915,-6.706466942767524
100.396283,3.2461385591113734,11.944573897429816,,1097.377,927.7,-6.870574337989183,5.685057194758656,-7.941926297596753,1.0713519596075707,-6.001823755636266
100.496284,4.261296916056294,8.738905749890153,,1097.962,934.25,-0.3110224499673677,6.293727988213504,-1.4970891574122434,1.1860667074448756,0.513536757818362
100.596281,4.013831001902368,2.1094021740439857,,1089.666,931.186,-3.3654727784434044,-1.9786111943415108,-2.9924712448032893,-0.3730015336401152,-1.074717561790146
100.696276,4.374963106578795,2.654363810808987,,1098.007,934.999,0.4570748684551518,6.386040125688396,-0.7463896896614277,1.2034645581165795,1.2430546742879187
100.79627400000001,3.361497152942188,2.864378435162961,,1090.375,927.145,-7.387379031185446,-1.2223168646578415,-7.1569145048296825,-0.23046452635576367,-5.261443871068443
100.89627300000001,2.917398952530864,1.285580124741147,,1093.941,924.889,-9.633834667693236,2.3673173657555253,-10.079900032368911,0.4460653646756747,-8.111698571984228
100.99626300000001,3.1056368089571684,2.591941437457872,,1088.752,925.209,-9.3042929945874,-2.798059540892382,-8.77685196516219,-0.5274410294252089,-6.903574254721841
101.096266,1.9853717262247894,4.711858733197266,,1095.08,919.133,-15.370751911892398,3.553557617000024,-16.040385176916274,0.6696332650238758,-14.093517414528332
101.19626099999999,2.0440801332264416,4.713677619415947,,1094.765,919.541,-14.953213422606268,3.262163883843641,-15.56792839849938,0.614714975893111,-13.716722568512854
101.296254,2.282785440957825,7.590464734795485,,1096.666,921.352,-13.132676953410282,5.186760681971464,-14.110116145348918,0.9774391919386363,-12.18469446107003
