Time,Position
18272.131,522;656
18303.637,526;654
18337.637,529;653
18370.637,532;650
18403.143,534;648
18436.281,534;646
18471.281,536;646
18504.928,536;646
18536.928,540;645
18569.937,549;645
18603.438,549;643
18637.438,548;642
18670.447,548;643
18704.973,548;644
18736.973,549;646
18770.974,549;647
18803.479,549;646
18836.479,549;646
18871.48,549;647
18904.385,549;647
18937.385,549;647
18970.386,549;647
19003.913,549;645
19037.914,549;643
19070.915,541;641
19103.442,538;637
19136.922,538;636
19171.923,538;638
19204.439,538;638
19237.439,538;640
19270.439,538;642
19303.047,538;645
19336.971,539;648
19370.981,538;648
19404.494,539;648
19437.494,539;647
19470.494,542;643
19504.014,550;640
19536.939,543;637
19570.938,542;636
19603.585,551;633
19636.586,550;633
19671.092,550;633
19703.711,550;635
19736.716,551;636
19771.72,551;637
19804.264,551;637
19837.263,551;636
19871.828,551;635
19904.425,550;634
19937.426,550;634
19970.434,551;635
20005.608,550;635
20036.616,550;635
20070.608,550;635
20104.208,551;634
20137.207,551;636
20171.208,550;633
20204.518,550;632
20237.63,543;632
20271.63,541;631
20304.16,544;631
20337.161,550;632
20372.161,550;630
20403.754,549;628
20437.668,549;630
20472.67,548;634
20504.174,542;640
20537.175,539;643
20572.175,537;646
20603.402,536;649
20638.41,532;652
20672.401,527;654
20705.001,524;656
20737,522;659
20772.003,520;660
20804.521,517;657
20837.52,515;653
20870.463,514;650
20905.188,513;649
20937.534,512;647
20969.952,529;645
21003.488,514;647
21037.488,514;648
21072.488,514;649
21104.001,513;651
21138.002,511;649
21172.003,509;649
21204.637,505;648
21237.636,503;646
21272.641,502;649
21304.227,500;648
21338.227,498;647
21372.238,497;647
21404.735,495;650
21436.82,494;650
21471.823,493;650
21505.372,494;652
21537.381,495;652
21572.381,494;650
21603.521,495;646
21637.521,501;645
21672.522,505;644
21704.042,508;643
21738.178,508;642
21772.168,508;643
21803.679,507;640
21838.33,507;641
21872.475,509;642
21904.985,507;641
21936.985,509;641
21969.985,509;641
22004.431,509;641
22037.431,509;641
22070.43,508;642
22104.032,508;642
22137.032,507;642
22172.04,508;642
22205.557,507;641
22237.554,507;642
22271.556,508;643
22304.068,509;641
22337.071,511;641
22372.073,516;635
22403.862,519;632
22437.859,523;631
22471.859,524;628
22504.379,524;627
22537.516,526;625
22572.517,527;624
22604.028,527;623
22637.027,528;637
22672.028,530;599
22704.547,529;601
22737.547,529;624
22771.556,529;620
22803.88,540;621
22836.871,533;620
22871.871,529;617
22904.636,523;615
22938.554,521;613
22970.555,522;612
23004.319,525;613
23038.244,528;613
23071.244,531;613
23103.89,539;612
23137.847,540;610
23171.848,540;611
23204.423,534;610
23237.426,534;609
23270.427,536;610
23304.198,542;610
23338.231,541;608
23373.224,542;603
23404.822,542;601
