File,Location_Thresh,Use_Window,Window_Weight,Window_Size,Start_Frame,Frame,X,Y,Distance_px,Distance_cm
9883M3.mp4,80.0,True,0.9,100.0,0.0,0,77.19056930844431,735.0066367916878,0.0,0.0
9883M3.mp4,80.0,True,0.9,100.0,0.0,1,84.63566792933939,701.637654220517,34.189450000109034,1.4872463479690676
9883M3.mp4,80.0,True,0.9,100.0,0.0,2,88.67561855747665,682.6442658657583,19.418290405503555,0.8446986274799929
9883M3.mp4,80.0,True,0.9,100.0,0.0,3,91.19930102874021,670.7381283025071,12.170664932156457,0.5294258016039206
9883M3.mp4,80.0,True,0.9,100.0,0.0,4,90.99030981868054,656.6706502191998,14.069030419691773,0.6120049930924767
9883M3.mp4,80.0,True,0.9,100.0,0.0,5,89.34881896689808,640.9338266443101,15.822203021188011,0.6882682716455507
9883M3.mp4,80.0,True,0.9,100.0,0.0,6,89.67827326552668,621.434365449627,19.50224415337472,0.848350628460392
9883M3.mp4,80.0,True,0.9,100.0,0.0,7,90.49656307913222,594.4317955079455,27.01496588327387,1.1751551823816964
9883M3.mp4,80.0,True,0.9,100.0,0.0,8,88.04482402885647,566.920346670824,27.62047866146063,1.2014950816197358
9883M3.mp4,80.0,True,0.9,100.0,0.0,9,81.91053022349799,555.3534777325928,13.092823130428267,0.5695398254511925
9883M3.mp4,80.0,True,0.9,100.0,0.0,10,77.55385814200206,542.6056300459854,13.471756094385972,0.5860234678253575
9883M3.mp4,80.0,True,0.9,100.0,0.0,11,71.90041608383017,534.8018857214024,9.63638067889436,0.419184045729885
9883M3.mp4,80.0,True,0.9,100.0,0.0,12,64.44707608085804,531.5019828610275,8.151173908573849,0.354577322160741
9883M3.mp4,80.0,True,0.9,100.0,0.0,13,59.62445405123273,521.4951197938306,11.108329833339376,0.4832140609637517
9883M3.mp4,80.0,True,0.9,100.0,0.0,14,57.02557420376224,507.55742256088183,14.17792582216929,0.6167419598949492
9883M3.mp4,80.0,True,0.9,100.0,0.0,15,61.43564762823735,503.43038414066353,6.039966368384807,0.26273946855558217
9883M3.mp4,80.0,True,0.9,100.0,0.0,16,64.95557277960626,492.33915825673876,11.636372487999962,0.5061839978803544
9883M3.mp4,80.0,True,0.9,100.0,0.0,17,68.52236473524276,486.18827316043814,7.110231523845498,0.30929616788278347
9883M3.mp4,80.0,True,0.9,100.0,0.0,18,71.7779118020287,480.28662491213566,6.74003254819665,0.2931924553470778
9883M3.mp4,80.0,True,0.9,100.0,0.0,19,73.91512074794416,470.48819332160764,10.028804700100538,0.43625455117505485
9883M3.mp4,80.0,True,0.9,100.0,0.0,20,74.35608689989935,460.3389168577915,10.158851504286414,0.4419116072139755
9883M3.mp4,80.0,True,0.9,100.0,0.0,21,73.09059003644745,447.9682279203904,12.4352493781727,0.5409352658119093
9883M3.mp4,80.0,True,0.9,100.0,0.0,22,82.16861699190663,446.31692665992523,9.226991343707727,0.4013755465100419
9883M3.mp4,80.0,True,0.9,100.0,0.0,23,86.41221368840827,440.9688314865858,6.827168879239465,0.29698289918628656
9883M3.mp4,80.0,True,0.9,100.0,0.0,24,88.13586729566983,436.70640567969286,4.597744611991068,0.20000259972173773
9883M3.mp4,80.0,True,0.9,100.0,0.0,25,90.6285056037813,429.3245262473387,7.791366355709244,0.33892563811879634
9883M3.mp4,80.0,True,0.9,100.0,0.0,26,95.25625489834852,415.98718561534764,14.117390646543985,0.6141086704190403
9883M3.mp4,80.0,True,0.9,100.0,0.0,27,98.4146397944598,405.88475592098604,10.58463418742013,0.46043321959782696
9883M3.mp4,80.0,True,0.9,100.0,0.0,28,102.1056897678934,393.85748288835447,12.580904041755137,0.5472712661417466
9883M3.mp4,80.0,True,0.9,100.0,0.0,29,104.81686756573544,381.186256432501,12.95802704685525,0.5636761750264603
9883M3.mp4,80.0,True,0.9,100.0,0.0,30,107.11227398697868,370.43345346115865,10.9950744599204,0.4782874347528969
