Time,Events,CH1-410,CH1-470
0,,1312.44,1175.396
99.999,,1301.806,1168.873
199.998,,1292.345,1170.753
300.001,,1285.615,1171.47
400.003,,1276.936,1150.357
499.998,,1274.336,1133.471
600.001,,1268.277,1118.757
700.003,,1264.733,1109.592
799.999,,1263.494,1110.49
899.998,,1261.925,1109.391
1000.002,,1262.276,1112.256
1100.001,,1260.314,1117.219
1200,,1263.161,1123.117
1300.001,,1258.867,1140.518
1400.003,,1252.482,1136.862
1499.998,,1256.293,1145.215
1600,,1258.668,1209.192
1700,,1260.001,1245.614
1800.003,,1258.26,1247.88
1900.001,,1257.112,1218.776
1999.998,,1258.469,1190.946
2099.999,,1251.93,1172.538
2199.998,,1251.677,1159.874
2300.001,,1249.437,1143.469
2399.998,,1251.752,1132.537
2500,,1249.094,1123.355
2599.998,,1250.37,1120.451
2700.003,,1251.328,1134.78
2800.001,,1252.232,1134.438
2899.999,,1248.643,1136.646
2999.998,,1244.049,1134.938
3100.001,,1245.785,1135.314
3199.999,,1245.818,1134.173
3299.998,,1245.536,1129.001
3400,,1245.957,1128.309
3500.004,,1245.004,1130.143
3600.003,,1245.047,1127.227
3700,,1244.67,1124.044
3800,,1243.642,1129.694
3899.997,,1242.057,1133.874
4000,,1241.182,1168.171
4100.002,,1242.477,1175.792
4200.002,,1241.726,1169.817
4300.001,,1243.57,1171.379
4400.002,,1245.48,1177.218
4500.003,,1242.57,1179.483
4600.001,,1240.21,1165.231
4700,,1244.289,1164.345
4799.999,,1242.127,1171.748
4899.997,,1242.459,1169.198
5000.001,,1242.814,1162.296
5099.997,,1241.068,1157.904
5200.002,,1240.811,1144.992
5300.001,,1244.505,1135.314
5399.998,,1241.583,1143.213
5500.003,,1242.686,1164.056
5600.002,,1241.151,1198.626
5699.998,,1241.371,1266.111
5800.001,,1240.274,1274.659
5899.998,,1239.989,1261.184
5999.999,,1238.606,1256.658
6099.997,,1238.922,1254.87
6199.999,,1242.076,1274.04
6300.002,,1242.84,1267.806
6400.002,,1238.235,1252.854
6500.001,,1238.341,1250.583
6599.997,,1238.159,1245.491
6700,,1245.034,1221.518
6799.998,,1242.668,1192.523
6900.002,,1238.635,1179.12
7000.001,,1243.527,1175.556
7100.001,,1242.284,1172.841
7200.003,,1236.575,1161.989
7300.001,,1237.349,1167.715
7400,,1238.527,1185.336
7499.999,,1234.134,1203.414
7599.999,,1238.369,1211.676
7700.004,,1241.53,1202.206
7800,,1241.237,1188.918
7900,,1240.107,1173.127
8000.002,,1239.44,1175.591
8100.001,,1237.727,1170.139
8200,,1235.813,1165.749
8300.002,,1236.563,1187.719
8399.999,,1237.377,1183.295
8499.998,,1238.915,1165.599
8600.004,,1241.099,1153.643
8700.001,,1240.152,1142.747
8799.999,,1239.014,1153.871
8899.998,,1240.887,1154.535
9000.001,,1238.625,1154.977
9100,,1243.209,1155.377
9200.001,,1239.998,1156.137
9300.001,,1240.813,1163.223
9399.999,,1236.873,1176.91
9500.001,,1244.782,1162.888
9600.003,,1239.319,1147.314
9700.004,,1243.95,1132.787
9800.002,,1242.857,1127.182
9900.003,,1238.324,1128.118
9999.999,,1242.106,1117.414
10099.999,,1231.739,1108.391
10199.998,,1233.474,1105.579
10300.002,,1237.731,1106.62
10400.003,,1231.095,1111.681
10500.001,,1237.904,1114.033
10599.998,,1239.6,1110.686
10699.998,,1233.601,1117.664
10800.003,,1232.978,1116.606
10900.003,,1236.497,1113.964
11000.002,,1238.245,1121.253
11099.999,,1238.387,1118.333
11200.001,,1236.526,1127.257
11299.998,,1234.512,1154.87
11400.001,,1229.444,1167.033
11500.002,,1237.311,1152.411
11600,,1233.283,1128.601
11700.002,,1237.07,1118.454
11799.998,,1237.425,1107.823
11900.003,,1236.783,1101.543
11999.997,,1234.235,1111.552
12100.003,,1234.555,1117.103
12200,,1235.317,1108.853
12299.998,,1236.155,1101.071
12399.997,,1234.935,1102.696
12499.998,,1237.556,1103.917
12599.998,,1234.753,1124.347
12700.002,,1232.106,1151.127
12800.001,,1233.736,1138.717
12900,,1233.731,1129.259
12999.998,,1233.64,1123.125
13099.998,,1234.555,1107.671
13200.003,,1234.952,1099.503
13300.002,,1232.592,1105.929
13400,,1230.845,1119.88
13499.998,,1232.404,1121.639
13599.997,,1229.97,1122.498
13700.001,,1226.99,1113.092
13800.001,,1230.647,1103.681
13900.001,,1236.07,1097.789
14000,,1233.843,1091.601
14100.001,,1236.112,1093.905
14199.998,,1235.082,1096.832
14300,,1234.004,1108.878
14400,,1233.696,1099.549
14499.997,,1232.763,1089.688
14600.003,,1232.682,1079.177
14700.001,,1235.997,1071.022
14799.998,,1235.721,1073.513
14900.002,,1231.252,1073.999
15000.003,,1226.885,1082.121
15099.998,,1227.234,1110.981
15199.998,,1226.598,1128.283
15300.004,,1228.547,1131.938
15400.002,,1229.312,1140.026
15499.997,,1229.394,1138.074
15599.997,,1227.649,1131.298
15700.002,,1226.178,1141.37
15799.999,,1227.507,1132.68
15900.002,,1225.364,1143.634
15999.99,,1228.83,1129.141
16099.975,,1228.615,1146.172
16199.96,,1228.933,1141.836
16299.942,,1227.558,1117.548
16399.93,,1228.367,1111.677
16499.914,,1230.505,1107.299
16599.895,,1228.949,1118.598
16699.885,,1223.826,1125.791
16799.868,,1231.278,1144.08
16899.853,,1222.432,1139.761
16999.831,,1220.029,1154.732
17099.821,,1220.705,1202.169
17199.8,,1221.909,1231.617
17299.782,,1222.332,1244.901
17399.768,,1225.792,1220.174
17499.753,,1224.111,1194.898
17599.733,,1222.509,1169.998
17699.717,,1223.199,1151.34
17799.703,,1222.499,1134.991
17899.679,,1223.525,1119.057
17999.662,,1225.477,1107.622
18099.644,,1224.939,1099.333
18199.628,,1227.301,1101.954
18299.611,,1225.584,1100.381
18399.589,,1226.895,1098.026
18499.573,,1225.893,1083.99
18599.553,,1224.933,1085.68
18699.532,,1228.346,1093.419
18799.515,,1236.282,1089.63
18899.5,,1228.367,1077.847
18999.475,,1222.649,1091.37
19099.459,,1225.481,1097.951
19199.438,,1216.109,1116.018
19299.42,,1219.727,1122.978
19399.395,,1224.109,1113.107
19499.377,,1227.008,1099.286
19599.36,,1226.331,1088.661
19699.333,,1220.524,1073.67
19799.313,,1218.539,1074.267
19899.295,,1223.883,1068.751
19999.274,,1221.285,1060.902
20099.254,,1221.135,1057.754
20199.233,,1225.239,1052.761
20299.21,,1226.972,1054.294
20399.186,,1227.122,1065.255
20499.165,,1223.523,1072.925
20599.141,,1219.709,1082.45
20699.121,,1221.52,1083.159
20799.092,,1220.904,1083.621
20899.07,,1220.481,1095.763
20999.053,,1220.975,1096.848
21099.024,,1220.65,1109.958
21199.003,,1221.108,1101.955
21298.98,,1222.701,1090.127
21398.953,,1225.41,1081.229
21498.931,,1223.771,1074.805
21598.906,,1226.143,1068.45
21698.884,,1228.126,1064.736
21798.859,,1226.394,1060.912
21898.83,,1224.722,1066.894
21998.805,,1228.374,1073.91
22098.783,,1230.296,1095.456
22198.756,,1224.989,1117.696
