Time,Events,CH1-410,CH1-470
0,,2418.814,2463.491
100.001,,2404.372,2432.579
199.999,,2392.62,2419.65
299.999,,2386.565,2441.285
399.999,,2378.949,2454.142
500.002,,2367.135,2466.623
599.998,,2358.43,2485.569
700,,2358.63,2476.542
800.002,,2354.196,2468.558
900.003,,2351.997,2494.669
1000,,2336.45,2585.728
1100.004,,2334.902,2581.093
1200.001,,2327.835,2576.576
1300.001,,2327.794,2593.933
1399.999,,2328.921,2585.802
1499.998,,2327.747,2553.363
1600.002,,2328.869,2536.967
1700.001,,2336.651,2529.968
1800,,2338.466,2549.125
1899.999,,2347.424,2638.664
2000,,2347.866,2616.149
2099.998,,2324.908,2495.732
2200.003,,2321.159,2552.196
2299.998,,2344.514,2534.67
2400,,2341.97,2523.741
2500.001,,2328.206,2605.194
2600,,2333.535,2638.205
2699.998,,2327.211,2618.814
2799.997,,2326.962,2593.277
2899.999,,2317.971,2595.098
2999.999,,2320.499,2578.643
3100.002,,2326.057,2547.656
3199.997,,2315.598,2515.304
3299.997,,2313.008,2496.277
3400.001,,2307.816,2477.813
3499.999,,2309.749,2484.628
3600.003,,2317.316,2467.7
3700.003,,2320.359,2433.336
3800,,2307.287,2413.913
3900,,2310.75,2418.789
4000.003,,2314.583,2411.663
4100,,2315.119,2405.661
4199.998,,2315.64,2393.203
4300.003,,2308.267,2398.018
4399.998,,2308.569,2399.562
4500.003,,2304.792,2391.828
4599.998,,2304.564,2395.409
4700.003,,2307.879,2386.724
4799.998,,2309.229,2386.126
4899.997,,2307.59,2363.711
5000.003,,2307.492,2352.463
5100.001,,2300.85,2351.27
5199.998,,2307.624,2389.356
5300.002,,2310.153,2396.756
5400.001,,2309.583,2390.95
5500.001,,2302.586,2395.344
5599.999,,2308.719,2406.062
5699.998,,2305.404,2395.204
5800.003,,2306.13,2365.733
5899.998,,2300.378,2361.104
5999.997,,2302.267,2371.375
6100.002,,2304.343,2369.576
6199.998,,2310.264,2359.039
6299.998,,2304.412,2341.41
6400,,2302.481,2329.431
6500,,2300.693,2327.381
6600.001,,2306.833,2314.026
6699.999,,2294.102,2292.26
6799.997,,2290.882,2290.624
6899.999,,2295.505,2309.026
6999.998,,2294.581,2350.725
7099.997,,2290.392,2359.397
7200,,2295.375,2415.277
7300.003,,2290.917,2402.797
7399.997,,2288.598,2398.974
7499.998,,2287.214,2423.32
7599.997,,2291.943,2417.603
7699.998,,2294.889,2439.144
7800.001,,2295.699,2449.842
7900.001,,2295.238,2496.356
7999.999,,2292.951,2486.567
8100.003,,2283.376,2493.81
8199.997,,2284.095,2484.716
8299.999,,2284.119,2554.848
8400,,2282.956,2551.877
8500.001,,2289.707,2530.461
8599.999,,2290.373,2503.683
8699.997,,2292.434,2489.817
8800.001,,2282.664,2373.948
8900.003,,2282.613,2427.137
9000.003,,2283.751,2441.708
9100.001,,2287.843,2428.133
9200.003,,2295.564,2411.458
9300,,2291.394,2377.159
9399.997,,2280.45,2357.432
9499.999,,2280.887,2336.41
9599.998,,2277.303,2335.986
9700.002,,2281.556,2346
9799.999,,2279.291,2358.853
9900.001,,2273.97,2360.165
9999.997,,2280.111,2388.764
10100.002,,2279.662,2424.396
10200.002,,2275.354,2415.01
10299.998,,2274.572,2406.55
10400.003,,2274.963,2391.937
10499.997,,2282.191,2378.459
10599.998,,2277.487,2358.214
10700.003,,2275.074,2366.519
10800.003,,2279.687,2425.918
10899.997,,2281.178,2433.816
10999.999,,2280.293,2442.05
11100,,2281.775,2466.569
11199.998,,2286.065,2486.009
11300.002,,2277.179,2526.484
11400.003,,2274.669,2529.275
11499.999,,2275.75,2512.449
11600.001,,2280.259,2497.691
11700,,2280.875,2473.976
11799.998,,2287.914,2469.16
11899.998,,2299.435,2453.887
12000.001,,2291.781,2440.597
12100.001,,2291.107,2509.035
12199.998,,2286.84,2498.012
12299.998,,2277.852,2462.78
12400.001,,2276.199,2431.624
12499.997,,2280.821,2412.682
12599.999,,2279.843,2393.579
12699.998,,2285.347,2394.639
12800.002,,2276.263,2434.028
12899.997,,2271.697,2442.329
12999.998,,2280.333,2455.8
13100,,2283.649,2430.689
13200.001,,2274.887,2419.945
13299.997,,2275.105,2410.046
13399.997,,2274.137,2383.077
13499.998,,2265.705,2375.02
13599.997,,2267.432,2374.56
13700.003,,2267.997,2363.236
13800,,2276.059,2346.902
13899.999,,2271.157,2355.632
13999.999,,2267.727,2344.139
14099.999,,2274.011,2352.956
14200.001,,2272.033,2364.492
14300,,2269.917,2340.501
14400.003,,2263.828,2341.01
14499.998,,2273.546,2341.869
14600.001,,2280.35,2338.251
14699.999,,2287.6,2321.188
14799.999,,2278.798,2291.041
14899.999,,2270.183,2278.54
14999.999,,2263.543,2277.121
15100,,2266.536,2273.249
15200,,2266.502,2265.678
15299.997,,2267.81,2270.49
15400.001,,2269.247,2288.425
15500.003,,2262.75,2363.07
15599.999,,2278.791,2383.558
15699.997,,2279.747,2382.58
15800.002,,2278.948,2374.552
15900.003,,2270.994,2376.537
15999.997,,2234.792,2319.178
16100,,2231.041,2310.946
16199.994,,2271.75,2328.112
16299.998,,2268.105,2324.207
16399.995,,2270.034,2316.143
16499.994,,2265.78,2303.722
16599.988,,2276.314,2309.535
16699.988,,2267.337,2320.162
16799.985,,2265.698,2342.075
16899.985,,2262.085,2365.842
16999.982,,2270.023,2352.459
17099.984,,2269.811,2357.526
17199.985,,2262.631,2343.443
17299.98,,2258.204,2359.15
17399.983,,2267.735,2357.928
17499.977,,2267.43,2338.384
17599.979,,2268.463,2339.764
17699.978,,2265.376,2333.245
17799.971,,2256.694,2312.767
17899.972,,2254.535,2313.896
17999.969,,2251.686,2344.873
18099.972,,2250.877,2357.38
18199.966,,2251.274,2333.678
18299.965,,2250.165,2321.859
18399.965,,2250.237,2316.62
18499.964,,2249.595,2357.115
18599.958,,2249.605,2373.382
18699.962,,2251.727,2350.576
18799.956,,2250.778,2334.021
18899.955,,2249.736,2329.675
18999.951,,2256.277,2311.538
19099.95,,2254.741,2289.338
19199.951,,2255.249,2277.596
19299.948,,2257.948,2261.508
19399.943,,2257.078,2258.209
19499.948,,2260.422,2249.558
19599.94,,2258.018,2250.203
19699.942,,2257.834,2251.131
19799.942,,2253.883,2278.123
19899.934,,2254.71,2269.996
19999.932,,2250.903,2257.934
20099.933,,2253.339,2245.35
20199.931,,2259.917,2239.719
20299.928,,2265.878,2251.037
20399.924,,2262.925,2254.601
20499.928,,2256.382,2242.029
20599.924,,2251.282,2238.942
