TimestampRaw_Bonsai,ROI,Ypos,Xpos,Event,Timestamp_Bonsai,Xscaled,Yscaled,Speed_cm,DistFromFED,ToneStart_Bonsai,PelletGrab_Bonsai
42604.8941568,False,356.362091,296.708252,False,0.0,17.887841219526987,11.904468000823563,0.0,14.856314479915774,0,0
42605.3863168,False,356.362091,296.708252,False,0.4921600000016042,17.887841219526987,11.904468000823563,0.0,14.856314479915774,0,0
42605.3863168,False,356.362091,103.603172,False,0.4921600000016042,5.799963752414514,11.904468000823563,0.0,12.32706738719689,0,0
42605.3863168,False,356.362091,103.603172,False,0.4921600000016042,5.799963752414514,11.904468000823563,0.0,12.32706738719689,0,0
42605.3863168,False,166.873016,103.603172,False,0.4921600000016042,5.799963752414514,0.042943073791682024,0.0,3.2003243731608952,0,0
42605.8982784,False,166.873016,103.603172,False,1.0041216000026907,5.799963752414514,0.042943073791682024,0.0,3.2003243731608952,0,0
42605.8982784,False,166.873016,105.638885,False,1.0041216000026907,5.92739410951443,0.042943073791682024,0.0,3.0729059643655385,0,0
42605.8982784,False,166.873016,105.638885,False,1.0041216000026907,5.92739410951443,0.042943073791682024,0.0,3.0729059643655385,0,0
42605.8982784,False,166.518524,105.638885,False,1.0041216000026907,5.92739410951443,0.020752793457930293,0.0,3.0726759732654743,0,0
42606.3942016,False,166.518524,105.638885,False,1.5000447999991593,5.92739410951443,0.020752793457930293,0.0,3.0726759732654743,0,0
42606.3942016,False,166.518524,104.590477,False,1.5000447999991593,5.8617664862559415,0.020752793457930293,0.0,3.1383021309655144,0,0
42606.3942016,False,166.518524,104.590477,False,1.5000447999991593,5.8617664862559415,0.020752793457930293,0.0,3.1383021309655144,0,0
42606.3942016,False,166.742859,104.590477,False,1.5000447999991593,5.8617664862559415,0.03479558296706508,0.0,3.138426408151129,0,0
42606.8898048,False,166.742859,104.590477,False,1.9956479999964358,5.8617664862559415,0.03479558296706508,0.0,3.138426408151129,0,0
42606.8898048,False,166.742859,106.650406,False,1.9956479999964358,5.990712702186415,0.03479558296706508,0.0,3.0094884570930334,0,0
42606.8898048,False,166.742859,106.650406,False,1.9956479999964358,5.990712702186415,0.03479558296706508,0.0,3.0094884570930334,0,0
42606.8898048,False,166.186996,106.650406,False,1.9956479999964358,5.990712702186415,0.0,0.0,3.009287297813585,0,0
42607.3861504,False,166.186996,106.650406,False,2.491993600000569,5.990712702186415,0.0,0.0,3.009287297813585,0,0
42607.3861504,False,166.186996,106.58696,False,2.491993600000569,5.986741147042561,0.0,0.0,3.0132588529574393,0,0
42607.3861504,False,166.186996,106.58696,False,2.491993600000569,5.986741147042561,0.0,0.0,3.0132588529574393,0,0
42607.3861504,False,166.253616,106.58696,False,2.491993600000569,5.986741147042561,0.004170239316640645,0.0,3.013261738684899,0,0
42607.8985984,False,166.253616,106.58696,False,3.0044416000018828,5.986741147042561,0.004170239316640645,0.0,3.013261738684899,0,0
42607.8985984,False,166.253616,106.33918,False,3.0044416000018828,5.971230761304386,0.004170239316640645,0.0,3.028772109645222,0,0
42607.8985984,False,166.253616,106.33918,False,3.0044416000018828,5.971230761304386,0.004170239316640645,0.0,3.028772109645222,0,0
42607.8985984,False,166.906433,106.33918,False,3.0044416000018828,5.971230761304386,0.04503489137265051,0.0,3.029104032995525,0,0
42608.3941888,False,166.906433,106.33918,False,3.5000319999962812,5.971230761304386,0.04503489137265051,0.0,3.029104032995525,0,0
42608.3941888,False,166.906433,105.216377,False,3.5000319999962812,5.90094620388256,0.04503489137265051,0.0,3.0993809983077045,0,0
42608.3941888,False,166.906433,105.216377,False,3.5000319999962812,5.90094620388256,0.04503489137265051,0.0,3.0993809983077045,0,0
42608.3941888,False,166.228073,105.216377,False,3.5000319999962812,5.90094620388256,0.0025713137257528155,0.0,3.0990548628387,0,0
42608.8913792,False,166.228073,105.216377,False,3.997222400001192,5.90094620388256,0.0025713137257528155,0.0,3.0990548628387,0,0
42608.8913792,False,166.228073,106.456619,False,3.997222400001192,5.978582138294883,0.0025713137257528155,0.0,3.021418955835982,0,0
42608.8913792,False,166.228073,106.456619,False,3.997222400001192,5.978582138294883,0.0025713137257528155,0.0,3.021418955835982,0,0
42608.8913792,False,166.410965,106.456619,False,3.997222400001192,5.978582138294883,0.014019878857831425,0.0,3.021450388808975,0,0
42609.0201856,False,166.410965,106.456619,False,4.126028799997584,5.978582138294883,0.014019878857831425,0.0,3.021450388808975,0,0
42609.0201856,False,166.410965,10.9481573,False,4.126028799997584,0.0,0.014019878857831425,0.0,9.000010919826886,0,0
42609.0201856,True,166.410965,10.9481573,False,4.126028799997584,0.0,0.014019878857831425,0.0,9.000010919826886,0,0
42609.0201856,True,680.905396,10.9481573,False,4.126028799997584,0.0,32.2200376565349,0.0,33.45341277939408,0,0
42609.0510336,True,680.905396,10.9481573,False,4.156876799999736,0.0,32.2200376565349,0.0,33.45341277939408,0,0
42609.0510336,True,680.905396,298.5,False,4.156876799999736,18.0,32.2200376565349,0.0,33.45341277939408,0,0
42609.0510336,False,680.905396,298.5,False,4.156876799999736,18.0,32.2200376565349,0.0,33.45341277939408,0,0
42609.0510336,False,354.5,298.5,False,4.156876799999736,18.0,11.787905930884165,0.0,14.830870717371049,0,0
42609.0830464,False,354.5,298.5,False,4.188889600001858,18.0,11.787905930884165,0.0,14.830870717371049,0,0
42609.0830464,False,354.5,298.5,False,4.188889600001858,18.0,11.787905930884165,0.0,14.830870717371049,0,0
42609.0830464,False,354.5,298.5,False,4.188889600001858,18.0,11.787905930884165,0.0,14.830870717371049,0,0
42609.0830464,False,354.5,298.5,False,4.188889600001858,18.0,11.787905930884165,0.0,14.830870717371049,0,0
42609.1148416,False,354.5,298.5,False,4.220684799998708,18.0,11.787905930884165,0.0,14.830870717371049,0,0
42609.1148416,False,354.5,298.5,False,4.220684799998708,18.0,11.787905930884165,0.0,14.830870717371049,0,0
42609.1148416,False,354.5,298.5,False,4.220684799998708,18.0,11.787905930884165,0.0,14.830870717371049,0,0
42609.1148416,False,354.5,298.5,False,4.220684799998708,18.0,11.787905930884165,0.0,14.830870717371049,0,0
42609.1630464,False,354.5,298.5,False,4.268889599996328,18.0,11.787905930884165,0.0,14.830870717371049,0,0
42609.1630464,False,354.5,298.5,False,4.268889599996328,18.0,11.787905930884165,0.0,14.830870717371049,0,0
42609.1630464,False,354.5,298.5,False,4.268889599996328,18.0,11.787905930884165,0.0,14.830870717371049,0,0
42609.1630464,False,354.5,298.5,False,4.268889599996328,18.0,11.787905930884165,0.0,14.830870717371049,0,0
42609.1949824,False,354.5,298.5,False,4.300825599995733,18.0,11.787905930884165,0.0,14.830870717371049,0,0
42609.1949824,False,354.5,298.5,False,4.300825599995733,18.0,11.787905930884165,0.0,14.830870717371049,0,0
42609.1949824,False,354.5,298.5,False,4.300825599995733,18.0,11.787905930884165,0.0,14.830870717371049,0,0
42609.1949824,False,354.5,298.5,False,4.300825599995733,18.0,11.787905930884165,0.0,14.830870717371049,0,0
42609.2269952,False,354.5,298.5,False,4.332838399997854,18.0,11.787905930884165,0.0,14.830870717371049,0,0
42609.2269952,False,354.5,298.5,False,4.332838399997854,18.0,11.787905930884165,0.0,14.830870717371049,0,0
42609.2269952,False,354.5,298.5,False,4.332838399997854,18.0,11.787905930884165,0.0,14.830870717371049,0,0
42609.2269952,False,354.5,298.5,False,4.332838399997854,18.0,11.787905930884165,0.0,14.830870717371049,0,0
42609.257536,False,354.5,298.5,False,4.363379199996416,18.0,11.787905930884165,0.0,14.830870717371049,0,0
42609.257536,False,354.5,298.5,False,4.363379199996416,18.0,11.787905930884165,0.0,14.830870717371049,0,0
42609.257536,False,354.5,298.5,False,4.363379199996416,18.0,11.787905930884165,0.0,14.830870717371049,0,0
42609.257536,False,354.5,298.5,False,4.363379199996416,18.0,11.787905930884165,0.0,14.830870717371049,0,0
42609.2897024,False,354.5,298.5,False,4.395545599996694,18.0,11.787905930884165,0.0,14.830870717371049,0,0
